;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;708;66;2;30;19;59;5,62;10,76;0;7,91;2,54;59,33;6,52;00:10:47;0,37;1,12;4,19;2,77;8,28;0,32;0,13;1,13;9,87;3,27;0;3,27;18,8;17,44;18,52;3,64;00:00:00;59,33;00:00:01;00:00:00;00:00:19;00:00:01;00:00:01;00:00:03;00:00:15;00:00:11;
BIANCU;792;73;19;39;22;76;6,27;11,27;0;12,28;2,87;56,82;16,61;00:10:53;0,36;1,55;4,98;2,79;9,64;2,36;0;2;14;2;0;2;32,39;20,76;21,2;4,09;00:00:03;56,82;00:00:01;00:00:00;00:00:22;00:00:03;00:00:01;00:00:04;00:00:17;00:00:10;
BOCCIA;738;68;0;28;18;65;5,79;10,4;0;9,53;2,9;57,69;5,33;00:10:53;0,39;1,29;3,73;2,48;8,81;0;0;2;14;4;0;4;19,94;18,45;18,26;3,78;00:00:00;57,69;00:00:01;00:00:00;00:00:20;00:00:01;00:00:01;00:00:04;00:00:14;00:00:12;
BRIGNANI;762;70;2;36;26;64;6,02;11,08;0;10,16;1,22;54,87;10,21;00:10:53;0,16;1,33;4,74;3,39;8,42;0,3;0;2;13;3;0;3;30,88;17,41;19,95;3,93;00:00:00;54,87;00:00:01;00:00:00;00:00:19;00:00:02;00:00:01;00:00:04;00:00:19;00:00:15;
CHIERICO;717;66;0;33;18;57;5,62;10,29;0;7,04;1,13;59,97;5,72;00:10:53;0,16;0,98;4,62;2,52;8,01;0;0;1;8;1;0;1;17,26;17,04;18,48;3,67;00:00:00;59,97;00:00:01;00:00:00;00:00:19;00:00:01;00:00:01;00:00:03;00:00:18;00:00:10;
DEMARCUS ;658;60;9;35;32;71;5,37;14,7;0;10,42;6,35;63,48;11,36;00:10:53;0,97;1,58;5,27;4,92;10,85;1,42;0;1;12;7;0;7;35,84;21,87;20,01;3,5;00:00:01;63,48;00:00:02;00:00:00;00:00:21;00:00:02;00:00:02;00:00:04;00:00:16;00:00:15;
EMERSON;736;68;0;33;20;60;5,81;11;0;7,02;2,03;57,07;5,89;00:10:53;0,28;0,95;4,45;2,73;8,18;0;0;1;12;2;0;2;22,04;16,73;18,26;3,79;00:00:00;57,07;00:00:01;00:00:00;00:00:18;00:00:01;00:00:01;00:00:02;00:00:17;00:00:12;
LA ROSA ;637;67;0;28;15;50;5,75;11,08;0;4,96;2,73;58,83;2,76;00:09:31;0,43;0,78;4,42;2,33;7,87;0;1;1;8;2;0;2;11,98;17,21;17,72;3,29;00:00:00;58,83;00:00:01;00:00:00;00:00:16;00:00:00;00:00:01;00:00:02;00:00:17;00:00:11;
LELLA ;777;71;0;28;18;60;6,03;9,21;0;6,7;1,65;53,85;4,77;00:10:53;0,21;0,86;3,63;2,32;7,67;0;0;0;8;4;0;4;17,82;16,07;17,63;3,94;00:00:00;53,85;00:00:00;00:00:00;00:00:20;00:00:01;00:00:00;00:00:02;00:00:15;00:00:10;
MANCINI;701;64;0;23;16;57;5,44;9,02;0;5,9;2,9;60,92;4,28;00:10:53;0,41;0,84;3,32;2,31;8,14;0;0;0;9;4;0;4;14,16;16,39;18,53;3,55;00:00:00;60,92;00:00:01;00:00:00;00:00:18;00:00:01;00:00:01;00:00:02;00:00:11;00:00:07;
