;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;5948;77;421;352;311;1245;6,94;16,28;110,27;106,08;92;54,99;173,99;01:17:08;1,53;1,77;5,89;5,21;20,84;7,06;21,86;20,57;106,57;87;2,43;87;392,64;36,23;27,98;32,14;00:01:05;54,99;00:00:34;00:00:15;00:05:29;00:00:37;00:00:34;00:00:45;00:02:31;00:02:08;
BIANCU;6118;79;468;359;321;1320;7,18;16,92;120,25;104,16;103,72;54,18;197,45;01:17:08;1,7;1,7;5,86;5,24;21,57;7,65;28;16;102;92;3;92;498,98;37,3;28,18;33,22;00:01:13;54,18;00:00:36;00:00:16;00:05:40;00:00:41;00:00:36;00:00:40;00:02:22;00:02:01;
BOCCIA;6111;79;366;428;398;1351;7,3;19,11;106,46;127,03;117,67;53,45;194,37;01:17:08;1,93;2,08;7,01;6,51;22,12;5,99;28;24;129;131;2;131;387,11;39,07;28,71;33,8;00:00:56;53,45;00:00:47;00:00:14;00:06:11;00:00:42;00:00:47;00:00:52;00:03:01;00:02:46;
BRIGNANI;6159;80;425;362;294;1369;7,13;15,31;72,66;110,49;83,73;52,43;152,45;01:17:08;1,36;1,79;5,87;4,78;22,23;6,9;16;16;112;84;3;84;437,37;37,89;28,8;32,98;00:01:07;52,43;00:00:30;00:00:09;00:06:06;00:00:34;00:00:30;00:00:49;00:02:37;00:02:01;
EMERSON;5592;72;382;319;281;1139;6,48;15,48;137,72;94,72;70,04;58,33;149,96;01:17:08;1,25;1,69;5,7;5,03;20,37;6,83;14;23;102;85;1;85;344,88;35,35;28,72;29,99;00:00:58;58,33;00:00:30;00:00:18;00:05:01;00:00:31;00:00:30;00:00:47;00:02:31;00:02:05;
GIANDONATO;5395;70;244;209;178;827;6;10,79;4,36;46,55;32,32;58,34;80,65;01:17:08;0,6;0,86;3,87;3,3;15,33;4,53;4;7;50;35;0;35;282,42;26,86;24,78;27,76;00:00:39;58,34;00:00:13;00:00:00;00:03:45;00:00:17;00:00:13;00:00:23;00:01:40;00:01:24;
LA ROSA ;6483;84;360;328;277;1264;7,4;13,72;117,22;92,44;82,39;50,03;138,65;01:17:08;1,27;1,43;5,06;4,27;19,49;5,55;17;23;99;76;1;76;381,1;34,12;27,17;34,24;00:00:55;50,03;00:00:32;00:00:16;00:05:41;00:00:30;00:00:32;00:00:39;00:02:18;00:01:52;
LELLA ;6443;84;474;421;362;1388;7,66;18,47;93,88;144,13;131,3;50,99;225,62;01:17:08;2,04;2,24;6,53;5,62;21,54;7,36;36;18;136;103;1;103;462,97;38,05;26;35,45;00:01:14;50,99;00:00:48;00:00:13;00:06:08;00:00:51;00:00:48;00:01:00;00:02:55;00:02:25;
MANCINI;5873;76;421;362;348;1286;6,93;17,63;130,39;100,81;109,37;55,58;189,03;01:17:08;1,86;1,72;6,16;5,93;21,89;7,18;21;17;102;98;4;98;429,44;37,85;27,72;32,08;00:01:05;55,58;00:00:40;00:00:17;00:05:39;00:00:40;00:00:40;00:00:41;00:02:32;00:02:20;
PALESI;6251;81;570;400;334;1377;7,37;17,54;194,43;126,14;115,3;53,57;230,87;01:17:08;1,84;2,02;6,41;5,35;22,04;9,11;31;24;128;106;6;106;438,49;37,98;30,05;34,12;00:01:27;53,57;00:00:43;00:00:26;00:05:51;00:00:49;00:00:43;00:00:50;00:02:46;00:02:14;
PINNA S.;6234;81;527;379;351;1389;7,32;17,07;155,18;124,86;109,8;51,9;197,27;01:17:08;1,76;2;6,08;5,63;22,29;8,46;29;23;115;99;4;99;395,14;37,86;28,5;33,89;00:01:21;51,9;00:00:39;00:00:21;00:05:57;00:00:42;00:00:39;00:00:51;00:02:43;00:02:23;
PISANO;5031;65;365;289;249;900;5,82;15,29;87,51;83,07;68,08;60,72;131,2;01:17:08;1,35;1,65;5,74;4,96;17,9;7,26;23;25;102;75;1;75;241,61;32,15;27,97;26,94;00:00:56;60,72;00:00:27;00:00:12;00:04:03;00:00:27;00:00:27;00:00:34;00:02:12;00:01:51;
RAGATZU;5717;74;549;355;315;1361;6,71;16,99;129,2;100,19;81,88;57,05;192,63;01:17:08;1,43;1,75;6,22;5,51;23,8;9,61;19;23;111;74;3;74;438,51;40,1;28,62;31,06;00:01:25;57,05;00:00:31;00:00:17;00:05:45;00:00:41;00:00:31;00:00:45;00:02:32;00:02:07;
TRAVAGLINI;6448;84;440;412;360;1468;7,63;17,94;101,31;138,1;98,05;52,84;214,09;01:17:08;1,52;2,14;6,39;5,59;22,77;6,83;23;31;122;85;2;85;509,82;39,86;28,56;35,32;00:01:09;52,84;00:00:35;00:00:13;00:06:29;00:00:47;00:00:35;00:00:59;00:02:50;00:02:23;
UDHO;5416;70;303;298;280;996;6,28;15,59;93,25;92,48;84,3;60,41;141,59;01:17:08;1,56;1,71;5,51;5,18;18,39;5,59;17;18;82;75;3;75;249,09;32,81;27,98;29,07;00:00:46;60,41;00:00:30;00:00:12;00:04:28;00:00:30;00:00:30;00:00:37;00:02:11;00:01:57;
