;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;1911;76;47;90;83;282;6,7;13,32;3,19;29,45;28,94;49,84;32,65;00:25:04;1,46;1,5;4,63;4,25;14,33;2,3;8,15;5,54;25,46;26,38;0;26,38;79,41;27,23;23,36;10,08;00:00:07;49,84;00:00:11;00:00:00;00:01:22;00:00:08;00:00:11;00:00:12;00:00:40;00:00:37;
ARBOLEDA;2228;89;73;143;146;421;8,27;20,33;11,56;56,06;55,36;42,92;60,81;00:25:04;2,49;2,52;6,44;6,53;18,91;3,28;20;12;46;49;0;49;90,05;36,01;26,82;12,45;00:00:11;42,92;00:00:23;00:00:01;00:02:04;00:00:14;00:00:23;00:00:22;00:01:01;00:01:01;
BIANCU;2330;93;101;113;116;443;8,27;15,02;2,82;38,92;39,82;42,11;46,82;00:25:04;1,71;1,67;4,86;4,96;19,02;4,33;12;10;32;38;0;38;150,1;33,63;24,73;12,45;00:00:16;42,11;00:00:15;00:00:00;00:02:02;00:00:11;00:00:15;00:00:16;00:00:46;00:00:45;
BOCCIA;2308;92;25;127;116;372;8,25;15,75;0;41,22;39,68;38,24;31,33;00:25:04;1,72;1,79;5,49;5,03;16,11;1,07;12;8;39;34;0;34;81,48;30,66;22,82;12,41;00:00:04;38,24;00:00:17;00:00:00;00:01:54;00:00:08;00:00:17;00:00:19;00:01:00;00:00:57;
BRIGNANI;1779;71;15;68;57;187;6,05;10,07;5,37;20,83;16,75;50,2;19,78;00:25:04;0,94;1,17;3,81;3,21;10,48;0,82;4;4;19;19;0;19;42,27;21,18;25,85;9,1;00:00:02;50,2;00:00:07;00:00:00;00:00:56;00:00:04;00:00:07;00:00:09;00:00:31;00:00:27;
CHIERICO;2294;91;77;118;96;372;8,07;13,95;4,95;44,73;33,03;38,71;56,22;00:25:04;1,44;1,95;5,15;4,18;16,22;3,37;9;9;34;28;0;28;120,08;30,97;24,95;12,14;00:00:12;38,71;00:00:12;00:00:00;00:01:43;00:00:13;00:00:12;00:00:16;00:00:46;00:00:40;
EMERSON;1652;66;0;56;41;144;5,54;8,73;0;14,09;10,59;56,11;4,23;00:25:04;0,64;0,85;3,36;2,48;8,7;0;2;2;11;11;0;11;17,84;17,43;18,58;8,34;00:00:00;56,11;00:00:05;00:00:00;00:00:49;00:00:01;00:00:05;00:00:08;00:00:33;00:00:26;
LA ROSA ;2096;84;52;86;77;343;7,2;11,33;0;22,77;20,75;45,56;27,58;00:25:04;0,99;1,09;4,09;3,67;16,35;2,46;2;2;25;22;0;22;105,06;29,32;22,59;10,84;00:00:08;45,56;00:00:08;00:00:00;00:01:37;00:00:07;00:00:08;00:00:09;00:00:36;00:00:33;
MANCINI;1189;47;0;37;43;125;4,03;9,82;0;10,9;13,14;70,32;5,73;00:25:04;1,1;0,92;3,15;3,59;10,54;0;5;3;10;12;0;12;15,82;20,32;18,4;6,06;00:00:00;70,32;00:00:05;00:00:00;00:00:40;00:00:02;00:00:05;00:00:05;00:00:20;00:00:21;
PINNA S.;2355;94;131;106;111;398;8,28;13,95;13,73;35,74;46,86;34,48;58,73;00:25:04;1,99;1,52;4,5;4,71;16,89;5,58;15;8;25;37;0;37;136,46;30,23;25,85;12,46;00:00:21;34,48;00:00:17;00:00:01;00:01:45;00:00:12;00:00:17;00:00:13;00:00:41;00:00:44;
PISANO;1927;77;44;82;64;223;6,6;10,92;1,84;19,42;26,72;45,9;30,61;00:25:04;1,39;1,01;4,26;3,3;11,57;2,3;6;3;22;20;0;20;81,42;22,56;24,77;9,92;00:00:07;45,9;00:00:11;00:00:00;00:01:03;00:00:07;00:00:11;00:00:08;00:00:37;00:00:30;
RAGATZU;1398;56;67;77;70;237;4,98;15,47;0;23,84;20,93;66,01;34,08;00:25:04;1,5;1,71;5,53;4,99;16,94;4,76;5;2;28;21;0;21;93,4;31,43;23,59;7,5;00:00:11;66,01;00:00:08;00:00:00;00:01:05;00:00:07;00:00:08;00:00:10;00:00:33;00:00:30;
TRAVAGLINI;1876;75;15;97;92;244;6,66;15,04;0;31,52;34,8;50,51;28,56;00:25:04;1,85;1,68;5,16;4,88;12,98;0,79;7;5;21;33;0;33;71,41;26,35;20,46;10,02;00:00:02;50,51;00:00:14;00:00:00;00:01:15;00:00:07;00:00:14;00:00:14;00:00:44;00:00:42;
UDHO;1411;56;16;61;52;164;4,91;12,76;1,26;22,74;17,79;66,81;19,99;00:25:04;1,26;1,61;4,33;3,7;11,64;1,11;7;4;19;19;0;19;26,91;23,92;24,3;7,39;00:00:02;66,81;00:00:07;00:00:00;00:00:51;00:00:05;00:00:07;00:00:10;00:00:29;00:00:25;
