;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;653;102;13;39;39;119;9,29;18,15;0;12,17;14,13;34,4;13,01;00:06:25;2,16;1,91;6,03;5,96;17,7;1,87;4;2,18;12,73;13,91;0;13,91;31,94;33,17;20,88;3,58;00:00:02;34,4;00:00:05;00:00:00;00:00:35;00:00:03;00:00:05;00:00:05;00:00:17;00:00:17;
ARBOLEDA;458;71;6;31;25;53;6,58;19,42;0;13,41;8,88;55,56;11,92;00:06:25;1,94;2,93;6,72;5,57;11,59;1,29;2;2;8;9;0;9;17,42;27,67;20,88;2,54;00:00:01;55,56;00:00:03;00:00:00;00:00:17;00:00:03;00:00:03;00:00:06;00:00:15;00:00:13;
BRIGNANI;659;103;12;37;29;122;9,03;13,73;0;4,26;9,17;32,83;8,19;00:06:25;1,39;0,65;5,64;4,46;18,56;1,85;3;0;7;7;0;7;39,99;33,09;22,89;3,48;00:00:02;32,83;00:00:03;00:00:00;00:00:35;00:00:01;00:00:03;00:00:02;00:00:15;00:00:11;
EMERSON;612;95;14;33;37;103;8,57;16,23;0;9,5;10,11;37,77;13,84;00:06:25;1,65;1,55;5,41;6,01;16,75;2,33;3;1;14;16;0;16;42,48;30,92;20,99;3,3;00:00:02;37,77;00:00:03;00:00:00;00:00:28;00:00:03;00:00:03;00:00:03;00:00:13;00:00:15;
GIANDONATO;617;96;0;12;13;42;7,98;7,3;0;2,94;3,97;33,12;0,79;00:06:25;0,64;0,48;1,93;2,11;6,8;0;1;0;4;4;0;4;0,84;12,96;16,26;3,08;00:00:00;33,12;00:00:02;00:00:00;00:00:14;00:00:00;00:00:02;00:00:01;00:00:07;00:00:08;
LELLA ;784;122;4;54;50;150;11,23;18,88;0;13,52;16,86;21,93;9,02;00:06:25;2,15;1,73;6,9;6,34;19,16;0,45;3;2;16;14;0;14;23,75;36,23;20,42;4,33;00:00:00;21,93;00:00:07;00:00:00;00:00:49;00:00:02;00:00:07;00:00:06;00:00:23;00:00:22;
MANCINI;782;122;53;40;46;196;11,06;17,29;0;11,5;17,35;24,67;18,15;00:06:25;2,22;1,47;5,15;5,92;25,12;6,81;7;5;13;16;0;16;49,75;40,67;23,96;4,26;00:00:08;24,67;00:00:06;00:00:00;00:00:52;00:00:04;00:00:06;00:00:04;00:00:16;00:00:19;
PINNA S.;562;88;0;42;47;93;8,47;25,07;0;17,6;19;39,43;9,9;00:06:25;3,38;3,13;7,54;8,4;16,49;0;7;4;20;27;0;27;18,27;34,04;18,83;3,27;00:00:00;39,43;00:00:09;00:00:00;00:00:31;00:00:03;00:00:09;00:00:08;00:00:22;00:00:25;
PISANO;680;106;26;42;43;130;9,57;16,86;0;7,91;11,6;32,6;17,13;00:06:25;1,71;1,16;6,13;6,38;19,13;3,86;2;0;11;14;0;14;38,82;34,75;22,4;3,69;00:00:04;32,6;00:00:04;00:00:00;00:00:36;00:00:03;00:00:04;00:00:03;00:00:15;00:00:17;
RAGATZU;595;93;1;39;40;105;8,7;21,47;0;16,92;19,59;39,92;16,25;00:06:25;3,3;2,85;6,54;6,72;17,73;0,23;5;6;11;16;0;16;40,98;34,53;19,84;3,35;00:00:00;39,92;00:00:08;00:00:00;00:00:32;00:00:04;00:00:08;00:00:06;00:00:17;00:00:18;
TRAVAGLINI;731;114;20;55;50;166;10,82;22,74;0;16,7;23,48;28,16;23,05;00:06:25;3,21;2,28;7,57;6,82;22,72;2,74;9;2;14;17;0;17;56,24;41,2;21,53;4,17;00:00:03;28,16;00:00:08;00:00:00;00:00:47;00:00:05;00:00:08;00:00:06;00:00:21;00:00:19;
UDHO;701;109;7;48;48;145;10,2;20,67;0;19,58;15,43;32,45;14,92;00:06:25;2,2;2,79;6,79;6,82;20,62;0,96;2;2;22;13;0;13;22,81;38,81;21,66;3,93;00:00:01;32,45;00:00:05;00:00:00;00:00:44;00:00:04;00:00:05;00:00:08;00:00:20;00:00:20;
