;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;796;168;101;64;48;355;16,01;23,27;0,7;26,49;19,33;25,08;34,59;00:04:44;2,43;3,32;8,01;6,03;44,59;12,59;9,86;12,29;24,43;17;0;17;305,45;64,54;22,62;4,56;00:00:17;25,08;00:00:08;00:00:00;00:01:21;00:00:08;00:00:08;00:00:11;00:00:24;00:00:17;
BIANCU;779;164;50;56;51;340;15,4;21,34;0;22,44;16,76;23,58;21,07;00:04:44;2,15;2,88;7,16;6,54;43,67;6,46;11;11;24;16;0;16;298,75;62,23;21,98;4,39;00:00:08;23,58;00:00:07;00:00:00;00:01:19;00:00:05;00:00:07;00:00:09;00:00:22;00:00:19;
LELLA ;810;171;139;71;50;355;16,37;23,95;0;30,02;18,36;24,74;44,78;00:04:44;2,27;3,71;8,79;6,17;43,86;17,17;9;14;21;18;0;18;330,82;64,43;21,32;4,66;00:00:24;24,74;00:00:07;00:00:00;00:01:20;00:00:10;00:00:07;00:00:12;00:00:25;00:00:18;
OCCHIONI;792;167;69;56;48;351;15,6;20,82;0;22,21;20,49;25,16;24,32;00:04:44;2,59;2,81;7,02;6,02;44,32;8,7;12;8;26;17;0;17;341,4;63,38;22,08;4,44;00:00:12;25,16;00:00:08;00:00:00;00:01:21;00:00:06;00:00:08;00:00:10;00:00:22;00:00:17;
PALESI;812;171;75;53;39;367;15,97;20,69;0;24,96;16,02;24,67;19,98;00:04:44;1,97;3,08;6,56;4,81;45,23;9,3;9;16;23;17;0;17;342,53;64,48;20,79;4,55;00:00:13;24,67;00:00:07;00:00:00;00:01:25;00:00:05;00:00:07;00:00:12;00:00:21;00:00:15;
PINNA S.;794;167;63;67;43;337;15,91;22,91;2,57;24,37;19,73;24,14;36,71;00:04:44;2,49;3,07;8,5;5,36;42,52;7,91;9;6;24;16;0;16;301,25;63,1;25,03;4,53;00:00:10;24,14;00:00:08;00:00:00;00:01:19;00:00:08;00:00:08;00:00:09;00:00:24;00:00:15;
RENAULT ;805;170;259;84;63;387;17,19;30,91;2,37;35,41;27,7;28,32;72,54;00:04:44;3,44;4,4;10,48;7,79;48,03;32,16;11;16;28;18;0;18;228,2;69,63;24,32;4,89;00:00:42;28,32;00:00:09;00:00:00;00:01:22;00:00:16;00:00:09;00:00:14;00:00:27;00:00:19;
TRAVAGLINI;783;165;51;59;43;348;15,61;22,26;0;26,01;16,25;24,96;22,74;00:04:44;2,08;3,32;7,58;5,49;44,49;6,46;8;15;25;17;0;17;295,2;64,52;22,85;4,44;00:00:08;24,96;00:00:07;00:00:00;00:01:22;00:00:06;00:00:07;00:00:11;00:00:23;00:00:17;
