;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);
Team Average;7407;80;568;347;306;2040;7,04;13,2;7,53;104,49;96,84;56,95;94,41;01:32:24;1,25;1,37;4,6;4,03;26,42;7,48;24,06;22,88;113;99,62;0,12;99,62;1456,59;38,67;24,08;
ARBOLEDA;8840;90;611;518;469;2574;8,2;17,65;2,1;180,47;174,08;51,77;180,47;01:38:11;1,97;2,04;5,86;5,31;29,12;6,92;58;54;180;154;0;154;1861,16;44,37;24,31;
BIANCU;8363;85;524;387;340;2364;7,47;13,38;2,24;110,06;108,77;54,37;95,99;01:38:11;1,3;1,32;4,62;4,07;28,26;6,26;25;24;120;105;0;105;1745,8;41,61;24,52;
CADILI;2531;26;0;105;79;93;2,21;10,54;0;31,31;17,47;87,85;7,47;01:38:11;0,69;1,24;4,13;3,11;3,66;0;4;7;57;39;0;39;2,03;9,89;17,1;
COCCO;7399;75;1170;284;247;2307;6,45;10,56;3,77;78,45;69,86;59,59;55,3;01:38:11;0,94;1,06;3,84;3,34;31,19;15,82;15;5;91;71;0;71;1569,23;41,31;24,31;
D'AGOSTINO;8921;91;512;399;363;2295;7,95;13,02;7,86;121,55;129,8;48,88;109,35;01:38:10;1,45;1,36;4,47;4,07;25,73;5,74;33;25;120;120;0;120;1484,62;38,49;26,32;
DALLA BERNARDINA ;8043;86;382;308;285;2138;7,42;10,94;0;99,82;78,04;52,32;58,69;01:33:07;0,97;1,24;3,83;3,54;26,58;4,74;20;29;122;108;0;108;1749,86;37,91;21,34;
DEMARCUS ;8842;90;299;467;423;2561;8,07;15,81;3,26;155,49;147,93;50,69;120,6;01:38:11;1,67;1,76;5,28;4,78;28,97;3,38;47;39;163;151;0;151;1805,59;42,73;24,96;
EMERSON;8275;84;1125;294;263;2272;7,18;10,06;0;72,19;90,97;53,55;58,35;01:38:11;1,1;0,87;3,55;3,18;27,46;13,6;24;11;84;82;0;82;1486,21;37,21;23,06;
GAGLIANO;8100;86;231;455;435;2283;7,82;16,87;8,83;149,95;132,54;53,59;136,71;01:33:41;1,64;1,85;5,61;5,38;28,18;2,85;29;41;162;141;0;141;1658,79;43,37;25,26;
GIANDONATO;5468;73;129;164;143;1504;6,19;9,24;22,02;35,54;30,22;62,47;33,52;01:14:40;0,55;0,65;3;2,61;27,51;2,36;4;1;49;31;1;31;1385,5;38,4;25,24;
LA ROSA ;7025;72;1163;274;194;2044;6,08;9,77;6,49;69,9;47,88;63,94;71,82;01:38:11;0,68;1;3,9;2,77;29,1;16,55;11;17;90;57;0;57;1411,36;38,94;24,98;
LADINETTI;7681;78;622;356;306;2018;6,85;12,95;0;107,77;90,45;57,29;84,62;01:38:04;1,18;1,4;4,64;3,99;26,27;8,09;23;18;125;112;0;112;1475,95;39,21;22,68;
LELLA ;3646;71;203;155;155;809;6,14;12,32;0;33,97;39,36;59,87;34,39;00:51:34;1,08;0,93;4,25;4,24;22,2;5,57;9;6;45;55;0;55;485,91;33,36;23,34;
MARIGOSU;9465;96;428;659;579;2741;9,05;21,31;44,01;234,74;222,29;48,05;244,74;01:38:11;2,35;2,48;6,96;6,12;28,95;4,52;49;50;191;183;1;183;1810,83;45,98;28,06;
PENNINGTON;7460;87;912;298;242;2292;7,49;10,83;19,34;64,58;57,85;55,08;83,08;01:25:22;0,78;0,87;3,99;3,25;30,72;12,23;12;11;99;73;0;73;1730,32;42,46;25,77;
UDHO;8450;86;771;422;375;2346;7,62;14,36;0,56;126,11;111,88;53,97;135,52;01:38:11;1,32;1,49;4,99;4,44;27,76;9,12;22;28;110;112;0;112;1642,26;41,56;24,08;
