;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;715;112;8;42;43;144;10,29;18,05;0;12,03;14,63;30,11;10,21;00:06:21;2,01;1,69;5,85;5,96;19,39;1,03;3,9;1,6;11,4;14,8;0;14,8;35,91;34,94;19,7;3,93;00:00:01;30,11;00:00:06;00:00:00;00:00:44;00:00:02;00:00:06;00:00:05;00:00:18;00:00:19;
ARBOLEDA;662;104;7;45;38;127;9,68;20,16;0;17,19;13,99;34,43;19,2;00:06:21;2,11;2,6;6,77;5,69;19,16;1,09;3;2;15;11;0;11;39,47;36,64;20,54;3,69;00:00:01;34,43;00:00:05;00:00:00;00:00:38;00:00:05;00:00:05;00:00:06;00:00:18;00:00:17;
BRIGNANI;811;127;8;42;46;186;11,53;16,8;0;11,51;12,93;20,23;11,31;00:06:21;1,59;1,42;5,21;5,63;22,98;0,96;3;1;8;14;0;14;63,35;38,9;20,1;4,4;00:00:01;20,23;00:00:04;00:00:00;00:00:54;00:00:02;00:00:04;00:00:04;00:00:18;00:00:16;
CHIERICO;814;128;1;41;41;159;11,43;15,39;0;10,67;14,37;18,61;6,92;00:06:21;1,76;1,31;5,06;5,05;19,49;0,11;4;1;10;11;0;11;36,23;34,54;19,25;4,36;00:00:00;18,61;00:00:06;00:00:00;00:00:49;00:00:01;00:00:06;00:00:05;00:00:18;00:00:19;
EMERSON;660;104;11;37;40;110;9,4;16,94;0;8,4;11,99;32,78;7,33;00:06:21;1,82;1,27;5,61;6,06;16,63;1,72;5;2;11;10;0;10;30,16;31,41;21,11;3,59;00:00:01;32,78;00:00:04;00:00:00;00:00:32;00:00:02;00:00:04;00:00:03;00:00:16;00:00:16;
GIANDONATO;722;114;0;26;34;120;9,89;12,61;0;5,65;7,3;28,08;3,72;00:06:21;1,01;0,78;3,63;4,7;16,62;0;1;0;5;15;0;15;10,98;28,84;18,03;3,78;00:00:00;28,08;00:00:03;00:00:00;00:00:38;00:00:01;00:00:03;00:00:02;00:00:13;00:00:17;
LELLA ;806;127;0;46;54;174;11,72;19,47;0;13,81;17,61;23,54;8,65;00:06:21;2,18;1,71;5,71;6,66;21,61;0;5;3;13;21;0;21;22,46;38,05;18,45;4,47;00:00:00;23,54;00:00:08;00:00:00;00:00:56;00:00:02;00:00:08;00:00:07;00:00:23;00:00:27;
PINNA S.;823;129;29;59;64;233;12,29;22,69;0;15,19;24,14;23,72;16,34;00:06:21;2,93;1,85;7,18;7,81;28,35;3,56;8;1;15;25;0;25;73,9;46,62;23,13;4,69;00:00:05;23,72;00:00:09;00:00:00;00:01:06;00:00:03;00:00:09;00:00:06;00:00:23;00:00:25;
RAGATZU;642;101;13;47;48;135;9,58;22,66;0;13,11;21,22;37,71;13,66;00:06:21;3,31;2,04;7,36;7,41;20,99;1,95;8;2;18;18;0;18;28,69;38,72;22,88;3,66;00:00:02;37,71;00:00:08;00:00:00;00:00:40;00:00:03;00:00:08;00:00:05;00:00:19;00:00:21;
TRAVAGLINI;796;125;8;56;52;171;11,63;20,03;0;17,64;18,43;22,48;13,01;00:06:21;2,32;2,22;7;6,56;21,54;0,96;2;3;10;17;0;17;53,84;39,1;19,94;4,44;00:00:01;22,48;00:00:07;00:00:00;00:00:51;00:00:03;00:00:07;00:00:07;00:00:23;00:00:22;
UDHO;418;66;0;21;17;27;5,78;13,73;0;7,1;4,3;59,54;1,97;00:06:21;1,03;1,7;4,96;4,04;6,52;0;0;1;9;6;0;6;0;16,61;13,53;2,21;00:00:00;59,54;00:00:02;00:00:00;00:00:12;00:00:00;00:00:02;00:00:04;00:00:14;00:00:11;
