;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;1022;60;0;59;25;100;5,18;12,03;0;15,41;3,26;64,76;1,95;00:17:07;0,32;1,51;5,77;2,42;9,7;0;0,15;1,15;21,92;4,23;0;4,23;0,52;20,96;14,95;5,32;00:00:00;64,76;00:00:02;00:00:00;00:00:40;00:00:00;00:00:02;00:00:10;00:00:41;00:00:17;
ARBOLEDA;962;56;0;70;38;126;5,05;16,02;0;21,92;6,28;66,76;2,05;00:17:07;0,65;2,28;7,26;3,99;13,08;0;0;1;40;9;0;9;0;27,83;15,05;5,18;00:00:00;66,76;00:00:04;00:00:00;00:00:52;00:00:00;00:00:04;00:00:16;00:00:47;00:00:26;
BRIGNANI;1058;62;0;62;23;113;5,35;11,87;0;14,7;1,83;65,31;2,11;00:17:07;0,17;1,39;5,88;2,16;10,73;0;0;2;15;3;0;3;0;22,43;14,56;5,49;00:00:00;65,31;00:00:01;00:00:00;00:00:44;00:00:00;00:00:01;00:00:10;00:00:43;00:00:16;
CHIERICO;1133;66;0;51;16;80;5,59;9,16;0;14,8;2,64;60,48;1,36;00:17:07;0,23;1,31;4,54;1,38;7,08;0;0;1;18;4;0;4;0;16,46;13,11;5,75;00:00:00;60,48;00:00:01;00:00:00;00:00:33;00:00:00;00:00:01;00:00:09;00:00:34;00:00:12;
EMERSON;1169;68;0;68;27;137;5,95;12,6;0;18,56;4,05;60,69;1,18;00:17:07;0,35;1,59;5,85;2,27;11,75;0;0;0;20;3;0;3;0,28;23,92;16,06;6,12;00:00:00;60,69;00:00:01;00:00:00;00:00:52;00:00:00;00:00:01;00:00:14;00:00:48;00:00:17;
GIANDONATO;916;53;0;45;16;56;4,54;9,73;0;14,36;1,29;66,82;0,7;00:17:07;0,14;1,57;4,87;1,76;6,1;0;0;3;13;3;0;3;0;14,39;13,3;4,67;00:00:00;66,82;00:00:00;00:00:00;00:00:23;00:00:00;00:00:00;00:00:10;00:00:34;00:00:12;
LADINETTI;926;54;0;45;20;65;4,59;9,8;0;7,76;3,63;67,41;0,08;00:17:07;0,39;0,84;4,91;2,2;6,97;0;1;1;9;4;0;4;0;15,4;13,42;4,72;00:00:00;67,41;00:00:02;00:00:00;00:00:26;00:00:00;00:00:02;00:00:05;00:00:33;00:00:14;
LELLA ;998;58;0;67;29;97;5,14;13,98;0;23,79;3,92;65,94;3,57;00:17:07;0,39;2,38;6,73;2,9;9,67;0;0;1;48;7;0;7;0;23,55;15,22;5,28;00:00:00;65,94;00:00:02;00:00:00;00:00:41;00:00:01;00:00:02;00:00:16;00:00:46;00:00:18;
MANCINI;1090;64;0;66;30;133;5,56;12,85;0;11,84;3,54;62,79;1,97;00:17:07;0,32;1,09;6,05;2,76;12,19;0;1;0;23;5;0;5;4,54;24,16;17,36;5,71;00:00:00;62,79;00:00:02;00:00:00;00:00:49;00:00:00;00:00:02;00:00:07;00:00:44;00:00:20;
PINNA S.;987;58;0;65;31;94;5,07;13,53;0;16,01;5,71;63,12;2,98;00:17:07;0,58;1,62;6,62;3,13;9,56;0;0;2;20;7;0;7;0;21,17;15,11;5,2;00:00:00;63,12;00:00:04;00:00:00;00:00:38;00:00:00;00:00:04;00:00:10;00:00:43;00:00:23;
PISANO;882;52;0;49;11;78;4,39;9,99;0;10,42;0,8;68,44;0;00:17:07;0,09;1,18;5,59;1,28;8,81;0;0;1;16;0;0;0;0;19,27;14,67;4,51;00:00:00;68,44;00:00:00;00:00:00;00:00:32;00:00:00;00:00:00;00:00:08;00:00:37;00:00:12;
RAGATZU;1050;61;0;54;22;120;5,3;11,69;0;10,56;0,97;65,73;0,42;00:17:07;0,09;1,01;5,13;2,11;11,41;0;0;1;23;2;0;2;0;22,75;13,89;5,45;00:00:00;65,73;00:00:00;00:00:00;00:00:47;00:00:00;00:00:00;00:00:07;00:00:40;00:00:17;
TRAVAGLINI;1018;59;0;59;27;80;5,18;12,52;0;20,71;4,3;63,5;5,36;00:17:07;0,42;2,03;5,77;2,7;7,81;0;0;2;22;3;0;3;2;18,81;16,79;5,32;00:00:00;63,5;00:00:02;00:00:00;00:00:33;00:00:01;00:00:02;00:00:14;00:00:41;00:00:19;
UDHO;1094;64;0;63;31;119;5,57;12,68;0;14,89;3,45;64,83;3,52;00:17:07;0,32;1,36;5,8;2,81;10,88;0;0;0;18;5;0;5;0;22,41;15,75;5,73;00:00:00;64,83;00:00:01;00:00:00;00:00:45;00:00:01;00:00:01;00:00:09;00:00:42;00:00:20;
