;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;5959;79;392;309;246;1493;6,92;13,86;17,92;91,77;73,3;56,75;108,86;01:15:54;1,22;1,54;5,2;4,13;24,91;6,56;22,31;22,38;99,54;69,38;0,38;69,38;884,88;39,01;25,95;31,51;00:01:06;56,75;00:00:32;00:00:02;00:06:14;00:00:25;00:00:32;00:00:42;00:02:27;00:02:01;
ARBOLEDA;4615;87;336;214;155;1574;7,5;11,88;12,67;64,15;53,82;56,14;67,98;00:53:17;1,17;1,39;4,64;3,37;34,11;7,28;18;26;73;51;0;51;1368,35;46,83;27,67;23,98;00:00:58;56,14;00:00:22;00:00:01;00:06:06;00:00:16;00:00:22;00:00:31;00:01:47;00:01:19;
BRIGNANI;6459;81;653;354;278;1647;7,16;14,63;8,92;118,3;76,17;54,78;143,18;01:20:02;1,18;1,83;5,49;4,3;25,5;10,11;22;31;117;75;0;75;695,54;40,02;26,21;34,38;00:01:48;54,78;00:00:38;00:00:01;00:06:48;00:00:34;00:00:38;00:00:55;00:02:47;00:02:16;
CHIERICO;6733;84;338;352;300;1583;7,47;14,73;3,67;108,56;116,75;52,14;98,65;01:20:02;1,73;1,61;5,23;4,45;23,51;5,03;41;24;106;96;0;96;819,25;37,42;24,82;35,88;00:00:58;52,14;00:00:56;00:00:00;00:06:58;00:00:24;00:00:56;00:00:54;00:02:58;00:02:39;
EMERSON;6150;77;510;303;223;1370;6,68;12,4;3,98;80,53;63,63;56,09;99,48;01:20:02;1,03;1,31;4,93;3,62;22,27;8,3;18;23;103;62;0;62;667,07;35,18;24,93;32,1;00:01:25;56,09;00:00:30;00:00:00;00:05:42;00:00:23;00:00:30;00:00:40;00:02:37;00:02:04;
GIANDONATO;5536;69;111;219;189;1118;5,95;11,12;0;48,99;48,15;61,14;39,43;01:20:02;0,87;0,88;3,96;3,41;20,2;2,01;16;5;74;58;0;58;639,24;32,35;21,53;28,57;00:00:19;61,14;00:00:22;00:00:00;00:05:00;00:00:10;00:00:22;00:00:23;00:01:56;00:01:40;
LADINETTI;6469;81;140;268;252;1546;7,04;12,48;15,13;78,39;85,86;55,75;67,45;01:20:02;1,33;1,21;4,14;3,89;23,9;2,16;30;23;95;87;0;87;793,31;37,19;26,26;33,79;00:00:23;55,75;00:00:34;00:00:02;00:06:44;00:00:17;00:00:34;00:00:36;00:02:12;00:01:58;
LELLA ;6447;81;326;385;302;1621;7,24;16,2;9,82;128,36;104,45;55,51;122,04;01:20:02;1,62;1,99;5,98;4,68;25,14;5,05;40;35;127;103;0;103;891,99;40,4;25,22;34,79;00:00:55;55,51;00:00:46;00:00:01;00:07:00;00:00:31;00:00:46;00:00:59;00:03:04;00:02:28;
MANCINI;6094;76;356;355;301;1657;6,83;15,87;24,77;113,32;77,55;58,06;138,59;01:20:02;1,27;1,86;5,83;4,93;27,18;5,84;19;32;108;78;0;78;1175,91;43,13;27,05;32,79;00:01:01;58,06;00:00:32;00:00:03;00:06:51;00:00:34;00:00:32;00:00:47;00:02:33;00:02:13;
PINNA S.;6906;86;463;320;274;1992;7,51;12,42;28,6;80,24;82,21;52,85;124,78;01:20:02;1,19;1,16;4,64;3,96;28,84;6,7;22;12;88;76;1;76;1535,92;41,63;27,01;36,05;00:01:19;52,85;00:00:37;00:00:03;00:07:52;00:00:28;00:00:37;00:00:38;00:02:29;00:02:15;
PISANO;4188;79;471;246;149;1200;6,91;13,1;14,35;62,73;44,09;57,5;90,77;00:53:01;1,05;1,5;5,88;3,56;28,66;11,25;16;14;86;35;1;35;777,94;43,78;24,87;22;00:01:20;57,5;00:00:18;00:00:02;00:04:45;00:00:20;00:00:18;00:00:27;00:01:52;00:01:18;
RAGATZU;6095;76;449;319;241;1384;6,68;13,36;8,56;89,81;64,02;56,58;114,1;01:20:02;1,05;1,47;5,23;3,96;22,7;7,37;15;17;111;67;0;67;841,7;36,37;25,93;32,09;00:01:17;56,58;00:00:30;00:00:01;00:05:46;00:00:26;00:00:30;00:00:42;00:02:33;00:02:03;
TRAVAGLINI;6048;76;556;353;277;1423;6,78;15,93;88,59;118,63;71,12;58,76;190,09;01:20:02;1,18;1,96;5,84;4,58;23,53;9,19;19;23;103;63;3;63;641,26;39,37;29,97;32,56;00:01:29;58,76;00:00:26;00:00:12;00:05:58;00:00:42;00:00:26;00:00:48;00:02:32;00:02:02;
UDHO;5729;72;390;333;257;1294;6,38;15,13;13,94;100,97;65,13;62,45;118,62;01:20:02;1,14;1,76;5,81;4,48;22,58;6,81;14;26;103;51;0;51;655,95;37,71;25,92;30,63;00:01:06;62,45;00:00:26;00:00:01;00:05:38;00:00:28;00:00:26;00:00:46;00:02:37;00:02:02;
