;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;4589;64;135;247;210;813;5,67;14,77;7,39;74,4;67,6;60,44;78,92;01:11:46;1,48;1,63;5,42;4,6;17,61;2,78;17,67;15,75;86,08;69,08;0;69,08;259,76;32,03;24,31;24,43;00:00:22;60,44;00:00:28;00:00:01;00:03:54;00:00:19;00:00:28;00:00:33;00:01:55;00:01:37;
ARBOLEDA;5975;60;223;418;368;1141;5,65;21,02;0;157,4;148,09;60,63;166,16;01:39:04;2,48;2,63;7;6,16;19,09;3,74;44;36;163;130;0;130;381,98;36,21;23,59;33,58;00:00:37;60,63;00:01:02;00:00:00;00:05:32;00:00:42;00:01:02;00:01:10;00:03:12;00:02:51;
BIANCU;3325;54;81;187;162;614;4,86;16,28;0;53,86;53,85;70,57;58,02;01:01:34;1,62;1,62;5,62;4,88;18,46;2,44;14;9;54;39;0;39;163,9;33,8;23,5;17,96;00:00:13;70,57;00:00:21;00:00:00;00:03:01;00:00:14;00:00:21;00:00:25;00:01:26;00:01:13;
BOCCIA;7179;85;234;371;344;1230;7,48;14,05;14,67;118,12;111,55;45,54;124,23;01:24:42;1,55;1,65;5,17;4,79;17,13;3,26;33;24;136;121;0;121;375,68;31,17;25;38,02;00:00:38;45,54;00:00:47;00:00:02;00:05:50;00:00:28;00:00:47;00:00:52;00:02:51;00:02:35;
CHIERICO;3572;64;39;184;122;528;5,51;11,84;0;48,86;28,94;62,59;57,58;00:56:06;0,81;1,37;5,16;3,42;14,77;1,09;6;8;56;38;0;38;146,3;28,33;22,58;18,55;00:00:06;62,59;00:00:13;00:00:00;00:02:37;00:00:13;00:00:13;00:00:21;00:01:22;00:00:59;
EMERSON;6208;62;206;280;233;1032;5,42;12,07;23,37;75,11;72,58;53,63;85,02;01:39:23;1,17;1,21;4,51;3,75;16,63;3,32;21;17;101;78;0;78;338,97;29,4;27,57;32,31;00:00:33;53,63;00:00:30;00:00:03;00:04:49;00:00:20;00:00:30;00:00:37;00:02:17;00:01:48;
LA ROSA ;3264;53;13;143;100;514;4,57;11,29;0;33,71;17,44;69,29;19,68;01:01:34;0,53;1,03;4,38;3,07;15,75;0,39;0;7;40;28;0;28;89,21;28,93;21,25;16,87;00:00:02;69,29;00:00:08;00:00:00;00:02:38;00:00:05;00:00:08;00:00:15;00:01:10;00:00:50;
MANCINI;2972;54;45;162;130;482;4,72;13,89;10,68;48,69;32,38;68,29;48,37;00:55:29;1,09;1,64;5,45;4,38;16,23;1,53;7;10;60;47;0;47;107,91;30,66;25,4;15,72;00:00:07;68,29;00:00:14;00:00:01;00:02:25;00:00:11;00:00:14;00:00:22;00:01:15;00:00:59;
PINNA S.;4628;72;103;236;207;800;6,34;13,89;12,58;53,2;75,53;55,9;67,98;01:04:20;1,63;1,15;5,09;4,47;17,3;2,23;24;14;81;71;0;71;207,83;31,02;25,92;24,48;00:00:16;55,9;00:00:29;00:00:01;00:03:51;00:00:16;00:00:29;00:00:24;00:01:47;00:01:33;
PISANO;4212;62;113;231;192;724;5,44;14,09;0;67,74;60,34;62,78;66,29;01:08:24;1,43;1,61;5,49;4,57;17,2;2,69;20;16;82;78;0;78;225,62;31,68;21,85;22,31;00:00:19;62,78;00:00:27;00:00:00;00:03:32;00:00:16;00:00:27;00:00:31;00:01:48;00:01:32;
RAGATZU;3206;52;92;202;195;630;4,75;17,87;4,16;60,15;62,16;69,99;66,65;01:01:34;1,94;1,88;6,3;6,09;19,65;2,86;10;13;67;59;0;59;196,01;34,98;25,76;17,55;00:00:15;69,99;00:00:26;00:00:00;00:03:01;00:00:16;00:00:26;00:00:27;00:01:39;00:01:32;
TRAVAGLINI;7485;81;471;382;309;1587;7,08;13,5;23,24;120,48;94,37;52,7;150,08;01:32:53;1,26;1,61;5,11;4,12;21,2;6,3;20;28;132;89;0;89;808,23;35,29;28,72;39,45;00:01:20;52,7;00:00:39;00:00:03;00:06:57;00:00:35;00:00:39;00:00:53;00:02:47;00:02:14;
UDHO;3042;54;4;170;158;471;4,87;16,08;0;55,42;53,93;68,63;36,94;00:56:04;1,77;1,82;5,59;5,21;15,5;0,13;13;7;61;51;0;51;75,5;30,1;20,54;16,4;00:00:00;68,63;00:00:23;00:00:00;00:02:31;00:00:10;00:00:23;00:00:24;00:01:20;00:01:14;
