;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;528;115;12;30;32;114;10,48;17,98;0;8,46;10,6;29,42;9,46;00:04:36;1,98;1,59;5,64;5,93;21,2;2,14;2,9;1,4;8,9;10,5;0;10,5;35,22;36,84;20,64;2,9;00:00:01;29,42;00:00:04;00:00:00;00:00:33;00:00:02;00:00:04;00:00:03;00:00:12;00:00:13;
ARBOLEDA;490;110;25;38;42;136;10,87;28,03;0;13,45;18,4;36,3;24,25;00:04:27;3,76;2,75;7,81;8,62;27,74;5,02;7;2;11;13;0;13;51,03;46,68;23,78;2,91;00:00:03;36,3;00:00:06;00:00:00;00:00:35;00:00:05;00:00:06;00:00:05;00:00:14;00:00:16;
BRIGNANI;534;112;20;32;36;108;10,24;18;0;10,17;11,88;27,54;10,19;00:04:45;2,22;1,91;6,03;6,75;20,27;3,82;3;1;11;14;0;14;22,98;36,68;22,14;2,93;00:00:03;27,54;00:00:04;00:00:00;00:00:31;00:00:02;00:00:04;00:00:04;00:00:12;00:00:14;
CHIERICO;682;143;24;42;42;198;13,21;18,95;0;12,43;14,85;17,99;12,7;00:04:45;2,18;1,82;6,13;6,15;29,05;3,56;5;4;9;14;0;14;64,83;46,34;23,31;3,77;00:00:04;17,99;00:00:05;00:00:00;00:00:54;00:00:03;00:00:05;00:00:04;00:00:16;00:00:17;
EMERSON;477;106;2;27;33;101;9,79;18,81;0;4,87;9,91;31,74;5,77;00:04:28;2,08;1,02;5,62;6,9;21,12;0,42;3;1;10;11;0;11;32,69;36,41;19,19;2,63;00:00:00;31,74;00:00:03;00:00:00;00:00:29;00:00:01;00:00:03;00:00:02;00:00:11;00:00:14;
GIANDONATO;442;98;0;16;13;47;8,45;11,55;0;5,69;2,66;35,81;1,42;00:04:31;0,6;1,29;3,65;2,94;10,62;0;0;1;6;3;0;3;0;22,07;15,84;2,29;00:00:00;35,81;00:00:01;00:00:00;00:00:17;00:00:00;00:00:01;00:00:03;00:00:09;00:00:07;
LADINETTI;558;121;1;29;31;119;10,8;15,08;0;4,98;5,01;25,44;4,1;00:04:36;0,9;0,89;5,25;5,51;21,26;0,22;0;0;10;11;0;11;20,85;36,56;19,32;2,98;00:00:00;25,44;00:00:02;00:00:00;00:00:37;00:00:01;00:00:02;00:00:02;00:00:14;00:00:15;
LELLA ;539;116;15;43;47;120;11,51;27,84;0;15,89;21,39;26,48;20;00:04:37;3,97;2,95;8,06;8,73;22,34;2,71;6;3;11;16;0;16;33,09;41,89;21,04;3,2;00:00:02;26,48;00:00:08;00:00:00;00:00:35;00:00:05;00:00:08;00:00:05;00:00:17;00:00:19;
PISANO;575;123;15;29;30;132;10,98;15,04;0;6,31;9,96;28,63;7,08;00:04:39;1,73;1,1;5,03;5,14;22,94;2,57;2;2;7;12;0;12;60,14;37,65;20,98;3,07;00:00:02;28,63;00:00:04;00:00:00;00:00:36;00:00:01;00:00:04;00:00:02;00:00:11;00:00:12;
RAGATZU;429;96;4;17;16;67;8,3;11,43;0;3,39;3,54;37,28;2,41;00:04:27;0,82;0,79;4;3,65;15,56;0,94;2;0;5;3;0;3;20,7;28,34;19,73;2,22;00:00:00;37,28;00:00:01;00:00:00;00:00:19;00:00:00;00:00:01;00:00:01;00:00:07;00:00:07;
UDHO;553;117;11;27;27;115;10,44;15,07;0;7,45;8,37;28,11;6,65;00:04:43;1,51;1,35;4,83;4,83;20,73;2,03;1;0;9;8;0;8;45,91;35,26;21,1;2,96;00:00:01;28,11;00:00:03;00:00:00;00:00:33;00:00:01;00:00:03;00:00:03;00:00:12;00:00:11;
