;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;1825;81;53;78;75;268;7,04;12,06;5,92;23,66;25,18;45,32;29,97;00:22:29;1,35;1,28;4,27;4,09;14,36;2,8;6,27;3,4;22,2;23,67;0;23,67;85,36;26,61;24,56;9,51;00:00:08;45,32;00:00:10;00:00:00;00:01:15;00:00:07;00:00:10;00:00:10;00:00:34;00:00:33;
BIANCU;1192;53;27;53;47;156;4,59;11,61;0,14;16,56;15,27;72,25;17,52;00:22:25;1,28;1,39;4,43;3,93;13,05;2,28;5;1;16;16;0;16;47,93;25,03;24,01;6,18;00:00:04;72,25;00:00:06;00:00:00;00:00:45;00:00:04;00:00:06;00:00:06;00:00:22;00:00:20;
BOCCIA;2351;105;101;121;108;456;9,29;14,53;18,07;37,54;37,08;30,01;47,3;00:22:25;1,58;1,6;5,15;4,59;19,39;4,28;8;7;41;34;0;34;140,86;33,94;26,94;12,5;00:00:16;30,01;00:00:14;00:00:02;00:02:05;00:00:10;00:00:14;00:00:16;00:00:52;00:00:46;
BRIGNANI;2171;97;49;86;89;319;8,32;11,04;0;24,74;26,81;30,39;25,41;00:22:25;1,23;1,14;3,98;4,11;14,67;2,24;5;1;26;27;0;27;93,46;26,52;23,71;11,2;00:00:07;30,39;00:00:09;00:00:00;00:01:30;00:00:06;00:00:09;00:00:10;00:00:38;00:00:37;
EMERSON;1928;86;72;65;65;280;7,28;9,41;16,49;13,55;16,87;43,83;26,36;00:22:25;0,87;0,7;3,38;3,38;14,52;3,75;3;2;17;19;0;19;85,9;25,03;27,08;9,8;00:00:11;43,83;00:00:07;00:00:02;00:01:16;00:00:05;00:00:07;00:00:06;00:00:31;00:00:30;
GIANDONATO;1637;73;13;46;56;179;6,16;9,02;0;10,04;17,71;50,51;7,38;00:22:25;1,08;0,61;2,79;3,42;10,95;0,8;3;0;10;28;0;28;37,08;19,8;23;8,29;00:00:02;50,51;00:00:08;00:00:00;00:00:54;00:00:01;00:00:08;00:00:05;00:00:24;00:00:30;
LA ROSA ;1888;84;17;74;54;210;7,16;9,95;0;24,72;20,75;40,89;21,68;00:22:25;1,1;1,31;3,92;2,86;11,14;0,88;7;3;20;20;0;20;42,82;22,54;22,56;9,64;00:00:02;40,89;00:00:08;00:00:00;00:01:04;00:00:05;00:00:08;00:00:09;00:00:32;00:00:24;
LELLA ;2159;96;54;123;103;384;8,67;16,27;4,95;47;41,84;35,18;50,31;00:22:25;1,94;2,18;5,71;4,75;17,81;2,49;12;6;34;32;0;32;106,43;33,91;24,87;11,66;00:00:08;35,18;00:00:17;00:00:00;00:01:50;00:00:12;00:00:17;00:00:19;00:00:51;00:00:43;
MANCINI;1132;50;14;53;45;128;4,35;11,42;0;16,75;14,73;67,27;11,38;00:22:25;1,3;1,48;4,67;4,02;11,33;1,22;3;3;15;14;0;14;37,74;23,5;21,35;5,86;00:00:02;67,27;00:00:06;00:00:00;00:00:40;00:00:02;00:00:06;00:00:07;00:00:24;00:00:21;
PALESI;2054;92;75;75;82;313;7,89;11,33;17,47;25,03;29,52;36,61;40,65;00:22:25;1,44;1,22;3,66;3,97;15,22;3,66;10;5;25;22;0;22;110,35;27,34;26,15;10,62;00:00:11;36,61;00:00:10;00:00:02;00:01:24;00:00:08;00:00:10;00:00:10;00:00:30;00:00:31;
