;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;836;64;0;34;28;58;5,51;11,07;0;9,6;7,75;58,05;7,12;00:13:03;0,92;1,14;4,01;3,3;6,86;0,01;2,4;2,13;9,33;7;0;7;8,05;15,3;17,69;4,31;00:00:00;58,05;00:00:03;00:00:00;00:00:19;00:00:02;00:00:03;00:00:04;00:00:20;00:00:17;
BIANCU;864;66;0;41;32;61;5,76;12,48;0;15,24;10,21;57,23;9,85;00:13:03;1,18;1,76;4,69;3,65;7,02;0;2;3;11;5;0;5;6,57;16,53;18,24;4,51;00:00:00;57,23;00:00:04;00:00:00;00:00:21;00:00:02;00:00:04;00:00:07;00:00:23;00:00:19;
BOCCIA;865;66;0;39;35;68;5,77;12,51;0;11,05;10,1;56,9;9,4;00:13:03;1,17;1,28;4,48;4,09;7,82;0;4;3;7;8;0;8;13,07;16,83;18,14;4,52;00:00:00;56,9;00:00:04;00:00:00;00:00:22;00:00:02;00:00:04;00:00:04;00:00:23;00:00:20;
BRIGNANI;902;69;0;42;32;72;6;12,11;0;11,7;8,64;53,99;13,32;00:13:03;0,96;1,3;4,63;3,57;8,03;0;2;4;11;8;0;8;29;17,79;18,15;4,7;00:00:00;53,99;00:00:04;00:00:00;00:00:23;00:00:03;00:00:04;00:00:05;00:00:24;00:00:19;
EMERSON;867;66;1;51;44;71;5,91;15;0;15,94;12,51;56,95;13,61;00:13:03;1,44;1,84;5,83;5,09;8,2;0,15;4;6;14;9;0;9;22,85;18,32;19,19;4,63;00:00:00;56,95;00:00:07;00:00:00;00:00:23;00:00:03;00:00:07;00:00:07;00:00:31;00:00:27;
GIANDONATO;776;59;0;27;22;49;5,05;9,81;0;4,54;4,11;62,32;1,24;00:13:03;0,53;0,59;3,48;2,85;6,33;0;2;0;10;3;0;3;0;13,02;15,33;3,96;00:00:00;62,32;00:00:02;00:00:00;00:00:17;00:00:00;00:00:02;00:00:02;00:00:18;00:00:17;
LA ROSA ;816;62;0;26;18;41;5,24;8,33;0;4,55;5,7;57,57;2,63;00:13:03;0,7;0,56;3,22;2,23;5,06;0;1;0;7;5;0;5;0;10,87;15,68;4,1;00:00:00;57,57;00:00:03;00:00:00;00:00:14;00:00:00;00:00:03;00:00:02;00:00:18;00:00:14;
LELLA ;873;67;0;40;28;65;5,78;11,65;0;11,71;9,39;55,62;7,32;00:13:03;1,08;1,34;4,58;3,18;7,46;0;4;2;12;9;0;9;5,13;16,71;17,24;4,53;00:00:00;55,62;00:00:04;00:00:00;00:00:22;00:00:02;00:00:04;00:00:05;00:00:25;00:00:17;
MANCINI;834;64;0;30;26;58;5,46;10,48;0;7,39;8,87;58,59;5,97;00:13:03;1,06;0,89;3,58;3,11;7;0;2;1;7;8;0;8;3,05;15,15;18,66;4,28;00:00:00;58,59;00:00:03;00:00:00;00:00:20;00:00:01;00:00:03;00:00:03;00:00:19;00:00:15;
OCCHIONI;861;66;0;26;24;52;5,56;8,87;0;6,23;5,35;57,81;5;00:13:03;0,62;0,72;3,02;2,81;6,01;0;2;2;8;4;0;4;7,37;12,96;17,8;4,35;00:00:00;57,81;00:00:02;00:00:00;00:00:16;00:00:01;00:00:02;00:00:02;00:00:15;00:00:15;
PALESI;822;63;0;31;30;62;5,41;10,97;0;8,4;9,04;59,4;4,47;00:13:03;1,1;1,02;3,81;3,69;7,52;0;2;1;7;9;0;9;11,52;15,91;18,61;4,24;00:00:00;59,4;00:00:04;00:00:00;00:00:20;00:00:01;00:00:04;00:00:03;00:00:18;00:00:18;
PINNA S.;838;64;0;30;20;53;5,44;9,34;0;9,05;5,5;56,66;5,06;00:13:03;0,66;1,08;3,59;2,44;6,33;0;2;2;6;4;0;4;3,43;14,54;16,98;4,26;00:00:00;56,66;00:00:02;00:00:00;00:00:19;00:00:01;00:00:02;00:00:03;00:00:18;00:00:12;
PISANO;737;56;0;26;26;47;4,81;10,12;0;5,92;3,97;61,51;4,63;00:13:03;0,54;0,8;3,53;3,58;6,44;0;1;1;10;8;0;8;2,27;13,79;16,62;3,77;00:00:00;61,51;00:00:01;00:00:00;00:00:16;00:00:01;00:00:01;00:00:02;00:00:15;00:00:17;
RENAULT ;845;65;0;26;20;46;5,44;8,57;0;6,33;6,7;57,21;6,44;00:13:03;0,79;0,75;3,07;2,32;5,42;0;3;1;8;8;0;8;4,09;12,44;17,66;4,26;00:00:00;57,21;00:00:02;00:00:00;00:00:14;00:00:01;00:00:02;00:00:02;00:00:15;00:00:12;
TRAVAGLINI;788;60;1;32;25;54;5,24;12,13;0;11,09;7,65;60,01;8,72;00:13:03;0,97;1,41;4,06;3,13;6,83;0,07;3;2;10;7;0;7;8,06;16,4;19,25;4,1;00:00:00;60,01;00:00:03;00:00:00;00:00:18;00:00:02;00:00:03;00:00:04;00:00:19;00:00:15;
UDHO;853;65;0;40;33;64;5,74;13,61;0;14,87;8,45;58,99;9,17;00:13:03;0,99;1,74;4,65;3,82;7,46;0;2;4;12;10;0;10;4,4;18,25;17,78;4,5;00:00:00;58,99;00:00:04;00:00:00;00:00:22;00:00:02;00:00:04;00:00:07;00:00:23;00:00:19;
