;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;4999;65;148;233;188;759;5,67;12,1;24,82;67,98;53,16;60,6;72,93;01:16:37;1,04;1,34;4,63;3,71;14,95;2,86;13,85;13,15;77,08;58,46;0,46;58,46;240,01;27,25;26,41;26,06;00:00:23;60,6;00:00:23;00:00:03;00:03:39;00:00:16;00:00:23;00:00:32;00:01:56;00:01:31;
ARBOLEDA;5871;77;351;361;323;1233;6,96;17,35;78,71;123,33;115,77;54,07;160,41;01:16:37;1,97;2,1;6,15;5,5;21;5,98;33;25;118;105;2;105;470,79;36,61;28,79;31,99;00:00:55;54,07;00:00:47;00:00:10;00:05:35;00:00:35;00:00:47;00:00:56;00:02:46;00:02:20;
BIANCU;4969;65;212;206;154;745;5,57;10,96;44,62;53,95;29,86;63,4;83,48;01:16:37;0,6;1,09;4,14;3,1;14,99;4,27;3;13;66;39;0;39;186;26,96;28,58;25,61;00:00:33;63,4;00:00:12;00:00:06;00:03:29;00:00:17;00:00:12;00:00:23;00:01:37;00:01:10;
BOCCIA;4953;65;108;255;213;694;5,67;13,35;47,97;74,78;53,5;59,67;63,18;01:16:37;1,08;1,51;5,14;4,31;14,01;2,18;14;13;87;72;2;72;137,77;26,54;30,31;26,07;00:00:16;59,67;00:00:26;00:00:06;00:03:35;00:00:13;00:00:26;00:00:39;00:02:18;00:01:56;
CHIERICO;5474;71;105;240;189;838;6,15;11,32;5,31;64,99;64,47;54,98;65,84;01:16:37;1,18;1,19;4,38;3,45;15,32;1,92;19;8;69;62;0;62;233,24;27,41;26,29;28,3;00:00:17;54,98;00:00:26;00:00:00;00:04:05;00:00:14;00:00:26;00:00:32;00:01:55;00:01:29;
EMERSON;4624;60;63;206;154;625;5,18;10,88;7,67;52,52;37,22;63,67;42,51;01:16:37;0,8;1,14;4,46;3,33;13,51;1,36;8;5;67;45;0;45;208,13;25,04;26,69;23,81;00:00:10;63,67;00:00:18;00:00:01;00:03:13;00:00:09;00:00:18;00:00:30;00:01:56;00:01:21;
LA ROSA ;5434;71;64;213;160;770;6,05;10,22;0;56,12;34,3;57,9;34,31;01:16:37;0,63;1,03;3,92;2,95;14,16;1,17;8;8;67;49;0;49;241,93;25,57;23,09;27,81;00:00:10;57,9;00:00:16;00:00:00;00:03:51;00:00:09;00:00:16;00:00:26;00:01:47;00:01:23;
LELLA ;5219;68;233;310;236;990;6,1;15,71;19,77;112,65;80,2;61,15;122,28;01:16:37;1,54;2,16;5,93;4,53;18,97;4,47;21;18;107;73;0;73;348,04;34,73;25,79;28,04;00:00:38;61,15;00:00:33;00:00:02;00:04:35;00:00:30;00:00:33;00:00:51;00:02:21;00:01:43;
MANCINI;4254;56;103;159;130;519;4,72;9,83;16,03;38,56;31,83;67,34;33,4;01:16:37;0,75;0,91;3,74;3,05;12,21;2,42;8;8;59;40;0;40;109,35;22,63;26,41;21,69;00:00:16;67,34;00:00:12;00:00:02;00:02:35;00:00:07;00:00:12;00:00:19;00:01:26;00:01:04;
PINNA S.;5805;76;308;283;269;1068;6,65;13,5;51,31;82,39;84,17;51,72;116,24;01:16:37;1,45;1,42;4,88;4,64;18,4;5,31;28;17;97;87;1;87;407,13;31,6;25,57;30,6;00:00:49;51,72;00:00:35;00:00:07;00:04:47;00:00:25;00:00:35;00:00:35;00:02:10;00:02:05;
PISANO;4591;60;73;198;149;538;5,1;9,93;0;52,95;37,17;61,29;40,95;01:16:37;0,81;1,15;4,31;3,23;11,72;1,59;13;16;72;52;0;52;183,34;22,46;22,78;23,44;00:00:12;61,29;00:00:18;00:00:00;00:02:40;00:00:10;00:00:18;00:00:28;00:01:44;00:01:22;
RAGATZU;4597;60;127;239;191;699;5,27;13,57;18,94;71,22;49,49;63,66;83,75;01:16:37;1,08;1,55;5,21;4,16;15,2;2,76;9;19;73;58;0;58;275,61;28,19;26,58;24,24;00:00:20;63,66;00:00:22;00:00:02;00:03:19;00:00:20;00:00:22;00:00:33;00:02:00;00:01:39;
TRAVAGLINI;5022;66;134;195;148;665;5,59;10,18;28,36;64,4;39,3;59,39;65,33;01:16:37;0,78;1,28;3,89;2,95;13,24;2,66;10;14;60;42;1;42;231,53;24,58;27,66;25,7;00:00:21;59,39;00:00:15;00:00:03;00:03:10;00:00:15;00:00:15;00:00:30;00:01:38;00:01:11;
UDHO;4171;54;47;169;125;482;4,66;10,55;3,97;35,94;33,76;69,57;36,37;01:16:37;0,81;0,86;4,06;3;11,56;1,12;6;7;60;36;0;36;87,22;21,95;24,83;21,42;00:00:07;69,57;00:00:14;00:00:00;00:02:32;00:00:08;00:00:14;00:00:17;00:01:30;00:01:05;
