;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;740;85;2;42;24;139;7,41;13,08;0;12,14;4,02;51,93;4,86;00:08:44;0,55;1,63;5,71;3,28;18,67;0,21;0,69;2,46;18,38;5,62;0;5,62;20,13;33,75;18,09;3,89;00:00:00;51,93;00:00:02;00:00:00;00:00:43;00:00:01;00:00:02;00:00:06;00:00:23;00:00:13;
ARBOLEDA;862;80;0;50;34;174;7,11;14,85;0;15,62;8,52;55,42;6,27;00:10:46;0,99;1,81;5,82;3,94;20,12;0;3;3;23;12;0;12;27,32;35,75;18,95;4,6;00:00:00;55,42;00:00:04;00:00:00;00:00:54;00:00:02;00:00:04;00:00:08;00:00:26;00:00:18;
BIANCU;573;88;0;34;15;126;7,69;13,38;0;10,18;1,61;52,9;2,17;00:06:32;0,28;1,78;5,93;2,56;22,05;0;0;1;13;0;0;0;17,06;38,81;17,8;3,01;00:00:00;52,9;00:00:01;00:00:00;00:00:39;00:00:00;00:00:01;00:00:06;00:00:19;00:00:09;
BOCCIA;915;90;6;63;41;180;8,13;16,59;0;24,78;6,71;47,95;10,78;00:10:08;0,73;2,71;6,88;4,53;19,73;0,69;0;7;35;10;0;10;53,22;36,77;20,37;4,95;00:00:01;47,95;00:00:03;00:00:00;00:00:55;00:00:03;00:00:03;00:00:13;00:00:34;00:00:24;
BRIGNANI;843;88;9;55;33;206;7,83;14,72;0;16,74;3,96;53;7,45;00:09:33;0,47;1,99;6,53;3,93;24,47;1,08;0;4;21;8;0;8;62,31;41,87;20,5;4,49;00:00:01;53;00:00:02;00:00:00;00:00:58;00:00:02;00:00:02;00:00:08;00:00:26;00:00:17;
CHIERICO;619;87;0;38;20;110;7,61;12,89;0;10,29;3,6;50,1;5,1;00:07:06;0,58;1,66;6,09;3,31;17,8;0;1;1;11;4;0;4;6,91;33,17;18,36;3,24;00:00:00;50,1;00:00:01;00:00:00;00:00:35;00:00:01;00:00:01;00:00:05;00:00:19;00:00:10;
EMERSON;891;87;0;39;20;151;7,4;10,4;0;10,46;4,53;50,51;2,26;00:10:17;0,51;1,17;4,36;2,27;16,94;0;1;2;19;4;0;4;17,67;30,14;17,82;4,57;00:00:00;50,51;00:00:02;00:00:00;00:00:48;00:00:00;00:00:02;00:00:06;00:00:24;00:00:12;
LA ROSA ;548;84;0;25;17;89;7,19;10,9;0;4,5;3,13;51,1;0;00:06:32;0,57;0,82;4,49;3,04;16,33;0;0;1;12;3;0;3;0;29,36;15,83;2,82;00:00:00;51,1;00:00:01;00:00:00;00:00:30;00:00:00;00:00:01;00:00:02;00:00:14;00:00:09;
MANCINI;538;82;0;32;14;100;7,19;12,97;0;9,46;2,3;55,55;2,05;00:06:32;0,43;1,76;5,94;2,59;18,65;0;1;1;13;1;0;1;5,74;34,73;16,66;2,82;00:00:00;55,55;00:00:01;00:00:00;00:00:32;00:00:00;00:00:01;00:00:04;00:00:16;00:00:07;
PINNA S.;838;83;0;57;29;156;7,37;14,08;0;14,55;3,89;50,62;6,51;00:10:02;0,46;1,74;6,85;3,41;18,64;0;1;3;26;8;0;8;13,71;34,76;18,03;4,44;00:00:00;50,62;00:00:02;00:00:00;00:00:49;00:00:01;00:00:02;00:00:07;00:00:29;00:00:15;
PISANO;811;78;0;39;21;114;6,66;10,07;0;10,88;4,17;51,43;1,58;00:10:23;0,51;1,34;4,86;2,58;14,1;0;1;3;17;9;0;9;5,74;26,43;16,58;4,15;00:00:00;51,43;00:00:02;00:00:00;00:00:38;00:00:00;00:00:02;00:00:06;00:00:23;00:00:13;
RAGATZU;719;81;1;42;31;126;7,15;14,17;0;9,02;5,36;53,03;6,4;00:08:53;0,75;1,25;5,82;4,27;17,51;0,12;0;1;14;6;0;6;10,08;31,71;19,12;3,81;00:00:00;53,03;00:00:03;00:00:00;00:00:40;00:00:01;00:00:03;00:00:04;00:00:23;00:00:17;
TRAVAGLINI;884;90;5;50;26;171;7,91;13,03;0;14,99;2,83;50,74;10,62;00:09:46;0,32;1,7;5,71;2,89;19,37;0,53;1;4;21;5;0;5;41,88;35,06;19,96;4,64;00:00:00;50,74;00:00:01;00:00:00;00:00:51;00:00:02;00:00:01;00:00:08;00:00:26;00:00:14;
UDHO;575;81;0;26;15;96;6,96;10,69;0;6,33;1,66;54,17;1,98;00:07:04;0,29;1,1;4,48;2,65;16,78;0;0;1;14;3;0;3;0;29,83;15,22;2,95;00:00:00;54,17;00:00:01;00:00:00;00:00:32;00:00:00;00:00:01;00:00:03;00:00:14;00:00:09;
