;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;4610;79;176;228;222;896;6,98;14,55;22,62;62,64;66,8;52,69;86,14;00:58:31;1,45;1,36;4,94;4,82;19,41;3,82;15,69;10,54;66,08;66,46;0,15;66,46;305,84;33,48;25,86;24,53;00:00:28;52,69;00:00:27;00:00:03;00:04:08;00:00:19;00:00:27;00:00:26;00:01:39;00:01:37;
ARBOLEDA;5307;83;329;340;333;1191;7,65;18,92;64,75;103,14;117,05;51,06;168,4;01:03:51;2,21;1,94;6,4;6,28;22,44;6,2;25;21;115;105;0;105;373,09;38,8;26,99;29,31;00:00:52;51,06;00:00:46;00:00:08;00:05:23;00:00:36;00:00:46;00:00:43;00:02:21;00:02:18;
BIANCU;5246;82;236;260;236;1030;7,26;14,11;28,44;76,57;66,64;51,99;107,9;01:03:51;1,27;1,46;4,95;4,5;19,63;4,5;12;13;73;56;0;56;359,85;34,03;26,09;27,8;00:00:38;51,99;00:00:24;00:00:03;00:04:35;00:00:24;00:00:24;00:00:29;00:01:41;00:01:32;
BOCCIA;5221;82;134;274;276;1026;7,33;15,77;5,29;75,84;89,47;50,65;82,7;01:03:51;1,71;1,45;5,25;5,29;19,65;2,56;19;10;84;94;0;94;326,93;34,18;25,41;28,07;00:00:22;50,65;00:00:38;00:00:00;00:04:55;00:00:19;00:00:38;00:00:35;00:02:07;00:02:09;
CHIERICO;5149;81;149;234;234;904;7,09;13,53;8,15;63,08;75,82;49,11;85,48;01:03:51;1,47;1,23;4,54;4,55;17,56;2,9;21;10;59;84;0;84;330,86;30,71;24,66;27,15;00:00:24;49,11;00:00:31;00:00:01;00:04:16;00:00:19;00:00:31;00:00:27;00:01:45;00:01:45;
EMERSON;4832;76;131;217;209;751;6,62;13,04;11;61,17;57,76;52,66;75,45;01:03:51;1,2;1,27;4,48;4,33;15,55;2,7;11;10;58;66;0;66;218,69;28;24,82;25,36;00:00:21;52,66;00:00:25;00:00:01;00:03:35;00:00:17;00:00:25;00:00:27;00:01:45;00:01:40;
LA ROSA ;5202;81;95;193;188;1032;7,03;11,54;6,34;42,45;39,02;52,56;38,6;01:03:51;0,75;0,82;3,71;3,6;19,83;1,82;10;11;52;54;0;54;324,74;32,74;25,42;26,95;00:00:16;52,56;00:00:18;00:00:00;00:04:53;00:00:10;00:00:18;00:00:19;00:01:30;00:01:30;
LELLA ;4066;76;158;279;275;861;7,08;19,92;10,89;86,6;88,15;56,4;95,31;00:53:17;2,17;2,13;6,85;6,76;21,17;3,88;19;14;81;80;0;80;309,31;38,04;26,56;22,64;00:00:26;56,4;00:00:38;00:00:01;00:04:10;00:00:23;00:00:38;00:00:39;00:02:07;00:02:06;
MANCINI;5177;81;171;240;253;1032;7,17;14,25;18,27;56,89;78,92;51,41;85,19;01:03:51;1,52;1,1;4,64;4,89;19,94;3,3;22;10;61;78;0;78;317,5;33,76;25,88;27,47;00:00:28;51,41;00:00:30;00:00:02;00:04:46;00:00:19;00:00:30;00:00:24;00:01:40;00:01:49;
PINNA S.;2603;75;73;107;130;541;6,62;13,86;0;24,45;40,81;55,28;35,59;00:34:38;1,57;0,94;4,11;4,99;20,79;2,8;13;4;31;44;0;44;220,86;33,81;23,15;13,77;00:00:12;55,28;00:00:17;00:00:00;00:02:28;00:00:08;00:00:17;00:00:10;00:00:50;00:00:59;
PISANO;4638;73;316;240;230;930;6,45;14,7;63,3;71,49;75,57;56,52;124,37;01:03:51;1,63;1,54;5,18;4,96;20,05;6,81;24;14;77;70;2;70;316,38;34,3;27,71;24,71;00:00:50;56,52;00:00:28;00:00:08;00:04:00;00:00:26;00:00:28;00:00:27;00:01:36;00:01:33;
RAGATZU;4901;77;173;210;191;897;6,67;12,26;11,3;56,01;51,72;51,98;77,94;01:03:51;1,06;1,14;4,28;3,91;18,31;3,53;10;9;64;54;0;54;355,7;31,32;25,19;25,55;00:00:28;51,98;00:00:20;00:00:01;00:04:05;00:00:17;00:00:20;00:00:24;00:01:32;00:01:27;
TRAVAGLINI;5071;79;250;248;223;1025;6,99;13,77;54,6;68,21;57,98;53,33;101,37;01:03:51;1,14;1,34;4,89;4,4;20,21;4,93;11;9;69;48;0;48;391,7;34,68;26,8;26,79;00:00:40;53,33;00:00:23;00:00:07;00:04:34;00:00:22;00:00:23;00:00:27;00:01:41;00:01:29;
UDHO;2519;73;73;118;113;426;6,44;13,53;11,81;28,46;29,5;54,85;41,52;00:34:22;1,17;1,13;4,69;4,48;16,93;2,9;7;2;35;31;0;31;130,33;30,34;27,56;13,28;00:00:11;54,85;00:00:10;00:00:01;00:02:03;00:00:08;00:00:10;00:00:11;00:00:51;00:00:47;
