;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;7775;88;271;392;374;1397;7,86;15,1;34,17;117,51;129,18;45,3;146,93;01:28:07;1,66;1,51;5,03;4,8;17,88;3,5;35,92;21,46;113;115,69;0,77;115,69;430,25;31,88;26,88;41,57;00:00:44;45,3;00:00:52;00:00:04;00:06:35;00:00:34;00:00:52;00:00:50;00:02:53;00:02:47;
ARBOLEDA;7979;90;374;502;520;1746;8,47;21,04;105,16;183,55;210,74;46,49;233,44;01:28:14;2,64;2,3;6,29;6,51;21,88;4,69;73;47;162;170;2;170;465,29;38,54;30,34;44,85;00:00:58;46,49;00:01:26;00:00:13;00:08:10;00:00:54;00:01:26;00:01:18;00:03:39;00:03:49;
BIANCU;8587;97;324;422;398;1627;8,63;14,62;25,42;111,4;124,52;40,74;162,36;01:28:17;1,45;1,3;4,91;4,64;18,95;3,77;32;22;108;116;0;116;518,7;33,25;26,93;45,71;00:00:53;40,74;00:00:49;00:00:03;00:07:34;00:00:37;00:00:49;00:00:45;00:02:52;00:02:46;
BOCCIA;8189;93;180;486;451;1530;8,42;17,14;10,68;158,82;141,64;42,17;141,92;01:28:08;1,73;1,94;5,93;5,51;18,68;2,2;38;31;160;138;0;138;387,35;34,15;26,99;44,54;00:00:29;42,17;00:01:02;00:00:01;00:07:37;00:00:35;00:01:02;00:01:10;00:03:45;00:03:33;
BRIGNANI;7941;90;262;383;373;1399;8;14,43;6,48;107,04;120,41;42,41;123,25;01:27:54;1,52;1,35;4,82;4,7;17,62;3,3;35;17;105;116;0;116;467,18;31,17;25,85;42,2;00:00:43;42,41;00:00:47;00:00:00;00:06:35;00:00:29;00:00:47;00:00:47;00:02:51;00:02:45;
CHIERICO;8928;102;274;433;401;1635;8,98;14,2;8,04;130,02;131,6;35,68;140,82;01:27:54;1,47;1,46;4,84;4,49;18,32;3,07;33;17;112;121;0;121;468,34;32,5;24,95;47,35;00:00:45;35,68;00:00:57;00:00:01;00:07:54;00:00:33;00:00:57;00:00:55;00:03:11;00:03:02;
EMERSON;7537;86;218;325;309;1078;7,51;13,2;16,37;91,78;115,95;44,7;94,6;01:27:54;1,54;1,22;4,31;4,1;14,3;2,89;33;15;96;104;1;104;298,5;26,28;25,27;39,62;00:00:35;44,7;00:00:47;00:00:02;00:05:11;00:00:23;00:00:47;00:00:42;00:02:38;00:02:30;
LA ROSA ;8322;94;126;304;289;1351;8,07;10,76;0;65,76;67,89;40,62;59,25;01:28:22;0,82;0,79;3,65;3,47;16,23;1,51;8;7;77;74;0;74;340,68;27,82;22,9;42,8;00:00:21;40,62;00:00:31;00:00:00;00:06:39;00:00:15;00:00:31;00:00:31;00:02:27;00:02:24;
MANCINI;6723;76;188;332;314;1174;6,73;14,64;31,14;97,02;101,08;55;121,67;01:28:37;1,5;1,44;4,94;4,67;17,46;2,79;29;13;84;103;0;103;373,01;31,53;27,92;35,79;00:00:30;55;00:00:40;00:00:04;00:05:32;00:00:28;00:00:40;00:00:38;00:02:25;00:02:17;
PINNA S.;8218;93;427;430;424;1626;8,36;15,57;84,21;125,31;158,16;41;218,86;01:27:54;1,92;1,52;5,23;5,16;19,78;5,2;50;24;107;127;3;127;597,03;34,22;28,85;44,11;00:01:08;41;00:00:58;00:00:11;00:07:15;00:00:47;00:00:58;00:00:48;00:02:56;00:02:57;
PISANO;7077;81;395;322;300;1235;7,08;13,64;77,7;95,59;117,74;50,7;162,16;01:27:54;1,66;1,35;4,55;4,23;17,46;5,58;32;19;98;103;3;103;433,75;30,39;29,45;37,35;00:01:02;50,7;00:00:45;00:00:10;00:05:24;00:00:34;00:00:45;00:00:39;00:02:19;00:02:10;
RAGATZU;6682;76;247;367;342;1115;6,78;15,52;8,53;117,99;110,85;52,24;152,52;01:28:05;1,66;1,77;5,49;5,12;16,69;3,69;29;25;132;101;0;101;444,31;30,92;25,66;35,85;00:00:41;52,24;00:00:45;00:00:01;00:05:10;00:00:36;00:00:45;00:00:51;00:02:42;00:02:28;
TRAVAGLINI;8205;93;305;475;444;1603;8,43;17,37;25,64;155,01;170,57;42,77;179,73;01:28:22;2,08;1,89;5,78;5,41;19,54;3,71;37;22;130;135;0;135;521,59;35,05;26,58;44,73;00:00:50;42,77;00:01:07;00:00:03;00:07:35;00:00:43;00:01:07;00:01:05;00:03:24;00:03:09;
UDHO;6691;76;205;313;297;1041;6,72;14,14;44,78;88,35;108,16;54,32;119,5;01:27:54;1,62;1,32;4,68;4,43;15,56;3,07;38;20;98;96;1;96;277,46;28,54;27,73;35,47;00:00:32;54,32;00:00:44;00:00:05;00:05:04;00:00:26;00:00:44;00:00:40;00:02:24;00:02:17;
