;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;6228;88;257;348;320;1500;7,92;16,3;18,05;106,32;107,65;49,5;117,27;01:10:47;1,73;1,71;5,59;5,14;23,99;4,08;31,15;30,62;112,77;101,15;0,15;101,15;767,06;39,13;26,38;33,63;00:00:43;49,5;00:00:47;00:00:02;00:06:39;00:00:28;00:00:47;00:00:48;00:02:42;00:02:31;
ARBOLEDA;6979;96;670;378;339;2124;8,57;15,32;46,99;119,88;116,32;48,38;165,04;01:12:42;1,67;1,72;5,42;4,86;30,43;9,6;34;30;117;100;1;100;1482,94;45,33;29,37;37,38;00:01:53;48,38;00:00:45;00:00:06;00:08:31;00:00:37;00:00:45;00:00:50;00:02:47;00:02:32;
BIANCU;6209;85;208;330;298;1471;7,64;15,57;11,55;94,47;83,7;53,1;120,43;01:12:43;1,35;1,52;5,32;4,79;23,69;3,34;27;31;110;85;0;85;706,61;39,38;25,21;33,32;00:00:34;53,1;00:00:34;00:00:01;00:06:30;00:00:28;00:00:34;00:00:38;00:02:19;00:02:06;
BOCCIA;6349;87;207;397;377;1390;8,05;19,16;18,45;141,11;148,67;48,42;135,94;01:12:42;2,34;2,22;6,26;5,93;21,89;3,27;46;47;151;137;0;137;526,75;37,8;29,87;35,14;00:00:34;48,42;00:01:04;00:00:02;00:06:34;00:00:34;00:01:04;00:01:04;00:03:07;00:02:58;
CHIERICO;6782;93;245;393;356;1693;8,41;16,52;30,61;120,6;128,49;46,48;138,87;01:12:41;1,89;1,78;5,79;5,25;24,97;3,62;36;23;115;102;1;102;771,18;40,22;27,62;36,7;00:00:39;46,48;00:01:02;00:00:04;00:07:32;00:00:32;00:01:02;00:01:01;00:03:04;00:02:55;
EMERSON;6240;86;219;337;314;1269;7,68;15,59;1,53;96,1;105,17;47,09;88,67;01:12:43;1,69;1,54;5,4;5,04;20,33;3,51;34;23;108;112;0;112;584,13;34,44;24,35;33,5;00:00:37;47,09;00:00:46;00:00:00;00:05:51;00:00:22;00:00:46;00:00:44;00:02:43;00:02:33;
LA ROSA ;6341;87;196;288;249;1474;7,61;12,79;0;70,71;64,35;50,65;56,59;01:12:43;1,01;1,12;4,53;3,93;23,24;3,1;18;22;77;71;0;71;719,9;36,82;23,64;33,22;00:00:33;50,65;00:00:35;00:00:00;00:06:36;00:00:14;00:00:35;00:00:38;00:02:23;00:02:10;
LELLA ;6609;91;241;458;414;1752;8,44;20,01;15,03;137,86;135,94;49,45;177,85;01:12:43;2,06;2,09;6,93;6,26;26,5;3,65;36;36;150;141;0;141;1023,36;44,02;26,08;36,83;00:00:40;49,45;00:00:56;00:00:02;00:07:43;00:00:43;00:00:56;00:00:57;00:03:22;00:03:01;
MANCINI;6167;85;229;351;347;1418;7,72;17,62;5,06;109,09;133,82;49,11;108,2;01:12:43;2,17;1,77;5,69;5,63;22,99;3,72;42;33;122;122;0;122;604,38;38,27;24,71;33,68;00:00:38;49,11;00:00:58;00:00:00;00:06:30;00:00:26;00:00:58;00:00:50;00:02:46;00:02:46;
PINNA S.;4339;91;152;158;135;1297;7,76;10,28;0,97;31,74;35,44;52,14;33,06;00:47:44;0,82;0,73;3,65;3,12;29,89;3,51;13;5;45;37;0;37;1289,22;41,47;24,13;22,22;00:00:26;52,14;00:00:18;00:00:00;00:05:02;00:00:07;00:00:18;00:00:18;00:01:25;00:01:18;
PISANO;6079;84;265;352;323;1466;7,54;16,51;15,15;117,6;115,15;51,58;119,67;01:12:43;1,89;1,93;5,79;5,31;24,11;4,37;43;51;140;126;0;126;737,12;39,33;25,4;32,89;00:00:44;51,58;00:00:52;00:00:02;00:06:33;00:00:29;00:00:52;00:00:57;00:02:50;00:02:38;
RAGATZU;6286;86;266;371;306;1296;7,76;16,01;42,4;118,94;103,51;47,99;127,08;01:12:43;1,65;1,89;5,9;4,86;20,61;4,22;28;37;127;87;0;87;513,19;35,54;28,88;33,86;00:00:43;47,99;00:00:46;00:00:05;00:05:58;00:00:30;00:00:46;00:00:54;00:02:58;00:02:34;
TRAVAGLINI;6587;91;328;375;358;1591;8,21;17,15;40,86;115,93;117,06;47,53;154,71;01:12:43;1,78;1,76;5,69;5,44;24,16;4,97;24;21;104;94;0;94;602,45;40,21;27,71;35,83;00:00:53;47,53;00:00:46;00:00:05;00:07:09;00:00:35;00:00:46;00:00:49;00:02:43;00:02:33;
UDHO;5997;82;117;338;340;1263;7,49;17,28;6,07;108,12;111,86;52,52;98,43;01:12:43;1,87;1,8;5,64;5,67;21,05;1,95;24;39;100;101;0;101;410,58;36,67;25,95;32,67;00:00:19;52,52;00:00:46;00:00:00;00:06:02;00:00:26;00:00:46;00:00:48;00:02:40;00:02:37;
