;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;3850;55;199;236;202;676;4,98;17,04;26,76;78,33;73,24;68,04;113,09;01:09:59;1,89;2,03;6,11;5,24;17,49;5,12;22,31;18,69;72,92;59,62;0,08;59,62;253,72;32,21;26,23;20,93;00:00:32;68,04;00:00:28;00:00:03;00:03:00;00:00:26;00:00:28;00:00:32;00:01:50;00:01:33;
BIANCU;3863;54;214;258;204;729;4,93;17,43;27,08;93,74;61,87;70,43;134,89;01:11:16;1,6;2,43;6,68;5,29;18,88;5,54;18;26;83;55;0;55;296,59;34,76;26,83;21,07;00:00:34;70,43;00:00:23;00:00:03;00:03:12;00:00:30;00:00:23;00:00:37;00:01:57;00:01:31;
BOCCIA;3930;59;182;244;237;710;5,41;18,48;22,2;85,61;87,92;65,46;114,97;01:06:34;2,24;2,18;6,21;6,03;18,08;4,64;27;27;73;82;0;82;268,8;33,01;26,87;21,62;00:00:29;65,46;00:00:35;00:00:03;00:03:14;00:00:27;00:00:35;00:00:34;00:01:52;00:01:49;
BRIGNANI;3937;59;204;260;213;747;5,43;18,57;36,9;81,34;85,82;64,61;128,48;01:06:29;2,18;2,07;6,6;5,4;18,97;5,19;27;17;76;61;0;61;291,97;34,61;26,93;21,68;00:00:32;64,61;00:00:32;00:00:05;00:03:18;00:00:29;00:00:32;00:00:32;00:01:58;00:01:36;
EMERSON;3821;53;171;240;224;666;4,89;18,01;9,02;71,46;89,8;68,83;104,75;01:11:25;2,35;1,87;6,29;5,87;17,43;4,47;26;21;76;72;0;72;237,6;31,59;25,58;20,94;00:00:27;68,83;00:00:37;00:00:01;00:02:59;00:00:24;00:00:37;00:00:32;00:02:02;00:01:51;
GIANDONATO;3475;49;75;175;153;535;4,28;13,64;0;45,41;36,94;72,71;43,49;01:11:26;1,06;1,31;5,03;4,39;15,4;2,17;10;9;58;43;0;43;196,92;27,8;23,53;18,34;00:00:12;72,71;00:00:17;00:00:00;00:02:34;00:00:11;00:00:17;00:00:21;00:01:33;00:01:21;
LA ROSA ;4067;57;280;208;152;729;4,99;13,01;11,14;67,21;41,9;67,71;96,02;01:11:21;1,03;1,65;5,11;3,73;17,93;6,88;12;13;68;40;0;40;352,69;31,17;25,3;21,35;00:00:46;67,71;00:00:18;00:00:01;00:03:02;00:00:22;00:00:18;00:00:28;00:01:38;00:01:13;
LELLA ;4463;62;297;267;229;816;5,65;17,29;36,77;89,29;85,6;63,62;148,96;01:11:40;1,92;2;5,99;5,12;18,28;6,65;25;22;75;66;0;66;328,38;33,17;27,2;24,31;00:00:48;63,62;00:00:32;00:00:05;00:03:28;00:00:34;00:00:32;00:00:36;00:02:05;00:01:43;
MANCINI;4019;56;258;262;233;807;5,12;17,83;87,85;91,73;78,67;68,48;135,22;01:11:32;1,96;2,28;6,52;5,8;20,08;6,43;23;28;85;63;1;63;278,6;36,11;27,88;21,99;00:00:40;68,48;00:00:30;00:00:11;00:03:30;00:00:30;00:00:30;00:00:37;00:01:56;00:01:39;
PALESI;3650;55;207;234;208;678;5,02;18,68;44,82;80,67;86,07;67,21;136,55;01:06:46;2,36;2,21;6,41;5,71;18,57;5,67;28;15;61;66;0;66;227,31;34,05;26,79;20,12;00:00:32;67,21;00:00:31;00:00:06;00:02:58;00:00:31;00:00:31;00:00:31;00:01:42;00:01:33;
PINNA S.;3887;54;136;212;177;549;4,86;15,53;2,99;72,01;70,77;65,43;88,6;01:11:29;1,82;1,85;5,46;4,55;14,13;3,5;23;16;64;51;0;51;209,07;27,64;25,11;20,85;00:00:22;65,43;00:00:27;00:00:00;00:02:34;00:00:21;00:00:27;00:00:29;00:01:40;00:01:28;
PISANO;3520;49;207;213;187;564;4,42;15,95;8,47;65,24;57,77;70,85;93,49;01:11:27;1,64;1,85;6,05;5,32;16,03;5,89;18;13;77;58;0;58;163,33;30,18;24,9;18,96;00:00:33;70,85;00:00:23;00:00:01;00:02:35;00:00:20;00:00:23;00:00:26;00:01:38;00:01:28;
TRAVAGLINI;3912;54;205;265;233;685;5,01;20,45;39,24;96,77;110,41;67,76;152,81;01:12:45;2,82;2,47;6,77;5,96;17,52;5,25;39;23;76;70;0;70;228,59;33,84;27,16;21,88;00:00:32;67,76;00:00:37;00:00:05;00:03:02;00:00:34;00:00:37;00:00:38;00:01:53;00:01:36;
UDHO;3505;53;146;226;176;568;4,83;16,92;21,4;77,81;58,65;71,21;91,9;01:05:40;1,67;2,22;6,45;5,03;16,2;4,17;14;13;76;48;0;48;218,52;30,98;26,84;19,03;00:00:23;71,21;00:00:23;00:00:02;00:02:36;00:00:22;00:00:23;00:00:32;00:01:54;00:01:28;
