;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;251;70;5;21;17;44;6,55;21,12;0;9,18;4,16;55,09;10,81;00:03:35;1,67;3,77;8,26;6,89;17,38;1,77;1,07;3,21;7,71;4,93;0;4,93;23,94;37,14;20,03;1,41;00:00:00;55,09;00:00:01;00:00:00;00:00:11;00:00:02;00:00:01;00:00:03;00:00:07;00:00:06;
ARBOLEDA;242;68;0;19;13;42;6,27;18,76;0;7,53;2,71;56,11;9,03;00:03:33;1,12;3,11;7,91;5,35;17,19;0;1;3;7;4;0;4;20,43;36,61;18,87;1,34;00:00:00;56,11;00:00:01;00:00:00;00:00:11;00:00:02;00:00:01;00:00:02;00:00:07;00:00:05;
BIANCU;258;71;5;18;17;36;6,64;20,57;0;8,17;3,82;54,81;10,76;00:03:37;1,48;3,17;7,07;6,76;14,02;1,97;0;3;7;5;0;5;15,78;32,27;19,79;1,44;00:00:00;54,81;00:00:01;00:00:00;00:00:09;00:00:02;00:00:01;00:00:02;00:00:05;00:00:06;
BOCCIA;222;62;2;22;15;36;5,88;22,5;0;12,61;2,07;58,05;13,53;00:03:34;0,94;5,69;9,92;6,83;16,37;0,95;0;7;8;4;0;4;15,95;38,43;19,58;1,26;00:00:00;58,05;00:00:00;00:00:00;00:00:10;00:00:03;00:00:00;00:00:05;00:00:08;00:00:05;
BRIGNANI;289;80;12;24;21;57;7,5;20,74;0;9,24;6,91;49,21;15,15;00:03:35;2,39;3,2;8,23;7,35;19,9;4,21;2;3;7;5;0;5;45,29;39,03;21,03;1,62;00:00:02;49,21;00:00:02;00:00:00;00:00:14;00:00:03;00:00:02;00:00:02;00:00:07;00:00:07;
CHIERICO;265;74;5;19;19;46;6,9;20,07;0;8,58;5,85;52,35;10,53;00:03:34;2,2;3,24;7,19;7,24;17,23;2,04;0;2;7;8;0;8;20,65;35,26;22,75;1,48;00:00:00;52,35;00:00:02;00:00:00;00:00:12;00:00:02;00:00:02;00:00:02;00:00:06;00:00:07;
EMERSON;277;77;21;30;24;64;7,75;30,82;0;14,24;10,31;53,07;23,78;00:03:36;3,73;5,15;10,87;8,61;23,27;7,65;4;8;9;7;0;7;54,69;45,84;21,72;1,68;00:00:03;53,07;00:00:03;00:00:00;00:00:15;00:00:05;00:00:03;00:00:04;00:00:10;00:00:08;
LA ROSA ;257;71;0;18;4;41;6,18;11,81;0;8,19;0,36;52,67;5,13;00:03:35;0,14;3,19;7,06;1,56;15,81;0;0;2;9;0;0;0;12,33;33,13;18,36;1,33;00:00:00;52,67;00:00:00;00:00:00;00:00:11;00:00:01;00:00:00;00:00:03;00:00:07;00:00:02;
LELLA ;249;70;0;20;17;40;6,19;14,75;0;6,33;2,57;57,14;6,58;00:03:34;1,03;2,54;7,91;6,68;16,2;0;0;1;9;4;0;4;10,81;35,04;18,21;1,33;00:00:00;57,14;00:00:00;00:00:00;00:00:12;00:00:01;00:00:00;00:00:02;00:00:07;00:00:05;
MANCINI;260;72;2;21;17;42;6,95;23,91;0;11,23;4,6;54,99;11;00:03:35;1,77;4,32;8,16;6,34;15,97;0,91;1;4;9;4;0;4;29,5;37,86;19,99;1,5;00:00:00;54,99;00:00:01;00:00:00;00:00:11;00:00:02;00:00:01;00:00:03;00:00:07;00:00:06;
PINNA S.;208;58;2;22;21;43;5,95;31,95;0;10,86;10,09;62,29;11,76;00:03:33;4,86;5,23;10,46;9,88;20,53;0,83;5;4;7;7;0;7;24,99;42,73;20,31;1,27;00:00:00;62,29;00:00:03;00:00:00;00:00:11;00:00:03;00:00:03;00:00:03;00:00:08;00:00:07;
PISANO;186;52;4;19;20;33;5,22;29,54;0;13,29;2,58;66,63;10,1;00:03:34;1,39;7,14;10,45;10,9;17,82;1,9;0;4;10;7;0;7;16,18;43,67;20,78;1,12;00:00:00;66,63;00:00:00;00:00:00;00:00:09;00:00:02;00:00:00;00:00:05;00:00:08;00:00:07;
RAGATZU;251;71;5;18;16;37;6,37;16,71;0;5,85;2,17;53,82;8,01;00:03:33;0,87;2,33;7,06;6,42;14,67;1,96;0;1;6;5;0;5;18,91;30,86;19,74;1,36;00:00:00;53,82;00:00:00;00:00:00;00:00:10;00:00:02;00:00:00;00:00:01;00:00:06;00:00:06;
TRAVAGLINI;278;76;0;19;14;43;6,75;15,43;0;7,26;0,36;49,81;7,67;00:03:40;0,13;2,61;6,95;4,98;15,65;0;0;2;7;3;0;3;24,66;33,52;18,9;1,49;00:00:00;49,81;00:00:00;00:00:00;00:00:11;00:00:02;00:00:00;00:00:02;00:00:07;00:00:05;
UDHO;277;78;6;18;21;52;7,1;18,27;0;5,11;3,8;50,51;8,37;00:03:34;1,37;1,84;6,4;7,6;18,78;2,3;2;1;6;6;0;6;24,98;35,73;20,4;1,52;00:00:01;50,51;00:00:01;00:00:00;00:00:13;00:00:02;00:00:01;00:00:01;00:00:06;00:00:07;
