;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;892;184;160;24;10;501;15,15;6,24;0;5,4;0,19;35,89;6,95;00:04:50;0,02;0,62;2,66;1,17;56,24;18,08;0;2;8;1,5;0;1,5;597,9;69,71;21,47;4,4;00:00:27;35,89;00:00:00;00:00:00;00:01:40;00:00:01;00:00:00;00:00:02;00:00:09;00:00:03;
ARBOLEDA;872;180;231;30;12;524;14,85;6,65;0;9,83;0,06;39,83;10,63;00:04:50;0,01;1,13;3,39;1,41;60,02;26,48;0;4;11;1;0;1;571,07;73,38;22,77;4,32;00:00:39;39,83;00:00:00;00:00:00;00:01:42;00:00:02;00:00:00;00:00:04;00:00:11;00:00:04;
PINNA S.;912;189;88;18;9;478;15,45;5,82;0;0,97;0,32;31,94;3,27;00:04:50;0,04;0,11;1,94;0,94;52,44;9,66;0;0;5;2;0;2;624,73;66,04;20,17;4,48;00:00:15;31,94;00:00:00;00:00:00;00:01:38;00:00:00;00:00:00;00:00:00;00:00:07;00:00:03;
