;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;553;99;5;31;32;96;8,96;17,27;0;9,13;10,49;36,89;7,57;00:05:36;1,88;1,66;5,68;5,68;17,31;0,94;2,64;1,18;9,27;11,45;0;11,45;20,85;32,22;19,77;3,01;00:00:00;36,89;00:00:04;00:00:00;00:00:29;00:00:01;00:00:04;00:00:03;00:00:14;00:00:14;
ARBOLEDA;553;99;24;38;38;114;9,36;22,56;0;14,02;16,01;37,74;14,25;00:05:36;2,9;2,54;6,94;6,87;20,57;4,25;5;4;11;11;0;11;39,06;38;21,54;3,15;00:00:04;37,74;00:00:05;00:00:00;00:00:32;00:00:03;00:00:05;00:00:05;00:00:16;00:00:15;
BRIGNANI;521;93;2;28;26;90;8,4;16,8;0;9,37;10,27;39,75;4,73;00:05:36;1,97;1,8;5,38;4,99;17,24;0,45;4;4;9;10;0;10;18,87;31,88;19,78;2,82;00:00:00;39,75;00:00:04;00:00:00;00:00:28;00:00:01;00:00:04;00:00:04;00:00:12;00:00:12;
CHIERICO;664;118;3;30;34;109;10,44;13,84;0;9,55;10,88;21,91;8,24;00:05:36;1,64;1,44;4,54;5,14;16,43;0,42;2;0;13;12;0;12;35,27;30,27;19,47;3,51;00:00:00;21,91;00:00:04;00:00:00;00:00:33;00:00:02;00:00:04;00:00:04;00:00:12;00:00:16;
EMERSON;514;92;0;28;21;87;8,16;15,04;0;6,11;6,83;43,15;7,07;00:05:36;1,33;1,19;5,44;4,02;16,88;0;2;0;10;8;0;8;24,25;31,21;18,08;2,74;00:00:00;43,15;00:00:02;00:00:00;00:00:25;00:00:01;00:00:02;00:00:02;00:00:11;00:00:09;
GIANDONATO;540;96;0;23;26;73;8,42;12,98;0;3,93;4,79;36,95;2,1;00:05:36;0,89;0,73;4,19;4,84;13,47;0;0;1;9;11;0;11;8,41;25,37;18,14;2,83;00:00:00;36,95;00:00:02;00:00:00;00:00:24;00:00:00;00:00:02;00:00:02;00:00:11;00:00:13;
LADINETTI;616;110;12;30;40;128;9,94;16,8;0;7,6;11,16;31,85;5,37;00:05:36;1,81;1,23;4,83;6,45;20,75;1,91;2;2;9;16;0;16;24,01;35,53;22,14;3,34;00:00:01;31,85;00:00:04;00:00:00;00:00:37;00:00:01;00:00:04;00:00:03;00:00:13;00:00:16;
LELLA ;558;100;0;43;41;97;9,41;22,02;0;11,6;14,63;35,44;10,67;00:05:36;2,62;2,08;7,74;7,27;17,45;0;3;0;11;14;0;14;24,16;34,33;18,67;3,16;00:00:00;35,44;00:00:06;00:00:00;00:00:31;00:00:02;00:00:06;00:00:04;00:00:17;00:00:18;
MANCINI;566;101;0;34;31;98;9,11;16,62;0;8,91;10,81;33,94;5,62;00:05:36;1,91;1,57;5,93;5,5;17,39;0;4;1;7;13;0;13;14,82;32,38;18,45;3,06;00:00:00;33,94;00:00:05;00:00:00;00:00:31;00:00:01;00:00:05;00:00:04;00:00:15;00:00:15;
PINNA S.;585;104;19;37;43;125;9,71;20,21;0;10,05;14,42;33,45;13,12;00:05:36;2,46;1,72;6,37;7,35;21,39;3,16;7;0;12;15;0;15;28,7;37,23;23,67;3,27;00:00:03;33,45;00:00:05;00:00:00;00:00:36;00:00:03;00:00:05;00:00:03;00:00:15;00:00:19;
TRAVAGLINI;447;80;1;23;16;64;7,07;14,5;0;7,88;5,12;51,65;5,4;00:05:36;1,14;1,76;5,09;3,47;14,41;0,12;0;1;3;5;0;5;3,22;28,62;19,11;2,38;00:00:00;51,65;00:00:02;00:00:00;00:00:20;00:00:01;00:00:02;00:00:03;00:00:11;00:00:07;
UDHO;522;93;0;31;34;75;8,54;18,59;0;11,43;10,47;39,99;6,66;00:05:36;2,01;2,19;6;6,53;14,46;0;0;0;8;11;0;11;8,59;29,57;18,41;2,87;00:00:00;39,99;00:00:04;00:00:00;00:00:26;00:00:01;00:00:04;00:00:04;00:00:15;00:00:16;
