;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;835;62;5;39;22;151;5,35;11,24;0;8,84;2,28;66,14;5,47;00:13:26;0,27;1,04;4,68;2,63;17,94;0,63;0,31;1,62;14,92;4;0;4;44,4;30,7;18;4,31;00:00:00;66,14;00:00:01;00:00:00;00:00:44;00:00:01;00:00:01;00:00:04;00:00:22;00:00:13;
ARBOLEDA;782;59;0;30;10;102;4,92;8,04;0;5,34;1,12;67,29;0;00:13:17;0,14;0,68;3,83;1,32;13,07;0;0;0;13;1;0;1;0;23,34;15,17;3,92;00:00:00;67,29;00:00:00;00:00:00;00:00:35;00:00:00;00:00:00;00:00:04;00:00:20;00:00:08;
BRIGNANI;847;63;18;47;28;180;5,48;12,88;0;7,91;2,03;65,63;8,19;00:13:31;0,24;0,93;5,51;3,35;21,21;2,11;0;2;16;6;0;6;96,29;34,93;21,82;4,44;00:00:03;65,63;00:00:00;00:00:00;00:00:47;00:00:01;00:00:00;00:00:03;00:00:24;00:00:15;
CHIERICO;815;60;0;24;15;80;5;8,12;0;5,28;1,73;66,35;0,29;00:13:38;0,21;0,65;2,94;1,78;9,8;0;0;0;10;2;0;2;0;17,63;14,73;4,09;00:00:00;66,35;00:00:01;00:00:00;00:00:28;00:00:00;00:00:01;00:00:03;00:00:19;00:00:14;
EMERSON;843;64;1;37;23;191;5,48;10,99;0;4,73;2,15;66,82;0,61;00:13:13;0,26;0,56;4,44;2,7;22,65;0,14;0;0;16;6;0;6;73,09;35,33;19,1;4,35;00:00:00;66,82;00:00:01;00:00:00;00:00:53;00:00:00;00:00:01;00:00:02;00:00:23;00:00:14;
GIANDONATO;786;58;0;21;14;102;4,8;7,68;0;1,45;1,01;67,31;0;00:13:38;0,13;0,18;2,64;1,72;12,95;0;0;0;5;1;0;1;2,35;21,76;16,37;3,93;00:00:00;67,31;00:00:00;00:00:00;00:00:32;00:00:00;00:00:00;00:00:01;00:00:14;00:00:07;
LADINETTI;829;61;0;27;16;118;5,1;8,44;0;4;1,31;65,99;0,07;00:13:38;0,16;0,48;3,23;1,91;14,3;0;1;0;12;3;0;3;1,79;24,46;16,69;4,17;00:00:00;65,99;00:00:01;00:00:00;00:00:38;00:00:00;00:00:01;00:00:03;00:00:17;00:00:12;
LELLA ;903;66;0;54;22;185;5,78;12,93;0;15,84;2,57;64,53;5,65;00:13:38;0,28;1,75;5,93;2,43;20,51;0;1;5;25;4;0;4;39,62;35,99;17,61;4,73;00:00:00;64,53;00:00:01;00:00:00;00:00:55;00:00:01;00:00:01;00:00:08;00:00:30;00:00:16;
MANCINI;882;66;48;66;50;229;6,01;17,94;0;24,79;5,19;64,74;32,03;00:13:22;0,59;2,81;7,46;5,72;25,98;5,5;1;10;20;10;0;10;187,49;43,97;20,75;4,83;00:00:08;64,74;00:00:02;00:00:00;00:00:57;00:00:07;00:00:02;00:00:10;00:00:26;00:00:20;
PINNA S.;848;63;0;42;20;169;5,47;11,46;0;8,23;3,84;66,98;3,02;00:13:22;0,45;0,97;4,92;2,31;19,93;0;0;0;15;7;0;7;46,75;33,81;18,66;4,39;00:00:00;66,98;00:00:02;00:00:00;00:00:49;00:00:00;00:00:02;00:00:04;00:00:21;00:00:13;
PISANO;787;60;0;33;15;134;5,09;9,92;0;7,23;1,39;65,81;1,29;00:13:09;0,18;0,92;4,17;1,91;17,05;0;0;1;12;2;0;2;11,23;30,3;16,85;4,02;00:00:00;65,81;00:00:01;00:00:00;00:00:42;00:00:00;00:00:01;00:00:04;00:00:20;00:00:11;
RAGATZU;884;65;3;52;22;157;5,65;12,74;0;13,17;3,15;63,07;9,11;00:13:38;0,36;1,49;5,85;2,52;17,81;0,29;0;2;19;5;0;5;59,06;31,7;19,11;4,63;00:00:00;63,07;00:00:01;00:00:00;00:00:45;00:00:02;00:00:01;00:00:07;00:00:27;00:00:14;
TRAVAGLINI;840;63;0;34;22;153;5,39;11,05;0;7,37;3,04;66,07;3,41;00:13:24;0,36;0,88;4,1;2,63;18,16;0;1;0;13;3;0;3;20,72;30,7;17,79;4,33;00:00:00;66,07;00:00:01;00:00:00;00:00:46;00:00:00;00:00:01;00:00:04;00:00:20;00:00:14;
UDHO;805;61;1;48;32;162;5,4;14,01;0;9,58;1,13;69,33;7,43;00:13:09;0,14;1,19;5,91;3,92;20,14;0,1;0;1;18;2;0;2;38,82;35,61;19,32;4,26;00:00:00;69,33;00:00:00;00:00:00;00:00:48;00:00:01;00:00:00;00:00:04;00:00:25;00:00:15;
