;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;584;30;2;27;23;45;2,59;11,55;0;8,62;6,87;84,66;5,65;00:19:29;1,13;1,45;4,52;3,8;7,5;0,33;1,65;2;11;8,35;0;8,35;10,67;16,8;18,62;3,03;00:00:00;84,66;00:00:03;00:00:00;00:00:15;00:00:01;00:00:03;00:00:04;00:00:16;00:00:13;
BIANCU;710;36;6;30;19;55;3,13;10,88;0;9,85;7,48;83,15;6,26;00:19:29;1,05;1,39;4,2;2,74;7,79;0,84;2;2;14;8;0;8;6,05;17,56;21,77;3,66;00:00:01;83,15;00:00:03;00:00:00;00:00:18;00:00:01;00:00:03;00:00:04;00:00:16;00:00:11;
BOCCIA;655;34;0;31;30;54;2,94;13,12;0;8,54;7,09;80,96;3,32;00:19:29;1,08;1,3;4,68;4,58;8,31;0;1;2;14;11;0;11;3,29;18,1;16,61;3,44;00:00:00;80,96;00:00:03;00:00:00;00:00:19;00:00:01;00:00:03;00:00:04;00:00:20;00:00:18;
BRIGNANI;494;25;0;25;23;41;2,24;13,96;0;10,38;3,24;87,28;6,07;00:19:29;0,65;2,1;5,11;4,65;8,25;0;0;4;10;9;0;9;11,23;19,51;18,87;2,62;00:00:00;87,28;00:00:02;00:00:00;00:00:13;00:00:02;00:00:02;00:00:05;00:00:16;00:00:14;
CHIERICO;780;40;0;30;24;69;3,4;9,68;0;9,01;7,27;77,41;7,07;00:19:29;0,93;1,16;3,87;3,08;8,9;0;1;4;9;8;0;8;29,27;18,98;18,27;3,97;00:00:00;77,41;00:00:03;00:00:00;00:00:21;00:00:02;00:00:03;00:00:04;00:00:16;00:00:12;
DEMARCUS ;611;31;2;38;31;62;2,81;15,76;0;12,32;12,67;83,6;7,24;00:19:29;2,07;2,02;6,2;5,1;10,11;0,37;4;3;15;13;0;13;11,74;22,29;19,77;3,29;00:00:00;83,6;00:00:06;00:00:00;00:00:21;00:00:02;00:00:06;00:00:06;00:00:22;00:00:17;
EMERSON;519;27;0;21;19;31;2,29;10,86;0;7,07;3,96;86,13;2,77;00:19:29;0,76;1,36;4,13;3,69;5,98;0;0;0;12;6;0;6;4,25;13,98;18,21;2,67;00:00:00;86,13;00:00:02;00:00:00;00:00:11;00:00:00;00:00:02;00:00:04;00:00:15;00:00:15;
LA ROSA ;620;32;0;13;7;8;2,57;4,46;0;2,35;2,05;83,17;0;00:19:29;0,33;0,38;2,07;1,2;1,32;0;0;0;5;0;0;0;0;3,35;13,45;3,01;00:00:00;83,17;00:00:01;00:00:00;00:00:03;00:00:00;00:00:01;00:00:01;00:00:12;00:00:08;
LELLA ;618;32;0;32;28;39;2,77;12,86;0;11,91;7,5;85,76;4,57;00:19:29;1,21;1,93;5,24;4,49;6,29;0;3;1;14;12;0;12;4,97;16,1;18,64;3,24;00:00:00;85,76;00:00:04;00:00:00;00:00:15;00:00:01;00:00:04;00:00:06;00:00:21;00:00:18;
MANCINI;502;26;1;25;21;49;2,24;12,4;0;9,66;7,57;88,3;7,18;00:19:29;1,51;1,93;4,92;4,12;9,87;0,15;4;1;9;8;0;8;7,83;20,92;19,27;2,62;00:00:00;88,3;00:00:03;00:00:00;00:00:15;00:00:02;00:00:03;00:00:04;00:00:14;00:00:11;
OCCHIONI;396;20;0;15;11;15;1,73;9,58;0;2,56;2,67;91,29;1,78;00:19:29;0,67;0,65;3,67;2,81;3,68;0;1;1;5;5;0;5;0;9,66;15,9;2,02;00:00:00;91,29;00:00:01;00:00:00;00:00:05;00:00:00;00:00:01;00:00:01;00:00:10;00:00:09;
PALESI;342;18;2;15;12;23;1,49;9,94;0;3,64;2,4;91,08;2,27;00:19:29;0,7;1,07;4,37;3,52;6,63;0,48;0;1;4;5;0;5;5,99;15,74;19,2;1,74;00:00:00;91,08;00:00:01;00:00:00;00:00:08;00:00:00;00:00:01;00:00:02;00:00:09;00:00:07;
