;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;911;109;56;46;45;209;9,68;14,56;10,34;13,06;13,88;35,46;20,47;00:08:21;1,51;1,41;4,96;4,92;22,66;6,01;3,69;3,38;13,85;13,92;0,15;13,92;82,77;37,17;25,23;4,85;00:00:08;35,46;00:00:05;00:00:01;00:00:54;00:00:04;00:00:05;00:00:05;00:00:18;00:00:18;
ARBOLEDA;1043;125;102;58;63;318;11,37;17,7;28,42;17,75;18,13;31,87;35,27;00:08:21;1,74;1,7;5,59;6,06;30,54;9,76;6;6;15;18;1;18;152,32;46,67;28,63;5,7;00:00:15;31,87;00:00:07;00:00:03;00:01:17;00:00:07;00:00:07;00:00:06;00:00:22;00:00:24;
BIANCU;959;115;93;49;46;233;10,25;15,4;23,02;16,62;13,67;33,65;28,27;00:08:21;1,42;1,73;5,16;4,83;24,27;9,68;3;7;17;13;0;13;81,34;39,79;26,56;5,14;00:00:14;33,65;00:00:04;00:00:03;00:00:57;00:00:05;00:00:04;00:00:05;00:00:17;00:00:16;
BOCCIA;944;113;58;52;50;198;10,15;16,11;31,26;16,13;13,2;33,04;32,53;00:08:21;1,4;1,71;5,51;5,26;20,95;6,16;4;5;19;15;1;15;57;36,05;30,31;5,09;00:00:08;33,04;00:00:05;00:00:03;00:00:52;00:00:06;00:00:05;00:00:07;00:00:21;00:00:21;
CHIERICO;1020;122;27;45;40;225;10,61;12,29;0;10,53;14,76;27,52;15,46;00:08:21;1,45;1,03;4,44;3,88;22,08;2,62;5;3;15;15;0;15;79,89;35,88;23,9;5,32;00:00:04;27,52;00:00:06;00:00:00;00:01:01;00:00:03;00:00:06;00:00:04;00:00:18;00:00:17;
EMERSON;817;98;23;37;38;141;8,52;12,58;7,67;8;10,81;38,94;16,46;00:08:21;1,32;0,98;4,52;4,61;17,28;2,87;2;1;11;7;0;7;50,7;30,74;26,69;4,27;00:00:03;38,94;00:00:04;00:00:01;00:00:39;00:00:03;00:00:04;00:00:04;00:00:16;00:00:14;
LA ROSA ;936;112;8;37;33;188;9,62;10,93;0;8,68;6,45;35,22;3,99;00:08:21;0,69;0,93;3,98;3,54;20,05;0,9;2;1;10;11;0;11;76,32;32,7;20,11;4,82;00:00:01;35,22;00:00:03;00:00:00;00:00:52;00:00:01;00:00:03;00:00:04;00:00:17;00:00:15;
LELLA ;1000;120;74;63;62;278;11,05;19,36;0;22,7;25,04;31,81;26,26;00:08:21;2,5;2,27;6,29;6,17;27,83;7,39;6;5;19;21;0;21;110,6;44,36;23,71;5,54;00:00:12;31,81;00:00:09;00:00:00;00:01:11;00:00:06;00:00:09;00:00:09;00:00:25;00:00:24;
MANCINI;868;104;73;35;48;182;9,15;13,82;16,03;10,61;14,88;37,28;18,41;00:08:21;1,71;1,22;4,03;5,49;21,03;8,36;5;4;11;17;0;17;58,05;34,55;26,41;4,59;00:00:11;37,28;00:00:05;00:00:02;00:00:45;00:00:03;00:00:05;00:00:04;00:00:14;00:00:17;
PINNA S.;1015;122;105;60;63;288;11,13;18,34;8,4;18,63;18,25;32,31;28,57;00:08:21;1,8;1,83;5,95;6,2;28,37;10,33;4;2;20;24;0;24;137,02;45,24;25,24;5,58;00:00:17;32,31;00:00:07;00:00:01;00:01:14;00:00:06;00:00:07;00:00:07;00:00:24;00:00:27;
PISANO;766;92;39;30;30;146;7,82;10,27;0;4,83;7,71;42,33;10,12;00:08:21;1,01;0,63;3,89;3,88;19,09;5,07;3;2;9;10;0;10;69,15;30,96;22,27;3,92;00:00:06;42,33;00:00:02;00:00:00;00:00:37;00:00:02;00:00:02;00:00:01;00:00:11;00:00:13;
RAGATZU;849;102;68;47;42;212;9,05;15,04;9,25;14,55;11,07;39,51;25,66;00:08:21;1,3;1,71;5,49;4,97;24,98;7,96;2;3;12;11;0;11;115,13;40,53;26,58;4,54;00:00:11;39,51;00:00:03;00:00:01;00:00:51;00:00:05;00:00:03;00:00:05;00:00:16;00:00:16;
TRAVAGLINI;870;104;48;38;39;179;9,09;12,72;10,37;11,8;12,79;36,77;18,18;00:08:21;1,47;1,36;4,36;4,49;20,58;5,53;2;3;10;10;0;10;60,59;34,26;25,97;4,56;00:00:07;36,77;00:00:04;00:00:01;00:00:46;00:00:03;00:00:04;00:00:04;00:00:15;00:00:14;
UDHO;752;90;11;40;34;132;8;14,79;0;8,94;13,69;40,69;6,95;00:08:21;1,82;1,19;5,3;4,52;17,57;1,45;4;2;12;9;0;9;27,96;31,48;21,58;4,01;00:00:01;40,69;00:00:05;00:00:00;00:00:39;00:00:01;00:00:05;00:00:04;00:00:18;00:00:15;
