;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;6673;70;168;320;286;1020;6,19;13,36;19,94;91,74;90,76;57,11;96,61;01:34:43;1,33;1,36;4,76;4,23;15,08;2,43;22,62;13,54;99,46;92,46;0,31;92,46;294,48;27,65;25,75;35,18;00:00:27;57,11;00:00:38;00:00:02;00:05:01;00:00:22;00:00:38;00:00:44;00:02:39;00:02:15;
ARBOLEDA;7909;79;391;508;464;1605;7,26;18,66;45,61;172,61;174,58;52,76;224,46;01:39:59;2,21;2,18;6,42;5,87;20,29;4,94;43;38;175;135;1;135;589,14;36,61;28,93;43,58;00:01:03;52,76;00:01:06;00:00:06;00:07:30;00:00:52;00:01:06;00:01:15;00:03:43;00:03:14;
BRIGNANI;7028;70;152;302;266;1018;6,09;11,99;31,47;76,74;78,57;56,04;59,96;01:40:00;1,12;1,09;4,29;3,78;14,49;2,17;23;11;83;90;1;90;248,13;26,06;25,68;36,55;00:00:24;56,04;00:00:33;00:00:04;00:05:06;00:00:13;00:00:33;00:00:38;00:02:38;00:02:10;
CHIERICO;7839;78;176;338;295;1344;6,84;12,73;8,21;104,95;106,88;52,64;89,42;01:40:00;1,36;1,34;4,31;3,76;17,14;2,25;28;13;111;104;0;104;395,1;30,07;25,69;41,04;00:00:29;52,64;00:00:45;00:00:01;00:06:30;00:00:22;00:00:45;00:00:49;00:02:47;00:02:24;
EMERSON;7075;71;148;305;257;976;6,1;11,44;15,47;58,76;86,37;56,31;95,39;01:40:00;1,22;0,83;4,3;3,64;13,79;2,09;21;3;88;79;0;79;299,4;25,25;25,72;36,62;00:00:24;56,31;00:00:32;00:00:02;00:04:44;00:00:20;00:00:32;00:00:31;00:02:27;00:01:56;
GIANDONATO;6641;66;55;211;194;638;5,59;8,79;0;46,27;41,64;57,61;30,57;01:40:00;0,63;0,7;3,17;2,92;9,6;0,83;8;10;68;71;0;71;124,21;18,17;22,95;33,55;00:00:09;57,61;00:00:21;00:00:00;00:03:23;00:00:07;00:00:21;00:00:26;00:02:01;00:01:48;
LADINETTI;6299;69;134;273;269;960;6,02;12,73;8,72;73,76;84,41;59,76;59,02;01:31:21;1,34;1,17;4,34;4,27;15,23;2,13;24;12;68;95;0;95;259,24;27,01;24,92;32,98;00:00:22;59,76;00:00:35;00:00:01;00:04:42;00:00:14;00:00:35;00:00:34;00:02:21;00:02:06;
LELLA ;7194;72;124;418;353;1116;6,53;16,44;2,13;147,46;126,5;56,75;127,36;01:39:16;1,76;2,05;5,82;4,91;15,51;1,72;32;19;162;131;0;131;318,55;30,55;24,93;38,9;00:00:20;56,75;00:00:55;00:00:00;00:05:44;00:00:33;00:00:55;00:01:11;00:03:24;00:02:47;
MANCINI;6196;62;86;260;228;868;5,35;11,58;12,14;64,75;58,5;62,9;58,46;01:40:00;0,94;1,04;4,19;3,69;14,01;1,39;15;11;76;80;0;80;199,49;25,52;26,13;32,11;00:00:13;62,9;00:00:29;00:00:01;00:04:22;00:00:14;00:00:29;00:00:31;00:02:16;00:01:57;
PINNA S.;8022;80;419;451;480;1580;7,23;16,42;49,66;117,36;169,25;49,95;188,56;01:40:00;2,11;1,46;5,62;5,98;19,7;5,22;57;22;132;160;1;160;535,36;34,01;27,73;43,37;00:01:08;49,95;00:01:06;00:00:06;00:07:11;00:00:41;00:01:06;00:00:51;00:03:16;00:03:25;
PISANO;2552;63;11;129;88;281;5,42;11,88;0;32,05;24,32;60,49;19,14;00:40:45;0,95;1,26;5,06;3,44;11,01;0,44;5;4;38;23;0;23;69,51;22,52;21,14;13,26;00:00:01;60,49;00:00:11;00:00:00;00:01:35;00:00:04;00:00:11;00:00:17;00:01:14;00:00:51;
RAGATZU;6391;64;156;287;256;885;5,57;12,57;37,1;79,02;63,24;60,11;94,04;01:40:00;0,99;1,24;4,5;4,01;13,85;2,44;16;13;92;86;0;86;226,69;25,67;27,14;33,41;00:00:24;60,11;00:00:27;00:00:05;00:04:26;00:00:20;00:00:27;00:00:37;00:02:30;00:02:09;
TRAVAGLINI;7191;72;242;379;318;1189;6,41;15,15;34,16;135,38;105,32;56,44;139,61;01:40:00;1,46;1,88;5,27;4,42;16,53;3,36;12;17;127;88;1;88;369,23;30,91;27,22;38,46;00:00:39;56,44;00:00:44;00:00:04;00:05:45;00:00:34;00:00:44;00:01:03;00:03:03;00:02:25;
UDHO;6411;64;89;302;245;804;5,58;12,42;14,54;83,48;60,23;62,93;69,9;01:40:00;0,94;1,3;4,7;3,83;12,54;1,39;10;3;73;60;0;60;194,24;24,05;26,59;33,47;00:00:14;62,93;00:00:27;00:00:02;00:04:14;00:00:16;00:00:27;00:00:42;00:02:44;00:02:09;
