;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;633;71;1;18;12;37;5,89;7,27;0;4,59;1,14;54,19;3,79;00:08:55;0,18;0,72;2,83;1,9;5,74;0,12;0,06;0,94;5,06;3,29;0;3,29;6,7;12,42;17,12;3,16;00:00:00;54,19;00:00:00;00:00:00;00:00:12;00:00:01;00:00:00;00:00:01;00:00:09;00:00:06;
BIANCU;655;73;0;20;12;39;6,09;7,24;0;2,39;0,5;53,81;3,11;00:08:55;0,08;0,36;3,04;1,76;5,9;0;0;0;4;3;0;3;0,84;12,57;16,4;3,26;00:00:00;53,81;00:00:00;00:00:00;00:00:12;00:00:00;00:00:00;00:00:00;00:00:09;00:00:06;
BOCCIA;649;73;0;16;12;34;6;6,63;0;5,86;1,48;50,2;3,9;00:08:55;0,23;0,9;2,44;1,86;5,27;0;0;0;5;2;0;2;0;11,69;15,62;3,21;00:00:00;50,2;00:00:00;00:00:00;00:00:11;00:00:01;00:00:00;00:00:02;00:00:07;00:00:06;
BRIGNANI;699;78;0;22;19;49;6,57;8,34;0;6,06;1,67;48,72;6,74;00:08:55;0,24;0,87;3,1;2,73;7,02;0;0;2;7;4;0;4;14,18;14,8;18,05;3,52;00:00:00;48,72;00:00:01;00:00:00;00:00:15;00:00:01;00:00:01;00:00:02;00:00:10;00:00:10;
CHIERICO;639;72;0;16;10;28;5,87;5,96;0;3,4;0,4;52,86;1,67;00:08:55;0,06;0,53;2,46;1,6;4,45;0;0;1;4;5;0;5;0;9,96;15,79;3,15;00:00:00;52,86;00:00:00;00:00:00;00:00:09;00:00:00;00:00:00;00:00:01;00:00:09;00:00:06;
DEMARCUS ;605;68;0;16;10;29;5,6;6,83;0;3,65;0,86;55,97;3,28;00:08:55;0,14;0,6;2,71;1,59;4,8;0;0;0;4;3;0;3;6,49;10,72;17,77;3;00:00:00;55,97;00:00:00;00:00:00;00:00:09;00:00:00;00:00:00;00:00:01;00:00:09;00:00:05;
EMERSON;668;75;14;31;25;60;6,46;11,63;0;9,55;2,69;51,97;13,95;00:08:55;0,4;1,43;4,69;3,8;9;2,12;1;3;10;6;0;6;42,16;18,73;20,54;3,46;00:00:02;51,97;00:00:01;00:00:00;00:00:17;00:00:03;00:00:01;00:00:03;00:00:14;00:00:12;
LA ROSA ;619;69;0;17;6;32;5,67;5,5;0;2,91;0,78;52,86;0;00:08:55;0,13;0,47;2,73;0,95;5,21;0;0;0;7;3;0;3;0;11,07;15,24;3,04;00:00:00;52,86;00:00:00;00:00:00;00:00:11;00:00:00;00:00:00;00:00:01;00:00:09;00:00:04;
LELLA ;666;75;0;20;11;43;6,19;7,22;0;5;0,73;54,14;2,82;00:08:55;0,11;0,75;3,01;1,72;6,43;0;0;0;5;4;0;4;5,19;13,25;16,66;3,32;00:00:00;54,14;00:00:00;00:00:00;00:00:13;00:00:00;00:00:00;00:00:01;00:00:09;00:00:06;
MANCINI;633;71;0;17;10;35;5,83;6,28;0;2,92;0,52;55,24;2,97;00:08:55;0,08;0,46;2,68;1,52;5,5;0;0;1;4;2;0;2;5,38;11,77;16,91;3,12;00:00:00;55,24;00:00:00;00:00:00;00:00:11;00:00:00;00:00:00;00:00:00;00:00:08;00:00:04;
OCCHIONI;643;72;0;16;9;33;5,94;6,48;0;5,06;0,67;53,31;2,93;00:08:55;0,1;0,79;2,43;1,45;5,1;0;0;2;4;3;0;3;0;11,34;15,32;3,18;00:00:00;53,31;00:00:00;00:00:00;00:00:11;00:00:00;00:00:00;00:00:02;00:00:07;00:00:05;
PALESI;575;64;0;11;6;22;5,21;4,66;0;2,85;0,14;59,7;1,47;00:08:55;0,02;0,5;1,95;0,99;3,84;0;0;0;4;0;0;0;0;8,5;15,58;2,79;00:00:00;59,7;00:00:00;00:00:00;00:00:07;00:00:00;00:00:00;00:00:01;00:00:06;00:00:03;
PINNA S.;621;70;0;20;11;39;5,83;8,29;0;4,52;0,76;53,38;2,11;00:08:55;0,12;0,73;3,24;1,8;6,27;0;0;1;6;3;0;3;2,62;13,72;17,37;3,12;00:00:00;53,38;00:00:00;00:00:00;00:00:13;00:00:00;00:00:00;00:00:02;00:00:12;00:00:07;
PISANO;589;66;0;20;15;43;5,56;8,99;0;3,57;0,98;57,28;1,89;00:08:55;0,17;0,61;3,36;2,48;7,31;0;0;0;4;5;0;5;4,68;15,37;18,08;2,98;00:00:00;57,28;00:00:00;00:00:00;00:00:14;00:00:00;00:00:00;00:00:01;00:00:10;00:00:09;
RAGATZU;611;68;0;12;11;31;5,65;6,56;0;2,67;1,91;55,56;0,84;00:08:55;0,31;0,44;1,98;1,85;5,03;0;0;1;3;3;0;3;2,68;10,34;17,03;3,03;00:00:00;55,56;00:00:00;00:00:00;00:00:10;00:00:00;00:00:00;00:00:01;00:00:06;00:00:06;
RENAULT ;652;73;0;16;12;35;6,07;7,33;0;5,56;1,84;53,31;5,48;00:08:55;0,28;0,85;2,44;1,83;5,32;0;0;0;5;4;0;4;10,83;11,97;18,92;3,25;00:00:00;53,31;00:00:00;00:00:00;00:00:11;00:00:01;00:00:00;00:00:01;00:00:06;00:00:06;
TRAVAGLINI;638;71;0;20;16;38;6,01;8,67;0;6,11;2,89;53,88;6,03;00:08:55;0,45;0,96;3,14;2,53;5,89;0;0;2;5;4;0;4;12,35;13,37;18,47;3,22;00:00:00;53,88;00:00:01;00:00:00;00:00:12;00:00:01;00:00:01;00:00:02;00:00:09;00:00:07;
UDHO;602;67;0;16;11;31;5,59;7,06;0;6,04;0,57;59,04;5,25;00:08:55;0,09;1;2,72;1,82;5,19;0;0;3;5;2;0;2;6,43;11,93;17,25;3;00:00:00;59,04;00:00:00;00:00:00;00:00:10;00:00:01;00:00:00;00:00:02;00:00:08;00:00:05;
