;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;788;47;1;36;23;69;4,03;10,51;0;5,95;3,47;71,4;1,37;00:16:43;0,44;0,75;4,52;2,92;8,7;0,08;0;0,08;2,92;0,46;0;0,46;7,42;15,6;16,53;4,05;00:00:00;71,4;00:00:04;00:00:00;00:00:23;00:00:00;00:00:04;00:00:05;00:00:31;00:00:25;
ARBOLEDA;793;47;0;35;18;83;4,03;9,79;0;5,58;2,32;71,77;2,08;00:16:43;0,29;0,7;4,38;2,23;10,49;0;0;1;5;0;0;0;22,39;18,7;18,24;4,04;00:00:00;71,77;00:00:02;00:00:00;00:00:26;00:00:00;00:00:02;00:00:03;00:00:29;00:00:20;
BIANCU;788;47;0;21;11;72;3,92;7,37;0;1,35;0,18;72,82;0,35;00:16:43;0,02;0,17;2,61;1,38;9,1;0;0;0;0;0;0;0;0;15,88;15,1;3,93;00:00:00;72,82;00:00:00;00:00:00;00:00:24;00:00:00;00:00:00;00:00:01;00:00:18;00:00:13;
BOCCIA;757;45;0;27;18;51;3,83;9,29;0;4,39;1,88;71,75;0,41;00:16:43;0,25;0,58;3,62;2,39;6,67;0;0;0;2;0;0;0;1,12;12,11;16,12;3,84;00:00:00;71,75;00:00:02;00:00:00;00:00:17;00:00:00;00:00:02;00:00:04;00:00:26;00:00:21;
CHIERICO;833;50;0;41;31;50;4,31;11,83;0;12,86;10,87;68,78;0;00:16:43;1,31;1,54;4,95;3,72;5,94;0;0;0;3;0;0;0;0;10,91;14,43;4,33;00:00:00;68,78;00:00:14;00:00:00;00:00:20;00:00:00;00:00:14;00:00:14;00:00:43;00:00:39;
EMERSON;801;48;0;37;24;75;4,08;10,16;0;4,72;2,18;70,97;2,47;00:16:43;0,27;0,59;4,67;2,98;9,33;0;0;0;3;0;0;0;16,08;16,35;17,63;4,1;00:00:00;70,97;00:00:02;00:00:00;00:00:23;00:00:00;00:00:02;00:00:03;00:00:31;00:00:25;
LA ROSA ;755;45;0;30;25;25;3,84;9,77;0;8,47;6,08;71,2;0;00:16:43;0,81;1,12;3,98;3,36;3,34;0;0;0;0;0;0;0;0;6,58;13,06;3,85;00:00:00;71,2;00:00:07;00:00:00;00:00:10;00:00:00;00:00:07;00:00:09;00:00:30;00:00:29;
LELLA ;802;48;0;41;23;78;4,11;10,72;0;5,39;1,77;71,33;0,38;00:16:43;0,22;0,67;5,15;2,85;9,7;0;0;0;6;1;0;1;0;17,73;15,89;4,13;00:00:00;71,33;00:00:01;00:00:00;00:00:26;00:00:00;00:00:01;00:00:03;00:00:34;00:00:24;
MANCINI;786;47;2;34;22;81;4,01;10,12;0;4,37;2,66;71,43;2,25;00:16:43;0,34;0,56;4,28;2,85;10,33;0,23;0;0;4;1;0;1;29,35;18,23;19,59;4,02;00:00:00;71,43;00:00:03;00:00:00;00:00:25;00:00:00;00:00:03;00:00:03;00:00:27;00:00:23;
PINNA S.;761;46;0;36;25;48;3,91;10,98;0;6,74;4,75;71,1;1,06;00:16:43;0,62;0,89;4,68;3,35;6,34;0;0;0;2;0;0;0;0,28;11,71;16,08;3,92;00:00:00;71,1;00:00:06;00:00:00;00:00:17;00:00:00;00:00:06;00:00:06;00:00:33;00:00:30;
PISANO;740;44;6;41;20;64;3,81;11,17;0;6,13;2,7;71,54;4,97;00:16:43;0,36;0,83;5,55;2,74;8,65;0,8;0;0;5;2;0;2;19,98;16,21;19,99;3,82;00:00:01;71,54;00:00:03;00:00:00;00:00:21;00:00:01;00:00:03;00:00:05;00:00:34;00:00:25;
RAGATZU;840;50;0;43;27;85;4,35;11,87;0;5,8;4,52;70,44;0,2;00:16:43;0,54;0,69;5,07;3,26;10,15;0;0;0;5;0;0;0;0;17,66;15,29;4,36;00:00:00;70,44;00:00:05;00:00:00;00:00:29;00:00:00;00:00:05;00:00:05;00:00:39;00:00:32;
TRAVAGLINI;782;47;0;41;28;97;4,08;12,68;0;7,42;3,14;72,53;3,4;00:16:43;0,4;0,95;5,19;3,6;12,35;0;0;0;3;1;0;1;6,43;21,71;17,31;4,09;00:00:00;72,53;00:00:02;00:00:00;00:00:31;00:00:00;00:00:02;00:00:04;00:00:33;00:00:26;
UDHO;810;48;0;38;26;86;4,16;10,9;0;4,16;2,07;72,51;0,27;00:16:43;0,26;0,51;4,64;3,23;10,64;0;0;0;0;1;0;1;0,83;19,08;16,1;4,17;00:00:00;72,51;00:00:02;00:00:00;00:00:28;00:00:00;00:00:02;00:00:03;00:00:31;00:00:25;
