;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;660;109;8;39;40;134;10,01;18,25;0;11,41;13,67;32,32;10,11;00:06:02;2,02;1,74;5,95;5,95;19,52;1,19;3,67;1,44;10,67;13,56;0;13,56;36,13;35,19;19,83;3,63;00:00:01;32,32;00:00:05;00:00:00;00:00:40;00:00:02;00:00:05;00:00:05;00:00:17;00:00:17;
ARBOLEDA;627;104;7;44;36;125;9,7;20,89;0;17;13,57;34,83;19,2;00:06:02;2,17;2,71;7,03;5,81;19,99;1,15;3;2;15;10;0;10;39,47;37,96;20,54;3,52;00:00:01;34,83;00:00:05;00:00:00;00:00:37;00:00:05;00:00:05;00:00:06;00:00:18;00:00:16;
BRIGNANI;738;122;6;38;43;169;11,07;17,08;0;9,69;12,36;23,25;9,91;00:06:02;1,67;1,31;5,09;5,78;22,96;0,79;3;1;6;13;0;13;52,44;38,64;20,1;4,01;00:00:01;23,25;00:00:04;00:00:00;00:00:49;00:00:02;00:00:04;00:00:04;00:00:16;00:00:15;
CHIERICO;754;125;1;37;38;150;11,15;15,5;0;10,14;13,5;21,54;6,59;00:06:02;1,79;1,35;4,97;5,01;19,84;0,12;4;1;9;11;0;11;36,23;35,02;19,25;4,04;00:00:00;21,54;00:00:06;00:00:00;00:00:46;00:00:01;00:00:06;00:00:04;00:00:16;00:00:17;
EMERSON;612;101;11;36;37;102;9,2;17,37;0;8,28;11,17;35,5;7,21;00:06:02;1,83;1,35;5,85;6,02;16,71;1,85;5;2;10;9;0;9;30,16;31,56;21,11;3,34;00:00:01;35,5;00:00:04;00:00:00;00:00:30;00:00:02;00:00:04;00:00:03;00:00:15;00:00:15;
GIANDONATO;670;111;0;25;34;116;9,71;13,09;0;5,45;7,3;30,02;3,72;00:06:02;1,09;0,81;3,72;5,01;17,32;0;1;0;5;15;0;15;10,98;29,92;18,03;3,52;00:00:00;30,02;00:00:03;00:00:00;00:00:36;00:00:01;00:00:03;00:00:02;00:00:12;00:00:16;
PINNA S.;779;129;29;54;60;223;12,23;22,51;0;14,5;22,71;24,4;15,93;00:06:02;2,91;1,86;6,99;7,71;28,57;3,76;7;1;14;24;0;24;73,9;46,82;23,13;4,43;00:00:05;24,4;00:00:08;00:00:00;00:01:02;00:00:03;00:00:08;00:00:06;00:00:21;00:00:23;
RAGATZU;615;102;13;47;47;135;9,72;23,4;0;13,03;21,04;37,5;13,66;00:06:02;3,42;2,12;7,61;7,64;21,88;2,03;8;2;18;18;0;18;28,69;40,1;22,88;3,52;00:00:02;37,5;00:00:08;00:00:00;00:00:40;00:00:03;00:00:08;00:00:05;00:00:18;00:00:20;
TRAVAGLINI;757;125;8;54;48;165;11,67;20,32;0;17,48;17,29;23,14;12,76;00:06:02;2,28;2,31;7,14;6,33;21,85;1,01;2;3;10;16;0;16;53,29;39,75;19,94;4,23;00:00:01;23,14;00:00:06;00:00:00;00:00:49;00:00:03;00:00:06;00:00:07;00:00:22;00:00:20;
UDHO;385;64;0;20;16;25;5,63;14,04;0;7,1;4,06;60,75;1,97;00:06:02;1,05;1,84;5,15;4,28;6,58;0;0;1;9;6;0;6;0;16,99;13,53;2,04;00:00:00;60,75;00:00:02;00:00:00;00:00:11;00:00:00;00:00:02;00:00:04;00:00:13;00:00:11;
