;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;938;71;68;70;69;245;6,7;21,01;5,13;21,41;24,57;59,35;34,36;00:13:08;2,56;2,26;7,44;7,29;25,81;6,93;7,08;3,92;20,31;20,46;0;20,46;109,96;43,72;24,49;5,28;00:00:11;59,35;00:00:09;00:00:00;00:01:03;00:00:07;00:00:09;00:00:08;00:00:26;00:00:25;
ARBOLEDA;1037;79;105;103;97;309;7,79;28,05;11,04;36,11;42,08;54,95;62,54;00:13:11;4,06;3,48;9,96;9,38;29,8;10,15;11;11;30;31;0;31;118,31;51;25,87;6,17;00:00:17;54,95;00:00:15;00:00:01;00:01:21;00:00:14;00:00:15;00:00:13;00:00:36;00:00:35;
BRIGNANI;1092;83;105;76;75;332;7,75;20,19;9,11;22,02;29,4;55,27;41,66;00:13:06;2,69;2,02;6,96;6,9;30,43;9,59;9;5;22;22;0;22;222,25;47,99;25,09;6,1;00:00:17;55,27;00:00:10;00:00:01;00:01:21;00:00:09;00:00:10;00:00:08;00:00:28;00:00:26;
CHIERICO;851;65;36;55;58;182;6,02;18,84;0;16,81;16,16;60,29;19,65;00:12:59;1,9;1,98;6,5;6,85;21,36;4,21;4;2;17;16;0;16;68,08;38,09;21,36;4,69;00:00:06;60,29;00:00:05;00:00:00;00:00:52;00:00:04;00:00:05;00:00:07;00:00:22;00:00:22;
EMERSON;997;77;72;62;55;246;6,93;16,86;0;14,87;18,81;54,98;28,95;00:13:00;1,89;1,49;6,26;5,48;24,68;7,19;6;3;16;13;0;13;113,04;41,35;23,87;5,41;00:00:11;54,98;00:00:06;00:00:00;00:01:02;00:00:06;00:00:06;00:00:05;00:00:23;00:00:19;
GIANDONATO;688;52;0;43;35;124;4,72;16,2;0;14,5;7,88;69,39;8,91;00:13:06;1,15;2,11;6,26;5,07;17,97;0;1;2;13;12;0;12;25,17;34,4;18,77;3,71;00:00:00;69,39;00:00:03;00:00:00;00:00:38;00:00:02;00:00:03;00:00:06;00:00:19;00:00:16;
LADINETTI;937;69;30;58;56;190;6,24;17,09;0;17,69;16,64;59,71;24,36;00:13:36;1,78;1,89;6,24;6,03;20,3;3,2;5;4;23;21;0;21;97,19;36,6;23,27;5,09;00:00:05;59,71;00:00:07;00:00:00;00:00:52;00:00:05;00:00:07;00:00:07;00:00:23;00:00:22;
LELLA ;1113;85;99;103;88;291;8,38;26,72;14,75;31,62;39,25;50,33;53,23;00:13:01;3,53;2,84;9,27;7,89;26,1;8,87;10;1;27;30;0;30;112,97;45,79;28,83;6,55;00:00:15;50,33;00:00:14;00:00:01;00:01:16;00:00:11;00:00:14;00:00:12;00:00:38;00:00:33;
MANCINI;1071;82;131;69;79;338;7,69;21,08;16,27;24,03;30,79;56,36;47,04;00:13:03;2,88;2,24;6,42;7,41;31,57;12,26;9;5;17;22;0;22;152,65;50;28,78;6,02;00:00:21;56,36;00:00:09;00:00:02;00:01:19;00:00:09;00:00:09;00:00:08;00:00:23;00:00:25;
PINNA S.;963;71;60;81;84;263;6,85;23,77;0;21,95;30,24;56,39;33,27;00:13:28;3,14;2,28;8,43;8,67;27,35;6,18;13;4;23;27;0;27;140,02;45,72;23,79;5,54;00:00:09;56,39;00:00:12;00:00:00;00:01:09;00:00:07;00:00:12;00:00:08;00:00:31;00:00:32;
PISANO;790;63;48;68;70;224;6,03;23,24;9,44;17,41;23,66;66,24;32,65;00:12:30;2,99;2,2;8,61;8,84;28,4;6,06;6;4;21;19;0;19;105,66;47,81;26,66;4,52;00:00:07;66,24;00:00:08;00:00:01;00:00:58;00:00:07;00:00:08;00:00:07;00:00:24;00:00:25;
RAGATZU;892;64;89;64;71;255;5,99;20,64;5,05;21,86;19,68;64,97;39,24;00:13:54;2,21;2,45;7,23;7,98;28,59;9,92;7;5;18;24;0;24;100,5;46,29;24,55;5;00:00:14;64,97;00:00:07;00:00:00;00:01:03;00:00:08;00:00:07;00:00:07;00:00:23;00:00:25;
TRAVAGLINI;835;65;66;56;62;210;5,98;19,74;0,97;15,54;20,87;63,44;24,28;00:12:55;2,5;1,86;6,71;7,46;25,1;7,96;5;1;14;14;0;14;85,02;41,58;24,17;4,64;00:00:11;63,44;00:00:07;00:00:00;00:00:54;00:00:05;00:00:07;00:00:05;00:00:22;00:00:22;
UDHO;924;72;40;73;63;220;6,71;20,82;0;23,87;23,97;59,25;30,89;00:12:53;2,59;2,58;7,92;6,79;23,86;4,37;6;4;23;15;0;15;88,63;41,83;23,4;5,18;00:00:06;59,25;00:00:09;00:00:00;00:01:00;00:00:07;00:00:09;00:00:09;00:00:28;00:00:25;
