;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;6683;82;390;327;315;1458;7,31;14,51;62,73;92,37;105,38;51,55;146,6;01:21:06;1,56;1,37;4,88;4,7;21,66;5,71;25,75;16,17;92,08;91,25;1,25;91,25;533,9;35,95;27,28;35,56;00:01:02;51,55;00:00:39;00:00:08;00:06:20;00:00:32;00:00:39;00:00:39;00:02:22;00:02:13;
BIANCU;5440;71;330;291;267;1214;6,35;15,76;60,83;81,77;84,89;61,75;138,19;01:16:48;1,56;1,5;5,34;4,9;22,32;6,06;17;15;80;73;1;73;444,61;37,35;27,92;29,24;00:00:52;61,75;00:00:31;00:00:08;00:05:12;00:00:30;00:00:31;00:00:32;00:01:58;00:01:48;
BOCCIA;6955;83;488;357;362;1633;7,39;15,21;109,68;90,02;106,37;52,36;177,88;01:23:53;1,53;1,29;5,14;5,2;23,48;7,01;22;15;100;106;2;106;557,12;38,05;28,35;37,21;00:01:17;52,36;00:00:40;00:00:14;00:07:00;00:00:36;00:00:40;00:00:40;00:02:39;00:02:36;
BRIGNANI;7428;89;425;344;322;1640;7,79;13,49;69,3;97,73;112,04;45,87;138,6;01:23:44;1,51;1,32;4,62;4,34;22,08;5,72;35;18;102;96;1;96;604,87;36,29;27,08;39,15;00:01:08;45,87;00:00:40;00:00:09;00:07:09;00:00:31;00:00:40;00:00:42;00:02:32;00:02:15;
EMERSON;5773;75;345;298;280;1181;6,69;14,94;69,4;82,3;100,92;55,44;121,83;01:16:48;1,75;1,43;5,17;4,85;20,45;5,98;24;15;81;84;1;84;444,41;34,29;26,72;30,82;00:00:54;55,44;00:00:41;00:00:09;00:05:07;00:00:27;00:00:41;00:00:37;00:02:16;00:02:06;
GIANDONATO;6039;71;87;245;231;925;6,1;11,46;0;65,81;67,57;57,66;53,66;01:25:24;1,12;1,09;4,05;3,82;15,32;1,43;12;17;81;72;0;72;282,43;27,24;23,52;31,26;00:00:14;57,66;00:00:29;00:00:00;00:04:28;00:00:13;00:00:29;00:00:32;00:02:04;00:01:54;
LA ROSA ;6568;86;229;240;216;1277;7,33;10,78;6,75;59,13;64,17;49,09;76,3;01:16:48;0,98;0,9;3,65;3,29;19,44;3,49;16;9;60;61;0;61;447,37;32,15;26;33,79;00:00:38;49,09;00:00:25;00:00:00;00:05:50;00:00:18;00:00:25;00:00:26;00:01:47;00:01:34;
LELLA ;7441;88;527;453;417;1708;8,07;17,84;71,62;165,12;148,8;47,95;242,26;01:24:07;2;2,22;6,09;5,61;22,95;7,08;37;35;144;113;1;113;701,4;39,25;30,66;40,72;00:01:25;47,95;00:00:54;00:00:09;00:07:14;00:00:55;00:00:54;00:01:09;00:03:12;00:02:51;
MANCINI;5984;71;219;294;270;1274;6,29;14,05;15,53;73,85;78,04;60,35;103,47;01:23:56;1,3;1,23;4,91;4,51;21,29;3,66;21;16;89;80;0;80;404,9;35,66;25,13;31,7;00:00:34;60,35;00:00:31;00:00:02;00:05:45;00:00:23;00:00:31;00:00:32;00:02:11;00:01:59;
PALESI;6755;88;538;366;362;1557;7,89;15,97;128,4;108,37;117,28;48,92;200,07;01:16:48;1,74;1,6;5,41;5,37;23,04;7,96;32;15;100;104;4;104;536,56;38,09;28,74;36,38;00:01:24;48,92;00:00:44;00:00:17;00:06:36;00:00:40;00:00:44;00:00:41;00:02:29;00:02:27;
PINNA S.;6944;83;383;317;324;1445;7,28;13,81;48,78;85,59;112,05;48,99;146,27;01:23:59;1,61;1,23;4,56;4,67;20,81;5,51;29;15;77;99;1;99;597,55;34,55;27,52;36,71;00:01:02;48,99;00:00:42;00:00:06;00:06:14;00:00:33;00:00:42;00:00:33;00:02:14;00:02:21;
RENAULT ;7821;93;715;364;407;2086;8,34;15,78;118,96;91,48;155,81;45,58;181,37;01:24:02;1,99;1,17;4,65;5,21;26,67;9,15;45;11;99;120;3;120;796,42;41,23;28,9;42,05;00:01:54;45,58;00:00:55;00:00:16;00:08:36;00:00:38;00:00:55;00:00:40;00:02:35;00:02:38;
TRAVAGLINI;7050;92;395;354;324;1556;8,17;15,04;53,51;107,25;116,64;44,73;179,35;01:16:48;1,65;1,52;5,03;4,59;22,07;5,6;19;13;92;87;1;87;589,09;37,29;26,79;37,67;00:01:03;44,73;00:00:41;00:00:07;00:06:50;00:00:39;00:00:41;00:00:43;00:02:23;00:02:08;
