;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;1301;98;15;84;77;232;9,03;18,26;0;25,8;25,18;37,58;22,23;00:13:12;1,91;1,95;6,4;5,83;17,5;1,13;6,62;3,77;25,54;26,77;0;26,77;54,01;33,08;21,13;7,16;00:00:02;37,58;00:00:10;00:00:00;00:01:12;00:00:05;00:00:10;00:00:11;00:00:38;00:00:35;
BIANCU;1371;104;12;83;90;237;9,52;18,73;0;26,44;24,91;32,85;24,31;00:13:13;1,82;1,93;6,09;6,53;17,25;0,9;4;5;21;22;0;22;47,38;32,67;23,29;7,56;00:00:02;32,85;00:00:10;00:00:00;00:01:13;00:00:06;00:00:10;00:00:10;00:00:36;00:00:39;
BOCCIA;1499;113;23;105;94;329;10,55;20,37;0;31,87;32,07;29,82;25,66;00:13:13;2,14;2,13;6,98;6,31;21,94;1,5;4;9;42;26;0;26;66,82;39,7;21,63;8,38;00:00:03;29,82;00:00:13;00:00:00;00:01:40;00:00:07;00:00:13;00:00:14;00:00:46;00:00:42;
BRIGNANI;1437;109;35;107;99;322;10,17;21,08;0;31,22;35,68;30,92;35,35;00:13:13;2,48;2,17;7,43;6,92;22,4;2,44;13;4;32;37;0;37;119,44;40,54;22,72;8,08;00:00:06;30,92;00:00:14;00:00:00;00:01:34;00:00:09;00:00:14;00:00:12;00:00:43;00:00:41;
EMERSON;1057;80;0;48;36;97;6,91;11,73;0;9,83;8,96;47,93;6,04;00:13:13;0,85;0,93;4,52;3,45;9,19;0;1;0;14;13;0;13;9,81;19,4;18,93;5,48;00:00:00;47,93;00:00:05;00:00:00;00:00:34;00:00:01;00:00:05;00:00:05;00:00:27;00:00:22;
GIANDONATO;1184;89;0;40;38;111;7,62;10,09;0;7,79;8,2;39,94;2,15;00:13:13;0,69;0,66;3,37;3,19;9,39;0;3;0;11;14;0;14;2,8;18,29;16,35;6,05;00:00:00;39,94;00:00:05;00:00:00;00:00:39;00:00:00;00:00:05;00:00:04;00:00:23;00:00:22;
LA ROSA ;1391;105;0;64;54;212;9,18;12,81;0;14,66;11,84;31,48;5,24;00:13:13;0,85;1,05;4,61;3,92;15,27;0,02;2;1;15;16;0;16;12,79;28,12;19,08;7,29;00:00:00;31,48;00:00:06;00:00:00;00:01:11;00:00:01;00:00:06;00:00:07;00:00:32;00:00:28;
LELLA ;1517;115;25;126;109;337;10,92;23,02;0;43,91;40,58;28,51;37,08;00:13:13;2,68;2,89;8,33;7,16;22,2;1,64;11;3;38;37;0;37;78,04;41,81;22,92;8,67;00:00:04;28,51;00:00:15;00:00:00;00:01:44;00:00:10;00:00:15;00:00:18;00:00:51;00:00:46;
MANCINI;1287;97;30;73;80;232;8,82;17,13;0;23,19;24,33;37,28;23,73;00:13:13;1,89;1,8;5,7;6,21;18,06;2,3;4;3;21;27;0;27;76,83;33,39;21,79;7;00:00:05;37,28;00:00:09;00:00:00;00:01:09;00:00:05;00:00:09;00:00:09;00:00:32;00:00:36;
PALESI;1078;81;2;76;66;168;7,61;20,71;0;24,3;29,74;50,39;15,74;00:13:13;2,76;2,25;7,01;6,15;15,6;0,22;13;7;27;32;0;32;29,73;31,54;19,63;6,04;00:00:00;50,39;00:00:13;00:00:00;00:00:56;00:00:04;00:00:13;00:00:12;00:00:37;00:00:32;
PINNA S.;1285;97;28;97;81;232;9,1;21,04;0;34,77;30,85;37,51;35,84;00:13:13;2,4;2,71;7,57;6,29;18,03;2,17;9;4;24;26;0;26;60,15;35,27;22,17;7,23;00:00:04;37,51;00:00:12;00:00:00;00:01:12;00:00:08;00:00:12;00:00:13;00:00:42;00:00:35;
PISANO;1160;88;16;74;69;203;8,02;18,19;0;26,16;19,9;46,49;24,71;00:13:13;1,72;2,26;6,36;5,98;17,46;1,42;4;5;28;30;0;30;66,59;33,74;22,61;6,37;00:00:02;46,49;00:00:08;00:00:00;00:01:01;00:00:06;00:00:08;00:00:10;00:00:31;00:00:30;
RENAULT ;1275;98;10;98;94;264;9,34;22,82;0;30,52;35,1;39,29;22,73;00:12:58;2,75;2,39;7,71;7,39;20,71;0,82;11;4;26;40;0;40;53,74;37,9;21,45;7,27;00:00:01;39,29;00:00:16;00:00:00;00:01:23;00:00:06;00:00:16;00:00:13;00:00:46;00:00:45;
TRAVAGLINI;1378;104;17;103;87;277;9,65;19,73;0;30,69;25,2;36,18;30,43;00:13:13;1,83;2,23;7,5;6,33;20,08;1,24;7;4;33;28;0;28;78,05;37,71;22,08;7,66;00:00:02;36,18;00:00:11;00:00:00;00:01:24;00:00:07;00:00:11;00:00:12;00:00:44;00:00:39;
