;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;2802;99;123;143;137;558;8,79;14,79;20,53;40,63;41,75;40,21;58,49;00:28:20;1,47;1,44;5,06;4,87;19,67;4,33;11,14;5,93;41,71;42,64;0,36;42,64;190,9;33,93;26,34;14,95;00:00:19;40,21;00:00:16;00:00:02;00:02:32;00:00:13;00:00:16;00:00:16;00:00:59;00:00:57;
BIANCU;2709;102;161;177;179;598;9,44;19,33;18,32;56,25;59,04;39,62;83,53;00:26:31;2,18;2,08;6,54;6,6;22,05;5,96;17;9;46;58;0;58;249,48;38,61;25,87;15,01;00:00:26;39,62;00:00:21;00:00:02;00:02:40;00:00:18;00:00:21;00:00:21;00:01:08;00:01:07;
BOCCIA;2935;102;69;157;147;553;9,06;15,12;0,7;44,41;37,94;37,16;45,68;00:28:51;1,29;1,51;5,35;5,02;18,83;2,34;6;8;54;51;0;51;186,01;33,42;24,13;15,69;00:00:11;37,16;00:00:18;00:00:00;00:02:41;00:00:11;00:00:18;00:00:20;00:01:11;00:01:10;
BRIGNANI;3021;104;101;120;121;605;9,06;12,45;14,04;31,26;36,26;36,38;41,31;00:29:00;1,2;1,03;3,97;3,99;20,03;3,36;5;2;36;38;0;38;219,33;32,92;25,74;15,78;00:00:16;36,38;00:00:15;00:00:01;00:02:47;00:00:09;00:00:15;00:00:14;00:00:56;00:00:55;
EMERSON;2640;97;110;133;129;540;8,62;15,29;35,9;36;44,31;42,23;56,75;00:27:18;1,68;1,36;5,03;4,89;20,47;4,17;8;6;39;39;0;39;180,99;34,87;26,52;14,14;00:00:17;42,23;00:00:17;00:00:04;00:02:26;00:00:12;00:00:17;00:00:16;00:00:58;00:00:53;
GIANDONATO;2185;76;5;58;62;159;6,33;8,14;0;14,04;13,28;50,06;5,99;00:28:54;0,61;0,64;2,66;2,85;7,28;0,21;3;1;16;21;0;21;9,4;14,66;20,62;10,98;00:00:00;50,06;00:00:06;00:00:00;00:00:55;00:00:01;00:00:06;00:00:07;00:00:33;00:00:35;
LA ROSA ;3050;108;64;116;108;555;9,29;10,99;9,98;26,7;22,07;34,24;25,12;00:28:12;0,72;0,88;3,8;3,54;18,19;2,1;5;3;29;29;0;29;147,76;31,05;25,51;15,72;00:00:10;34,24;00:00:08;00:00:01;00:02:39;00:00:06;00:00:08;00:00:11;00:00:50;00:00:46;
LELLA ;3031;105;177;184;164;700;9,61;18,27;41,55;57,49;69,05;38,6;94,67;00:28:52;2,28;1,9;6,07;5,41;23,1;5,82;22;10;57;52;1;52;251,18;39,44;27,69;16,65;00:00:27;38,6;00:00:25;00:00:05;00:03:07;00:00:21;00:00:25;00:00:23;00:01:13;00:01:04;
MANCINI;2810;97;95;138;135;517;8,61;14,21;1,82;35,67;39,02;38,79;48,22;00:28:52;1,39;1,27;4,92;4,8;18,41;3,39;10;4;44;39;0;39;145,93;32,29;24,4;14,91;00:00:15;38,79;00:00:15;00:00:00;00:02:27;00:00:11;00:00:15;00:00:13;00:00:56;00:00:58;
PALESI;2802;99;155;155;146;645;8,88;16,06;13,68;42,15;41,73;45,07;68,05;00:28:21;1,49;1,5;5,54;5,22;23,03;5,55;16;6;45;48;0;48;265,71;38,56;25,42;15,1;00:00:25;45,07;00:00:16;00:00:01;00:02:50;00:00:15;00:00:16;00:00:16;00:01:02;00:01:01;
PINNA S.;3051;105;208;155;165;724;9,42;15,35;26,15;36,61;48,68;36,55;67,84;00:28:55;1,6;1,2;5,09;5,4;23,72;6,82;14;8;48;47;1;47;256,46;38,41;26,15;16,34;00:00:33;36,55;00:00:18;00:00:03;00:03:05;00:00:14;00:00:18;00:00:16;00:01:04;00:01:07;
PISANO;2687;98;159;138;120;506;8,69;14,12;45,99;44,28;32,65;40,03;71,11;00:27:18;1,22;1,65;5,14;4,45;18,82;5,91;8;7;39;41;1;41;144,14;33,18;31,26;14,24;00:00:24;40,03;00:00:13;00:00:06;00:02:13;00:00:14;00:00:13;00:00:17;00:00:56;00:00:50;
RAGATZU;2642;91;167;153;126;526;8,06;14,4;33;44,39;30,83;42,82;82,5;00:29:00;1,17;1,68;5,79;4,76;19,92;6,33;10;6;43;33;1;33;218,62;35,45;27,36;14,03;00:00:26;42,82;00:00:12;00:00:04;00:02:15;00:00:18;00:00:12;00:00:16;00:00:57;00:00:50;
TRAVAGLINI;3024;105;138;171;162;660;9,49;16,65;22,76;52,42;53,11;38,85;71,06;00:28:45;1,76;1,73;5,65;5,35;21,82;4,57;13;6;46;43;0;43;229,25;37,69;28,51;16,38;00:00:22;38,85;00:00:18;00:00:03;00:02:58;00:00:15;00:00:18;00:00:21;00:01:08;00:01:03;
UDHO;2646;95;114;142;161;527;8,59;17,07;23,52;47,2;56,57;42,62;57,05;00:27:54;2,14;1,78;5,36;6,07;19,92;4,3;19;7;42;58;1;58;168,41;34,93;29,58;14,39;00:00:18;42,62;00:00:22;00:00:03;00:02:26;00:00:13;00:00:22;00:00:18;00:00:59;00:01:06;
