;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;934;78;2;69;38;167;7,04;16,28;0;20,32;5,81;56,32;9,85;00:11:57;0,61;2,16;7,32;4,07;17,78;0,22;0,94;3;24,75;9,62;0;9,62;34,48;34,05;18,67;5,05;00:00:00;56,32;00:00:02;00:00:00;00:00:54;00:00:02;00:00:02;00:00:11;00:00:39;00:00:21;
BIANCU;889;74;0;64;32;149;6,64;15,29;0;13,19;6,79;57,67;5,74;00:11:57;0,76;1,48;7,19;3,61;16,75;0;1;0;18;10;0;10;20,58;31,97;18,47;4,76;00:00:00;57,67;00:00:02;00:00:00;00:00:49;00:00:01;00:00:02;00:00:08;00:00:37;00:00:17;
BOCCIA;929;78;0;76;57;176;7,13;18,38;0;19,22;11,32;55,15;9,86;00:11:57;1,22;2,07;8,15;6,15;18,93;0;4;1;25;17;0;17;48,04;35,4;18,92;5,11;00:00:00;55,15;00:00:05;00:00:00;00:00:57;00:00:02;00:00:05;00:00:11;00:00:43;00:00:31;
BRIGNANI;989;83;2;78;45;207;7,48;16,9;0;24,55;4,21;56,63;13,19;00:11:57;0,43;2,48;7,93;4,6;20,93;0,17;1;4;36;13;0;13;65,5;38,73;19,63;5,37;00:00:00;56,63;00:00:02;00:00:00;00:01:05;00:00:03;00:00:02;00:00:13;00:00:43;00:00:24;
EMERSON;1007;84;3;80;50;210;7,72;18,26;0;27,82;6,58;54,56;6,71;00:11:57;0,65;2,76;7,96;4,92;20,81;0,33;2;4;32;12;0;12;43,87;38,91;19,5;5,53;00:00:00;54,56;00:00:02;00:00:00;00:01:08;00:00:02;00:00:02;00:00:17;00:00:47;00:00:26;
GIANDONATO;875;73;0;49;25;126;6,38;12,61;0;10,84;1,79;58,55;2,91;00:11:57;0,2;1,24;5,6;2,81;14,43;0;0;2;11;3;0;3;20,17;27,18;17,84;4,57;00:00:00;58,55;00:00:01;00:00:00;00:00:42;00:00:00;00:00:01;00:00:07;00:00:33;00:00:16;
LA ROSA ;922;77;0;46;15;115;6,58;10,23;0;9,57;2,66;56,11;2,1;00:11:57;0,29;1,04;4,96;1,64;12,51;0;0;3;17;2;0;2;1,41;25,15;16,52;4,72;00:00:00;56,11;00:00:01;00:00:00;00:00:40;00:00:00;00:00:01;00:00:05;00:00:26;00:00:10;
LELLA ;967;81;9;81;48;189;7,49;19,58;0;32,12;10,77;56,49;22,43;00:11:57;1,11;3,32;8,4;4,99;19,51;0,9;3;5;37;11;0;11;65,87;38,55;21,15;5,37;00:00:01;56,49;00:00:04;00:00:00;00:01:01;00:00:06;00:00:04;00:00:17;00:00:44;00:00:23;
MANCINI;924;77;0;73;46;198;7,07;18,17;0;20,92;8;58,58;11,31;00:11:57;0,87;2,26;7,91;5,02;21,38;0;0;2;25;14;0;14;64,9;38,86;18,77;5,07;00:00:00;58,58;00:00:03;00:00:00;00:01:03;00:00:02;00:00:03;00:00:11;00:00:42;00:00:23;
OCCHIONI;971;81;0;67;38;149;7,27;15,62;0;23,09;5,31;53,56;9,56;00:11:57;0,55;2,38;6,86;3,9;15,35;0;0;4;16;9;0;9;25,58;30,56;18,45;5,22;00:00:00;53,56;00:00:02;00:00:00;00:00:50;00:00:02;00:00:02;00:00:12;00:00:38;00:00:20;
