;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;1810;80;29;81;78;285;7,05;13,28;1,08;23,23;24,76;49,72;23,42;00:22:30;1,37;1,28;4,5;4,32;15,63;1,62;6,55;3,91;23,82;24,73;0;24,73;74,15;28,45;22,2;9,52;00:00:04;49,72;00:00:09;00:00:00;00:01:24;00:00:05;00:00:09;00:00:10;00:00:38;00:00:35;
BRIGNANI;2070;92;1;78;75;354;7,89;10,81;0;18,33;17,85;42,6;9,46;00:22:30;0,86;0,89;3,76;3,61;17,1;0,06;5;2;27;23;0;23;46,8;29,18;19,43;10,65;00:00:00;42,6;00:00:08;00:00:00;00:01:49;00:00:02;00:00:08;00:00:09;00:00:40;00:00:35;
CHIERICO;2029;90;22;101;86;343;7,98;14,36;0;29,57;35,61;42,38;22,44;00:22:30;1,75;1,46;4,98;4,22;16,88;1,09;12;7;28;28;0;28;61,92;31,05;23,42;10,78;00:00:03;42,38;00:00:14;00:00:00;00:01:42;00:00:06;00:00:14;00:00:12;00:00:45;00:00:39;
EMERSON;1844;82;52;64;59;269;6,98;10,11;3,98;17,16;13,18;47,63;22,29;00:22:30;0,71;0,93;3,48;3,18;14,56;2,8;2;2;25;14;0;14;81,29;25,78;24,93;9,43;00:00:08;47,63;00:00:05;00:00:00;00:01:17;00:00:05;00:00:05;00:00:08;00:00:31;00:00:28;
GIANDONATO;1571;70;1;51;50;173;5,92;9,57;0;8,65;14,47;54,49;3,52;00:22:30;0,92;0,55;3,26;3,2;11,02;0,05;3;1;16;16;0;16;34,04;20,34;19,14;7,99;00:00:00;54,49;00:00:06;00:00:00;00:00:55;00:00:00;00:00:06;00:00:04;00:00:27;00:00:26;
LADINETTI;1788;79;32;73;85;305;7,02;14,11;0;22,38;32,46;52,76;20,47;00:22:30;1,82;1,25;4,07;4,73;17,06;1,77;10;3;17;31;0;31;72,67;29,81;22,03;9,48;00:00:05;52,76;00:00:11;00:00:00;00:01:27;00:00:05;00:00:11;00:00:10;00:00:34;00:00:35;
LELLA ;1764;78;55;106;102;300;7,18;18,33;0;38,29;36,88;51,37;46,2;00:22:30;2,09;2,17;6,01;5,78;17,01;3,12;13;8;27;38;0;38;87,55;32,66;23,59;9,69;00:00:09;51,37;00:00:14;00:00:00;00:01:27;00:00:11;00:00:14;00:00:16;00:00:47;00:00:44;
MANCINI;1717;76;6;90;84;276;6,84;15,76;0;28,77;27,87;53,04;22,41;00:22:30;1,62;1,67;5,21;4,91;16,06;0,34;6;8;27;32;0;32;75,84;30,61;20,94;9,23;00:00:01;53,04;00:00:12;00:00:00;00:01:23;00:00:06;00:00:12;00:00:12;00:00:40;00:00:39;
PINNA S.;1912;85;85;105;107;372;7,61;15,68;0;30,25;35,02;46,95;53,48;00:22:30;1,83;1,58;5,48;5,58;19,46;4,47;9;4;26;32;0;32;140,72;34,43;23,71;10,27;00:00:14;46,95;00:00:13;00:00:00;00:01:39;00:00:12;00:00:13;00:00:12;00:00:42;00:00:42;
RAGATZU;1784;79;37;66;75;261;6,85;11,72;0;16,57;23,82;48,12;15,77;00:22:30;1,33;0,93;3,72;4,19;14,65;2,05;7;2;23;26;0;26;112,64;25,75;21,79;9,26;00:00:06;48,12;00:00:09;00:00:00;00:01:15;00:00:03;00:00:09;00:00:07;00:00:32;00:00:34;
TRAVAGLINI;1865;83;2;84;75;279;7,23;12,76;0;27,36;17,31;48,63;20,09;00:22:30;0,93;1,47;4,5;4,05;14,94;0,13;2;2;23;16;0;16;72,1;27,92;19,31;9,76;00:00:00;48,63;00:00:07;00:00:00;00:01:26;00:00:05;00:00:07;00:00:12;00:00:41;00:00:36;
UDHO;1560;69;31;78;63;206;6,05;12,79;7,87;18,19;17,93;58,91;21,52;00:22:30;1,15;1,17;5,02;4,04;13,21;1,99;3;4;23;16;0;16;30,04;25,48;25,92;8,17;00:00:04;58,91;00:00:06;00:00:01;00:01:04;00:00:04;00:00:06;00:00:09;00:00:38;00:00:30;
