;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;928;90;5;45;24;212;7,73;11,22;0;10,4;3,29;52,31;6,33;00:10:20;0,35;1,1;4,86;2,57;22,76;0,52;0,07;1,64;17,07;4;0;4;58,53;37,55;19,28;4,8;00:00:00;52,31;00:00:01;00:00:00;00:01:01;00:00:01;00:00:01;00:00:05;00:00:23;00:00:13;
BIANCU;830;80;9;38;15;200;6,84;10,14;0;8,72;1,24;58,94;6,28;00:10:20;0,15;1,05;4,63;1,77;24,13;1,07;0;1;15;2;0;2;68,25;38,3;20,56;4,24;00:00:01;58,94;00:00:00;00:00:00;00:00:54;00:00:01;00:00:00;00:00:04;00:00:20;00:00:10;
BOCCIA;915;88;5;38;28;195;7,57;10,58;0;9,94;3,69;53,44;6,77;00:10:20;0,4;1,09;4,18;3,03;21,34;0,51;0;2;13;6;0;6;45,97;34,65;19,56;4,7;00:00:00;53,44;00:00:02;00:00:00;00:00:56;00:00:01;00:00:02;00:00:04;00:00:20;00:00:14;
BRIGNANI;1020;99;0;54;19;235;8,43;10,49;0;10,13;1,54;46,78;2,77;00:10:20;0,15;0,99;5,26;1,88;23,06;0;0;0;22;2;0;2;43,56;38,8;18,68;5,23;00:00:00;46,78;00:00:00;00:00:00;00:01:11;00:00:00;00:00:00;00:00:06;00:00:28;00:00:11;
EMERSON;892;86;30;46;25;250;7,48;12,05;0;10,19;4,57;56,87;6,56;00:10:20;0,51;1,14;5,12;2,82;28,04;3,42;0;2;13;4;0;4;111,45;43,35;21,69;4,64;00:00:05;56,87;00:00:02;00:00:00;00:01:06;00:00:01;00:00:02;00:00:06;00:00:24;00:00:15;
GIANDONATO;841;81;0;35;17;179;6,9;9,59;0;5,43;1,96;55,55;2,62;00:10:20;0,23;0,65;4,13;1,98;21,28;0;0;1;10;1;0;1;23,69;34,51;18,69;4,28;00:00:00;55,55;00:00:00;00:00:00;00:00:52;00:00:00;00:00:00;00:00:03;00:00:19;00:00:09;
LA ROSA ;846;82;0;27;11;120;6,76;6,87;0;3,57;0,91;53,01;1,08;00:10:20;0,11;0,42;3,2;1,26;14,17;0;0;0;3;3;0;3;4,76;24,53;17,51;4,2;00:00:00;53,01;00:00:00;00:00:00;00:00:38;00:00:00;00:00:00;00:00:02;00:00:15;00:00:07;
LELLA ;985;95;10;58;33;260;8,4;13,97;0;18,27;5,66;50,28;13,42;00:10:20;0,58;1,85;5,87;3,35;26,43;1,06;0;5;28;3;0;3;124,91;43,22;20,1;5,21;00:00:01;50,28;00:00:02;00:00:00;00:01:10;00:00:03;00:00:02;00:00:09;00:00:29;00:00:14;
MANCINI;983;95;1;49;26;269;8,22;11,79;0;11,76;1,72;53,07;4,95;00:10:20;0,17;1,2;4,97;2,66;27,36;0,15;0;2;23;5;0;5;87,75;43,74;19,15;5,1;00:00:00;53,07;00:00:01;00:00:00;00:01:15;00:00:01;00:00:01;00:00:06;00:00:25;00:00:14;
OCCHIONI;971;94;0;53;26;195;8,16;12,32;0;13,69;4,1;50,07;4,36;00:10:20;0,42;1,41;5,43;2,66;20,06;0;0;5;25;7;0;7;26,05;35,99;18,21;5,07;00:00:00;50,07;00:00:01;00:00:00;00:01:01;00:00:01;00:00:01;00:00:07;00:00:28;00:00:15;
PALESI;1023;99;6;66;40;270;8,78;14,67;0;14,64;7,02;49,82;18,14;00:10:20;0,69;1,43;6,42;3,92;26,41;0,63;1;1;22;9;0;9;130,83;43,63;19,87;5,45;00:00:01;49,82;00:00:03;00:00:00;00:01:14;00:00:04;00:00:03;00:00:06;00:00:29;00:00:20;
PINNA S.;890;86;2;45;26;203;7,42;11,39;0;10,72;3,16;55,2;8,69;00:10:20;0,35;1,2;5,07;2,87;22,79;0,22;0;3;15;4;0;4;79,71;37,71;19,84;4,61;00:00:00;55,2;00:00:01;00:00:00;00:00:55;00:00:02;00:00:01;00:00:04;00:00:22;00:00:12;
PISANO;807;78;0;36;16;160;6,59;9,23;0;6,99;1,79;57,42;1,77;00:10:20;0,22;0,87;4,44;2,03;19,78;0;0;0;17;1;0;1;20,36;33,43;17,54;4,09;00:00:00;57,42;00:00:00;00:00:00;00:00:48;00:00:00;00:00:00;00:00:04;00:00:20;00:00:09;
RENAULT ;959;93;2;45;26;229;8,04;12,13;0;9,09;3,67;49,7;5,31;00:10:20;0,38;0,95;4,66;2,69;23,89;0,16;0;1;11;2;0;2;30,55;39,3;19,35;4,99;00:00:00;49,7;00:00:02;00:00:00;00:01:09;00:00:01;00:00:02;00:00:05;00:00:24;00:00:15;
TRAVAGLINI;1036;100;1;48;31;206;8,68;11,89;0;12,44;4,98;42,17;5,92;00:10:20;0,48;1,2;4,6;3,02;19,83;0,12;0;0;22;7;0;7;21,65;34,54;19,19;5,39;00:00:00;42,17;00:00:02;00:00:00;00:01:04;00:00:01;00:00:02;00:00:06;00:00:25;00:00:16;
