;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;646;107;8;38;39;125;9,75;17,23;0;9,82;12,82;32,27;9,57;00:06:02;1,9;1,48;5,7;5,89;18,42;1,13;4;1,8;11,3;12,9;0;12,9;34,49;33,02;20,2;3,53;00:00:01;32,27;00:00:05;00:00:00;00:00:37;00:00:02;00:00:05;00:00:04;00:00:16;00:00:17;
ARBOLEDA;644;107;15;47;38;134;9,87;19,48;0;14,01;11,58;34,57;14,82;00:06:02;1,8;2,17;7,23;5,84;20,79;2,35;3;4;16;8;0;8;39,75;39;21,25;3,58;00:00:02;34,57;00:00:04;00:00:00;00:00:39;00:00:03;00:00:04;00:00:05;00:00:18;00:00:14;
BRIGNANI;685;113;10;42;43;138;10,31;17,52;0;6,67;14,57;26,04;6,91;00:06:02;2,13;0,97;6,08;6,27;20,08;1,41;4;0;13;11;0;11;43,24;35,66;20,66;3,74;00:00:01;26,04;00:00:05;00:00:00;00:00:39;00:00:01;00:00:05;00:00:02;00:00:16;00:00:17;
CHIERICO;808;134;3;39;36;172;11,91;14,92;0;10,4;13,79;17,83;6,89;00:06:02;1,71;1,29;4,84;4,5;21,29;0,42;5;3;12;17;0;17;34,9;36,07;20,08;4,31;00:00:00;17,83;00:00:06;00:00:00;00:00:53;00:00:01;00:00:06;00:00:05;00:00:17;00:00:18;
EMERSON;642;106;4;28;37;118;9,56;16,13;0;5,35;13,32;30,55;1,89;00:06:02;2,07;0,83;4,35;5,74;18,44;0,59;3;1;12;14;0;14;39,75;31,6;19,64;3,46;00:00:00;30,55;00:00:05;00:00:00;00:00:35;00:00:00;00:00:05;00:00:02;00:00:13;00:00:17;
GIANDONATO;686;114;8;30;37;113;9,98;13,49;0;6,01;7,76;27,77;9,04;00:06:02;1,13;0,88;4,35;5,44;16,4;1,23;2;0;4;13;0;13;24,96;29,08;21,77;3,62;00:00:01;27,77;00:00:03;00:00:00;00:00:33;00:00:02;00:00:03;00:00:02;00:00:12;00:00:17;
MANCINI;417;69;0;19;20;35;6,09;13,89;0;5,3;5,09;56,95;3,39;00:06:02;1,22;1,27;4,59;4,67;8,38;0;1;1;5;8;0;8;7,04;18,5;17,4;2,21;00:00:00;56,95;00:00:02;00:00:00;00:00:12;00:00:01;00:00:02;00:00:03;00:00:12;00:00:13;
PINNA S.;773;128;24;57;64;214;12,27;23,78;0;18,11;23,85;23,91;20,73;00:06:02;3,08;2,34;7,42;8,33;27,63;3,16;9;4;23;19;0;19;79,92;45,84;23,79;4,44;00:00:04;23,91;00:00:08;00:00:00;00:00:58;00:00:05;00:00:08;00:00:07;00:00:21;00:00:24;
PISANO;466;77;0;17;17;40;6,54;9,65;0;2,63;3,11;45,25;0,32;00:06:02;0,67;0,56;3,58;3,62;8,66;0;0;0;6;4;0;4;0,09;16,95;16;2,37;00:00:00;45,25;00:00:01;00:00:00;00:00:14;00:00:00;00:00:01;00:00:01;00:00:10;00:00:10;
RAGATZU;624;103;10;45;48;136;9,74;21,8;0;13,87;16,43;35,34;16,47;00:06:02;2,63;2,22;7,2;7,73;21,86;1,56;7;4;14;18;0;18;41,48;39,11;21,35;3,53;00:00:01;35,34;00:00:07;00:00:00;00:00:40;00:00:03;00:00:07;00:00:05;00:00:19;00:00:21;
TRAVAGLINI;718;119;4;53;49;149;11,19;21,62;0;15,89;18,65;24,53;15,21;00:06:02;2,6;2,21;7,31;6,81;20,68;0,58;6;1;8;17;0;17;33,78;38,39;20,05;4,06;00:00:00;24,53;00:00:08;00:00:00;00:00:46;00:00:03;00:00:08;00:00:05;00:00:21;00:00:21;
