;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;1929;88;84;87;84;358;7,72;13,76;13,33;24,78;28,14;46,64;35,53;00:21:56;1,47;1,33;4,63;4,46;18;4,19;6,38;4,23;25,92;26,69;0,23;26,69;119,57;30,9;25,74;10,17;00:00:13;46,64;00:00:11;00:00:01;00:01:37;00:00:07;00:00:11;00:00:10;00:00:39;00:00:38;
ARBOLEDA;2306;103;156;128;119;552;9,28;16,29;34,55;41,35;43,25;40,45;65,22;00:22:21;1,88;1,79;5,53;5,16;23,95;6,77;13;9;42;33;1;33;216,36;39,76;28,93;12,46;00:00:24;40,45;00:00:16;00:00:04;00:02:23;00:00:14;00:00:16;00:00:16;00:00:52;00:00:47;
BRIGNANI;1994;89;85;79;82;351;7,74;12,11;26,85;19,4;29,1;43,59;27,86;00:22:21;1,46;0,97;3,94;4,13;17,59;4,25;6;1;20;32;1;32;84,42;29,08;25,68;10,38;00:00:13;43,59;00:00:11;00:00:03;00:01:35;00:00:05;00:00:11;00:00:08;00:00:36;00:00:37;
CHIERICO;2315;104;113;103;95;500;9,1;13,55;8,21;30,6;37,64;36,48;38,08;00:22:21;1,63;1,32;4,44;4,1;21,59;4,89;9;5;30;34;0;34;153,29;35,5;25,69;12,21;00:00:18;36,48;00:00:15;00:00:01;00:02:14;00:00:09;00:00:15;00:00:12;00:00:46;00:00:43;
EMERSON;1937;87;40;45;42;242;7,15;6,7;0;6,18;11,78;43,62;16,9;00:22:21;0,61;0,32;2,31;2,16;12,49;2,06;1;1;10;9;0;9;99,3;21,15;23,56;9,6;00:00:06;43,62;00:00:04;00:00:00;00:01:06;00:00:03;00:00:04;00:00:03;00:00:20;00:00:18;
GIANDONATO;1997;89;5;58;57;192;7,47;8,07;0;11,35;14,61;39,64;9,11;00:22:21;0,73;0,57;2,89;2,88;9,61;0,25;3;2;18;20;0;20;32,65;18,22;20,93;10,02;00:00:00;39,64;00:00:07;00:00:00;00:01:00;00:00:02;00:00:07;00:00:05;00:00:28;00:00:29;
LADINETTI;1668;99;63;75;78;357;8,71;13,92;4,23;19,56;28,32;43,68;24,07;00:16:53;1,7;1,17;4,5;4,7;21,43;3,78;6;3;17;23;0;23;155,65;34,97;24,92;8,82;00:00:10;43,68;00:00:10;00:00:00;00:01:35;00:00:05;00:00:10;00:00:07;00:00:32;00:00:32;
LELLA ;2079;93;72;113;99;376;8,38;16,41;0;39,62;36,83;42,54;40,77;00:22:21;1,77;1,91;5,44;4,77;18,09;3,47;8;5;35;39;0;39;111,68;33,07;23,4;11,24;00:00:12;42,54;00:00:16;00:00:00;00:01:47;00:00:10;00:00:16;00:00:17;00:00:52;00:00:46;
MANCINI;1797;80;83;75;73;364;6,99;12,45;12,14;18,71;19,27;54,68;35,67;00:22:21;1,07;1,04;4,18;4,08;20,28;4,63;5;6;22;24;0;24;115,7;33,69;26,13;9,38;00:00:12;54,68;00:00:08;00:00:01;00:01:36;00:00:08;00:00:08;00:00:07;00:00:30;00:00:30;
PINNA S.;2211;99;186;119;130;551;8,91;16,4;27,98;29,86;48,68;42,08;65,75;00:22:21;2,2;1,35;5,39;5,88;24,9;8,39;13;5;31;37;1;37;206,98;40,11;27,73;11,95;00:00:30;42,08;00:00:17;00:00:03;00:02:20;00:00:13;00:00:17;00:00:11;00:00:44;00:00:48;
PISANO;973;44;20;77;73;85;4,15;23,21;8,19;26,65;23,33;75,81;17,29;00:22:21;2,4;2,74;7,95;7,47;8,76;2,09;4;5;36;29;0;29;5,19;20,79;28,03;5,57;00:00:03;75,81;00:00:12;00:00:01;00:00:31;00:00:03;00:00:12;00:00:13;00:00:53;00:00:52;
RAGATZU;2006;90;102;102;94;381;7,96;14,59;25,39;33,77;27,59;43,61;56,79;00:22:21;1,38;1,68;5,1;4,69;18,99;5,06;7;8;31;30;0;30;137,85;33,39;27,14;10,67;00:00:16;43,61;00:00:10;00:00:03;00:01:42;00:00:12;00:00:10;00:00:13;00:00:40;00:00:38;
TRAVAGLINI;1927;86;109;80;77;384;7,5;12,41;11,17;24,16;25,47;48,32;37,31;00:22:21;1,32;1,25;4,13;4;19,92;5,64;4;3;25;19;0;19;152,03;32,97;25,9;10,06;00:00:17;48,32;00:00:09;00:00:01;00:01:39;00:00:08;00:00:09;00:00:10;00:00:35;00:00:34;
UDHO;1870;84;58;82;74;323;7,3;12,77;14,54;20,97;19,91;51,07;27,09;00:22:21;1,07;1,12;4,38;3,97;17,29;3,1;4;2;20;18;0;18;83,26;30,01;26,59;9,79;00:00:09;51,07;00:00:08;00:00:02;00:01:33;00:00:05;00:00:08;00:00:09;00:00:39;00:00:35;
