;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;1454;116;42;103;101;348;10,89;20,86;1,35;29,76;31,97;30,77;33,91;00:12:29;2,2;2,04;7,08;6,97;23,81;2,87;8,25;5,17;32,83;34,42;0;34,42;101,83;41,43;23,08;8,17;00:00:07;30,77;00:00:13;00:00:00;00:01:41;00:00:08;00:00:13;00:00:12;00:00:43;00:00:43;
ARBOLEDA;1404;122;76;144;139;405;12,43;31,86;0;54,07;52,33;31,68;64,66;00:11:31;3,73;3,85;10,23;9,89;28,86;5,4;17;11;50;45;0;45;129,36;50,41;23,59;8,6;00:00:12;31,68;00:00:20;00:00:00;00:01:55;00:00:15;00:00:20;00:00:22;00:00:57;00:00:56;
BIANCU;1617;117;71;115;119;415;11,06;22,54;0;33,2;40,79;31,62;46,93;00:13:52;2,52;2,05;7,12;7,37;25,69;4,37;9;7;29;29;0;29;124,93;44,37;23,5;9,2;00:00:11;31,62;00:00:15;00:00:00;00:01:58;00:00:11;00:00:15;00:00:14;00:00:46;00:00:47;
BOCCIA;1534;124;42;126;129;411;11,9;24,01;0;38,65;37,26;27,16;34,03;00:12:22;2,43;2,52;8,2;8,38;26,76;2,72;11;7;41;48;0;48;129,48;45,95;21,43;8,84;00:00:07;27,16;00:00:16;00:00:00;00:02:01;00:00:08;00:00:16;00:00:16;00:00:55;00:00:54;
CHIERICO;1413;121;19;90;83;277;10,91;16,89;0;18,78;23,41;24,48;25,23;00:11:43;1,66;1,33;6,37;5,89;19,59;1,36;5;2;27;32;0;32;60,62;35,54;22,58;7,67;00:00:03;24,48;00:00:10;00:00:00;00:01:23;00:00:05;00:00:10;00:00:08;00:00:36;00:00:36;
EMERSON;1274;103;40;95;87;271;9,62;20,32;0;22,3;25,4;37,73;30,15;00:12:20;1,99;1,75;7,44;6,79;21,27;3,11;7;3;34;30;0;30;72,04;38,31;23,57;7,12;00:00:06;37,73;00:00:11;00:00:00;00:01:20;00:00:07;00:00:11;00:00:10;00:00:42;00:00:39;
LA ROSA ;1471;117;8;78;66;299;10,41;14,68;0;15,29;12,27;28,08;9,31;00:12:32;0,83;1,04;5,3;4,48;20,3;0,55;0;0;14;23;0;23;43,11;35,63;21,25;7,83;00:00:01;28,08;00:00:06;00:00:00;00:01:31;00:00:02;00:00:06;00:00:07;00:00:34;00:00:30;
MANCINI;1382;119;41;93;87;315;10,91;18,99;10,68;27,76;21,73;28,34;35,6;00:11:39;1,57;2,01;6,71;6,29;22,82;2,96;6;7;33;33;0;33;85,07;39,93;25,4;7,64;00:00:06;28,34;00:00:09;00:00:01;00:01:32;00:00:08;00:00:09;00:00:12;00:00:40;00:00:37;
PINNA S.;1483;126;22;87;99;347;11,55;18,7;0;16,52;34,49;24,1;23,29;00:11:47;2,33;1,11;5,9;6,7;23,42;1,49;11;4;30;38;0;38;92,73;39,06;23,71;8,17;00:00:03;24,1;00:00:13;00:00:00;00:01:40;00:00:05;00:00:13;00:00:07;00:00:36;00:00:42;
PISANO;1467;106;13;92;86;299;9,62;17,6;0;29,35;26,42;35,74;23,72;00:13:52;1,8;2;6,26;5,85;20,37;0,87;7;4;32;36;0;36;73,21;37,05;21,22;8,01;00:00:02;35,74;00:00:12;00:00:00;00:01:32;00:00:05;00:00:12;00:00:12;00:00:40;00:00:39;
RAGATZU;1484;107;86;107;117;410;10,08;21,76;4,16;28,64;40,74;38,84;41,4;00:13:52;2,74;1,93;7,2;7,89;27,63;5,77;8;7;34;38;0;38;151,43;44,85;25,76;8,39;00:00:14;38,84;00:00:16;00:00:00;00:01:51;00:00:09;00:00:16;00:00:12;00:00:46;00:00:48;
TRAVAGLINI;1566;137;88;119;105;447;12,92;21,38;1,4;39,29;30,95;23,13;48;00:11:23;1,98;2,51;7,57;6,68;28,55;5,61;8;7;39;30;0;30;203,19;48,24;24,46;8,83;00:00:14;23,13;00:00:12;00:00:00;00:02:01;00:00:11;00:00:12;00:00:15;00:00:47;00:00:41;
UDHO;1356;105;4;93;101;282;9,88;22,05;0;33,27;37,86;35,15;24,59;00:12:58;2,79;2,45;6,87;7,43;20,78;0,29;10;3;31;31;0;31;56,8;38,39;20,54;7,68;00:00:00;35,15;00:00:16;00:00:00;00:01:27;00:00:06;00:00:16;00:00:13;00:00:40;00:00:43;
