;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;1114;101;11;73;73;201;9,4;19,33;0,11;22,26;23,04;35,87;18,41;00:10:58;2,01;1,97;6,48;6,39;17,58;0,94;5,5;4;23,75;25,13;0;25,13;40,1;33,25;20,21;6,19;00:00:01;35,87;00:00:10;00:00:00;00:01:04;00:00:04;00:00:10;00:00:10;00:00:34;00:00:34;
BIANCU;1501;122;16;104;108;335;11,42;20,73;0;22,62;36,39;24,65;30,05;00:12:16;2,42;1,51;6,94;7,16;22,3;1,09;10;1;26;33;0;33;61,59;39,46;23,19;8,42;00:00:02;24,65;00:00:14;00:00:00;00:01:42;00:00:07;00:00:14;00:00:08;00:00:41;00:00:44;
BOCCIA;1479;120;7;108;107;308;11,35;21,84;0;37,45;35,42;22,81;18,48;00:12:16;2,4;2,53;7,32;7,22;20,8;0,48;9;11;46;41;0;41;41,47;38,55;22,29;8,37;00:00:01;22,81;00:00:16;00:00:00;00:01:40;00:00:05;00:00:16;00:00:17;00:00:50;00:00:51;
BRIGNANI;1301;106;6;85;83;232;9,75;18,93;0;25,29;27,52;30,5;21,71;00:12:16;2,11;1,94;6,5;6,34;17,8;0,47;6;5;26;31;0;31;54,98;34,15;19,94;7,19;00:00:01;30,5;00:00:10;00:00:00;00:01:13;00:00:05;00:00:10;00:00:11;00:00:37;00:00:36;
CHIERICO;686;101;0;36;33;92;9,01;15,83;0;9,75;10,23;34,23;3,7;00:06:49;1,49;1,42;5,18;4,85;13,46;0;3;0;8;15;0;15;4,88;25,86;17,25;3,69;00:00:00;34,23;00:00:05;00:00:00;00:00:33;00:00:01;00:00:05;00:00:05;00:00:20;00:00:20;
DEMARCUS ;1333;109;39;110;110;304;10,42;24,06;0;37,73;37,23;33,23;38,12;00:12:16;2,79;2,83;8,25;8,27;22,78;2,95;11;11;37;38;0;38;62,88;41,73;22,27;7,68;00:00:06;33,23;00:00:15;00:00:00;00:01:32;00:00:09;00:00:15;00:00:15;00:00:47;00:00:48;
EMERSON;1233;100;9;59;54;167;8,86;13,96;0;16,04;14,13;33,42;13,08;00:12:16;1,15;1,3;4,76;4,41;13,51;0,76;2;1;21;18;0;18;35,62;26,18;20,95;6,53;00:00:01;33,42;00:00:06;00:00:00;00:00:55;00:00:03;00:00:06;00:00:08;00:00:29;00:00:28;
LA ROSA ;665;92;0;25;29;79;8,01;12,5;0;6,87;5,78;38,78;2,37;00:07:13;0,87;1,03;3,74;4,32;11,92;0;1;2;7;7;0;7;0,46;22,34;16,09;3,47;00:00:00;38,78;00:00:03;00:00:00;00:00:27;00:00:00;00:00:03;00:00:03;00:00:14;00:00:16;
LELLA ;678;95;0;38;40;87;8,69;17,87;0;13,98;10,35;37,1;5,38;00:07:07;1,53;2,06;5,63;5,9;12,9;0;2;1;13;12;0;12;0,18;27,09;16,01;3,71;00:00:00;37,1;00:00:05;00:00:00;00:00:31;00:00:01;00:00:05;00:00:07;00:00:20;00:00:22;
MANCINI;1209;98;10;67;63;196;8,8;15,51;0;15,92;15,98;37,87;18,93;00:12:16;1,32;1,32;5,53;5,24;16,18;0,86;3;3;17;23;0;23;37,91;30,49;20,73;6,49;00:00:01;37,87;00:00:07;00:00:00;00:01:01;00:00:04;00:00:07;00:00:06;00:00:29;00:00:29;
OCCHIONI;743;104;6;39;51;133;9,55;18,14;0;8,96;15,46;32,89;8,3;00:07:06;2,08;1,21;5,28;6,8;17,95;0,87;2;3;13;20;0;20;38,34;31,77;19,84;4,08;00:00:01;32,89;00:00:08;00:00:00;00:00:41;00:00:02;00:00:08;00:00:04;00:00:18;00:00:26;
PALESI;987;80;3;72;65;150;7,57;21,78;0;23,83;21,66;50,27;14,24;00:12:16;2,2;2,41;7,27;6,57;15,15;0,28;6;4;34;25;0;25;15,13;31,89;20,41;5,58;00:00:00;50,27;00:00:10;00:00:00;00:00:54;00:00:04;00:00:10;00:00:13;00:00:38;00:00:35;
PINNA S.;904;74;0;34;30;70;6,3;10,69;0;9,29;5,89;51,48;4,2;00:12:16;0,65;1,03;3,76;3,28;7,76;0;0;2;12;12;0;12;0;16,72;14,83;4,65;00:00:00;51,48;00:00:03;00:00:00;00:00:26;00:00:01;00:00:03;00:00:04;00:00:19;00:00:18;
RAGATZU;1121;91;25;84;91;244;8,72;23,34;0;25,31;32,35;45,14;29,07;00:12:16;2,88;2,26;7,52;8,13;21,8;2,22;11;5;21;29;0;29;79,68;39,8;21,35;6,42;00:00:04;45,14;00:00:12;00:00:00;00:01:12;00:00:07;00:00:12;00:00:10;00:00:34;00:00:37;
RENAULT ;1465;119;23;130;126;356;11,65;26,23;1,81;41,69;46,39;28,62;30,44;00:12:16;3,17;2,85;8,84;8,61;24,31;1,59;17;7;47;50;0;50;89,58;43,67;24,17;8,59;00:00:03;28,62;00:00:20;00:00:00;00:01:51;00:00:08;00:00:20;00:00:19;00:00:58;00:00:58;
