;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;5950;81;118;326;318;965;7,28;15,97;11,31;95,39;102,71;49,61;86,77;01:13:25;1,71;1,6;5,45;5,31;16,04;1,96;25,08;15,5;105,67;110,33;0,17;110,33;248,75;29,66;25,26;32,07;00:00:19;49,61;00:00:46;00:00:01;00:04:53;00:00:21;00:00:46;00:00:47;00:02:46;00:02:43;
ARBOLEDA;5815;79;179;364;343;1003;7,29;19,04;19,69;129,77;129,65;50,59;133,19;01:13:27;2,23;2,23;6,26;5,89;17,26;3,08;27;20;127;124;0;124;252,3;32,91;26,29;32,15;00:00:29;50,59;00:00:59;00:00:02;00:05:04;00:00:33;00:00:59;00:01:03;00:03:00;00:02:52;
BRIGNANI;6299;86;98;349;325;1100;7,67;15,53;1,39;87,34;93,67;45,71;83,76;01:13:28;1,49;1,39;5,54;5,16;17,46;1,56;23;14;100;100;0;100;374,16;31,72;24,15;33,8;00:00:16;45,71;00:00:38;00:00:00;00:05:27;00:00:20;00:00:38;00:00:41;00:02:45;00:02:30;
CHIERICO;6670;91;96;330;307;1090;8,02;14,27;16,47;88,34;100,77;43,69;63,25;01:13:33;1,51;1,32;4,95;4,61;16,34;1,44;24;16;102;110;1;110;228,4;29,45;26,52;35,4;00:00:15;43,69;00:00:50;00:00:02;00:05:38;00:00:16;00:00:50;00:00:45;00:02:50;00:02:43;
EMERSON;6060;83;113;267;289;880;7,27;13,61;15,84;71,81;86,2;47,42;53,47;01:13:17;1,42;1,19;4,4;4,77;14,52;1,86;25;11;96;97;1;97;251,39;26,4;27,06;31,97;00:00:18;47,42;00:00:38;00:00:02;00:04:24;00:00:13;00:00:38;00:00:39;00:02:25;00:02:30;
GIANDONATO;5316;72;23;166;178;523;6,15;9,86;0;39,52;43,45;53,38;23,97;01:13:31;0,82;0,74;3,12;3,34;9,83;0,43;8;3;40;60;0;60;58,86;18,22;21,77;27,12;00:00:03;53,38;00:00:23;00:00:00;00:02:48;00:00:06;00:00:23;00:00:23;00:01:41;00:01:49;
LELLA ;6530;89;109;389;384;1172;8,1;17,77;0;112,39;127,41;46,81;97,95;01:13:31;1,95;1,72;5,95;5,88;17,94;1,67;25;18;126;133;0;133;286,43;32,92;23,92;35,72;00:00:18;46,81;00:00:58;00:00:00;00:06:04;00:00:24;00:00:58;00:00:56;00:03:14;00:03:14;
MANCINI;5577;76;108;301;269;939;6,77;14,97;0;85,25;78,89;54,37;70,66;01:13:17;1,41;1,53;5,39;4,82;16,83;1,93;22;16;99;102;0;102;260,49;30,49;23,96;29,78;00:00:18;54,37;00:00:36;00:00:00;00:04:40;00:00:18;00:00:36;00:00:39;00:02:33;00:02:23;
PINNA S.;6345;86;205;416;433;1247;8,01;19,85;30,75;126,2;161,79;45,44;119,35;01:13:27;2,55;1,99;6,56;6,82;19,65;3,23;54;18;141;178;0;178;357,49;35,09;27,22;35,31;00:00:33;45,44;00:01:11;00:00:04;00:06:09;00:00:28;00:01:11;00:01:01;00:03:24;00:03:34;
PISANO;5059;69;58;268;239;623;6,06;13,86;0;71,94;60,91;56,87;53,52;01:13:35;1,2;1,42;5,3;4,72;12,32;1,14;9;12;103;78;0;78;128,18;24,44;23,21;26,75;00:00:09;56,87;00:00:30;00:00:00;00:03:24;00:00:13;00:00:30;00:00:39;00:02:33;00:02:22;
RAGATZU;5626;77;118;359;355;920;7,03;18,51;17,86;112,19;123,07;51,29;118,65;01:13:23;2,19;1,99;6,39;6,31;16,35;2,11;36;27;117;127;0;127;258,9;31,36;27,15;30,96;00:00:19;51,29;00:00:55;00:00:02;00:04:38;00:00:28;00:00:55;00:00:50;00:02:54;00:02:59;
TRAVAGLINI;6547;90;194;388;388;1241;8,17;17,71;22,89;115,6;128,04;45,46;134,68;01:13:03;1,96;1,77;5,92;5,93;18,95;2,96;29;15;103;124;0;124;359,48;34,27;26,9;35,79;00:00:31;45,46;00:00:54;00:00:03;00:06:01;00:00:31;00:00:54;00:00:54;00:03:00;00:02:58;
UDHO;5556;76;117;314;303;838;6,84;16,66;10,87;104,31;98,63;54,26;88,81;01:13:22;1,78;1,88;5,65;5,46;15,09;2,1;19;16;114;91;0;91;168,88;28,72;24,94;30,1;00:00:18;54,26;00:00:44;00:00:01;00:04:20;00:00:22;00:00:44;00:00:51;00:02:48;00:02:39;
