;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;2036;101;79;108;108;404;9,03;15,71;11,31;32,47;35,93;37,25;43,74;00:20:13;1,73;1,61;5,29;5,27;19,41;3,76;8,83;5,58;32,75;35,42;0,17;35,42;119,82;34,07;24,98;10,95;00:00:12;37,25;00:00:14;00:00:01;00:01:52;00:00:09;00:00:14;00:00:13;00:00:45;00:00:45;
ARBOLEDA;2174;107;151;129;138;513;9,88;18,81;19,69;38,49;53,09;34,69;74,39;00:20:13;2,44;1,77;5,94;6,34;23,61;6,94;11;4;32;40;0;40;149,47;40,06;26,29;11,99;00:00:24;34,69;00:00:18;00:00:02;00:02:16;00:00:15;00:00:18;00:00:15;00:00:50;00:00:53;
BRIGNANI;2087;103;65;116;110;408;9,32;16,63;1,39;37,02;36,9;35,05;42,8;00:20:13;1,77;1,77;5,54;5,25;19,57;3,13;9;7;34;36;0;36;146,86;34,97;24,15;11,3;00:00:11;35,05;00:00:14;00:00:00;00:01:57;00:00:10;00:00:14;00:00:15;00:00:48;00:00:45;
CHIERICO;2348;116;85;115;116;488;10,28;14,39;16,47;30,67;42,11;27,96;36,04;00:20:13;1,79;1,31;4,9;4,96;20,81;3,61;10;5;39;40;1;40;144,9;34,9;26,52;12,47;00:00:13;27,96;00:00:18;00:00:02;00:02:15;00:00:08;00:00:18;00:00:13;00:00:48;00:00:50;
EMERSON;2004;99;46;62;68;323;8,42;9,83;15,84;18,1;17,71;35,52;14,79;00:20:13;0,88;0,9;3,08;3,39;16,14;2,28;6;4;23;18;1;18;98,15;27,22;27,06;10,22;00:00:07;35,52;00:00:07;00:00:02;00:01:29;00:00:03;00:00:07;00:00:08;00:00:31;00:00:30;
GIANDONATO;1808;89;14;55;60;218;7,61;10,03;0;15,2;20,54;40,61;9,21;00:20:13;1,14;0,84;3,02;3,32;12,05;0,8;4;3;12;24;0;24;22,08;21,65;21,4;9,24;00:00:02;40,61;00:00:10;00:00:00;00:01:08;00:00:02;00:00:10;00:00:07;00:00:28;00:00:30;
LELLA ;2305;114;84;141;135;518;10,45;18,37;0;41,59;46,88;31,36;56,32;00:20:13;2,03;1,8;6,1;5,87;22,47;3,67;8;3;43;46;0;46;170,49;39,12;23,92;12,67;00:00:14;31,36;00:00:17;00:00:00;00:02:26;00:00:12;00:00:17;00:00:16;00:00:55;00:00:53;
MANCINI;1987;98;11;94;85;334;8,62;13,37;0;31,99;22,93;38,18;25,03;00:20:13;1,15;1,61;4,73;4,26;16,82;0,55;6;8;34;35;0;35;73,65;30,95;20,95;10,46;00:00:01;38,18;00:00:09;00:00:00;00:01:40;00:00:06;00:00:09;00:00:13;00:00:41;00:00:40;
PINNA S.;2299;114;151;143;156;563;10,51;19,43;30,75;38,14;62,75;28,87;67,52;00:20:13;2,73;1,66;6,21;6,77;24,5;6,57;23;7;32;48;0;48;185,4;40,64;27,22;12,75;00:00:24;28,87;00:00:22;00:00:04;00:02:30;00:00:14;00:00:22;00:00:14;00:00:56;00:01:00;
PISANO;1398;69;25;90;74;177;6,24;16,64;0;33,88;19,25;57,37;27,26;00:20:13;1,38;2,42;6,45;5,27;12,69;1,77;3;9;36;27;0;27;43,77;27,1;23,21;7,57;00:00:04;57,37;00:00:08;00:00:00;00:00:56;00:00:06;00:00:08;00:00:16;00:00:47;00:00:41;
RAGATZU;1807;89;81;109;107;340;8,08;16,81;17,86;33,12;34,45;41,63;54,93;00:20:13;1,91;1,83;6,06;5,94;18,8;4,47;8;8;35;36;0;36;114,56;34,74;27,15;9,8;00:00:12;41,63;00:00:12;00:00:02;00:01:32;00:00:12;00:00:12;00:00:12;00:00:42;00:00:41;
TRAVAGLINI;2130;105;132;108;118;491;9,42;15,49;22,89;28,38;25,76;39,16;56,43;00:20:13;1,21;1,33;5,06;5,55;23,05;6,19;4;2;29;34;0;34;156,03;38,54;26,9;11,43;00:00:20;39,16;00:00:10;00:00:03;00:02:11;00:00:11;00:00:10;00:00:13;00:00:44;00:00:47;
UDHO;2090;103;107;133;132;468;9,5;18,73;10,87;43;48,79;36,56;60,08;00:20:13;2,33;2,06;6,36;6,34;22,37;5,12;14;7;44;41;0;41;132,44;38,96;24,94;11,53;00:00:17;36,56;00:00:18;00:00:01;00:02:08;00:00:14;00:00:18;00:00:17;00:00:53;00:00:52;
