;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;596;74;0;15;17;71;6,2;7,92;0;1,8;2,86;52,17;1,57;00:08:01;0,48;0,3;2,53;2,77;11,91;0;0;0,31;2,54;2,85;0;2,85;2,75;21,57;15,98;2,99;00:00:00;52,17;00:00:01;00:00:00;00:00:22;00:00:00;00:00:01;00:00:00;00:00:06;00:00:06;
ARBOLEDA;598;74;0;11;15;71;6,17;7,13;0;0,13;2,23;53,09;0,47;00:08:01;0,37;0,02;1,84;2,55;11,8;0;0;0;0;2;0;2;0;21,05;15,54;2,98;00:00:00;53,09;00:00:00;00:00:00;00:00:21;00:00:00;00:00:00;00:00:00;00:00:05;00:00:05;
BRIGNANI;646;80;0;20;26;101;6,88;10,5;0;2,78;5,45;48,79;7,04;00:08:01;0,84;0,43;3,16;3,96;15,62;0;0;0;2;6;0;6;19,4;27,24;17,98;3,32;00:00:00;48,79;00:00:01;00:00:00;00:00:27;00:00:01;00:00:01;00:00:00;00:00:07;00:00:09;
CHIERICO;621;77;0;11;12;67;6,34;5,96;0;1,17;1,78;50,01;1,23;00:08:01;0,29;0,19;1,69;1,87;10,73;0;0;0;1;1;0;1;0,28;18,89;16,04;3,05;00:00:00;50,01;00:00:01;00:00:00;00:00:20;00:00:00;00:00:01;00:00:00;00:00:05;00:00:05;
EMERSON;616;77;0;28;34;102;6,67;12,46;0;1,9;6,29;51,7;2,21;00:08:01;1,02;0,31;4,48;5,57;16,62;0;0;0;7;9;0;9;6,3;30,01;17,38;3,22;00:00:00;51,7;00:00:02;00:00:00;00:00:30;00:00:00;00:00:02;00:00:00;00:00:11;00:00:12;
GIANDONATO;546;68;0;18;14;60;5,69;8,24;0;3,18;1,71;57,38;1,34;00:08:01;0,31;0,58;3,37;2,55;10,95;0;0;1;4;2;0;2;0;21,14;15,45;2,74;00:00:00;57,38;00:00:00;00:00:00;00:00:19;00:00:00;00:00:00;00:00:01;00:00:08;00:00:05;
LADINETTI;587;73;0;8;11;49;6;6,11;0;1,66;2,03;51,61;0,16;00:08:01;0,35;0,28;1,45;1,96;8,29;0;0;0;1;3;0;3;0;15,45;14,01;2,89;00:00:00;51,61;00:00:00;00:00:00;00:00:16;00:00:00;00:00:00;00:00:00;00:00:04;00:00:05;
LELLA ;614;76;0;14;12;71;6,27;6,03;0;0,58;0,14;52,53;1,26;00:08:01;0,02;0,09;2,29;1,96;11,65;0;0;0;3;0;0;0;0;21,02;15,69;3,02;00:00:00;52,53;00:00:00;00:00:00;00:00:22;00:00:00;00:00:00;00:00:00;00:00:06;00:00:04;
MANCINI;622;77;0;9;11;66;6,31;5,26;0;0,41;0,83;51,18;0;00:08:01;0,13;0,07;1,41;1,77;10,62;0;0;0;0;1;0;1;0;18,31;14,84;3,04;00:00:00;51,18;00:00:00;00:00:00;00:00:20;00:00:00;00:00:00;00:00:00;00:00:03;00:00:04;
PINNA S.;544;68;0;16;18;66;5,69;8,54;0;0,59;4,27;54,39;1;00:08:01;0,78;0,11;2,98;3,24;12,09;0;0;0;1;2;0;2;1,32;21,93;16,48;2,74;00:00:00;54,39;00:00:01;00:00:00;00:00:20;00:00:00;00:00:01;00:00:00;00:00:08;00:00:06;
PISANO;512;64;0;16;8;59;5,27;6,76;0;2,25;1,47;57,01;0,61;00:08:01;0,29;0,44;3,14;1,51;11,5;0;0;0;6;0;0;0;0,65;21,67;16,06;2,54;00:00:00;57,01;00:00:00;00:00:00;00:00:18;00:00:00;00:00:00;00:00:01;00:00:08;00:00:03;
RAGATZU;636;79;0;15;20;73;6,64;8,45;0;2,72;2,81;48,03;1,35;00:08:01;0,44;0,43;2,39;3,12;11,45;0;0;1;2;2;0;2;7,17;20,31;17,01;3,2;00:00:00;48,03;00:00:01;00:00:00;00:00:22;00:00:00;00:00:01;00:00:01;00:00:08;00:00:09;
TRAVAGLINI;577;72;0;8;15;61;5,91;6,16;0;0,93;2,25;52,5;0,6;00:08:01;0,39;0,16;1,44;2,55;10,54;0;0;0;0;2;0;2;0;17,85;14,73;2,85;00:00:00;52,5;00:00:00;00:00:00;00:00:19;00:00:00;00:00:00;00:00:00;00:00:04;00:00:07;
UDHO;634;79;0;20;21;82;6,8;11,36;0;5,09;5,95;49,94;3,1;00:08:01;0,94;0,8;3,23;3,33;12,96;0;0;2;6;7;0;7;0,66;25,5;16,57;3,28;00:00:00;49,94;00:00:02;00:00:00;00:00:26;00:00:00;00:00:02;00:00:02;00:00:09;00:00:09;
