;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;661;131;33;45;45;180;12,19;20,21;3,68;13,09;14,73;24,8;17,53;00:05:03;2,19;1,96;6,64;6,72;26,62;4,8;5;2,09;12,64;14,09;0;14,09;62,75;43,94;23,63;3,7;00:00:05;24,8;00:00:06;00:00:00;00:00:49;00:00:04;00:00:06;00:00:05;00:00:18;00:00:18;
ARBOLEDA;733;144;18;58;59;229;13,86;24,37;0;19,03;21,54;20,36;21,49;00:05:05;2,94;2,59;7,95;8,02;31,18;2,49;8;5;17;24;0;24;85,93;50,93;23,71;4,24;00:00:03;20,36;00:00:08;00:00:00;00:01:04;00:00:05;00:00:08;00:00:07;00:00:23;00:00:23;
BRIGNANI;725;145;53;44;52;202;13,53;20,52;6,37;17,48;15,61;17,93;25,4;00:05:00;2,15;2,41;6,11;7,11;27,88;7,31;5;3;19;16;0;16;80,55;46,18;26,21;4,06;00:00:08;17,93;00:00:06;00:00:00;00:00:55;00:00:05;00:00:06;00:00:07;00:00:17;00:00:19;
CHIERICO;727;142;25;51;54;190;13,33;21,22;1,12;12,98;15,79;17,95;18,03;00:05:07;2,17;1,78;6,95;7,38;26,13;3,44;4;2;14;14;0;14;46,58;44,53;24,5;4,09;00:00:04;17,95;00:00:07;00:00:00;00:00:55;00:00:04;00:00:07;00:00:05;00:00:21;00:00:23;
EMERSON;549;110;4;28;31;85;9,95;17,22;0;11,24;9,96;27,31;7,13;00:05:00;1,82;2,05;5,17;5,56;15,46;0,69;4;3;8;9;0;9;29,23;29,72;19,66;2,99;00:00:00;27,31;00:00:04;00:00:00;00:00:25;00:00:01;00:00:04;00:00:05;00:00:13;00:00:14;
GIANDONATO;508;101;0;18;19;80;8,69;11,73;0;4,4;7,01;36,81;2,03;00:05:03;1,38;0,87;3,45;3,76;15,76;0;2;0;4;7;0;7;8,61;27,18;18,08;2,64;00:00:00;36,81;00:00:03;00:00:00;00:00:25;00:00:00;00:00:03;00:00:01;00:00:08;00:00:09;
LELLA ;662;131;43;60;49;190;12,86;26,5;8,15;20,3;17,38;24,4;30,3;00:05:02;2,62;3,07;9,01;7,45;28,62;6,47;7;1;18;17;0;17;74,29;49,12;25,22;3,89;00:00:06;24,4;00:00:07;00:00:01;00:00:52;00:00:07;00:00:07;00:00:07;00:00:23;00:00:20;
PINNA S.;743;146;73;47;56;244;13,57;20,35;10,16;9,37;17,48;19,97;20,51;00:05:06;2,35;1,26;6,34;7,5;32,78;9,8;5;0;8;19;0;19;89,82;49,48;26,38;4,15;00:00:11;19,97;00:00:07;00:00:01;00:01:02;00:00:04;00:00:07;00:00:03;00:00:18;00:00:22;
PISANO;714;140;41;57;50;232;13,05;20,31;0;13,68;19,02;21,8;17,98;00:05:05;2,66;1,92;7,94;7,07;32,52;5,73;8;5;17;14;0;14;100,46;51,05;22,92;3,99;00:00:06;21,8;00:00:07;00:00:00;00:01:00;00:00:04;00:00:07;00:00:05;00:00:21;00:00:19;
RAGATZU;618;122;49;39;38;174;11,09;17,15;8,56;9,4;9,56;32,35;19,66;00:05:03;1,55;1,52;6,29;6,1;28,1;8;2;1;9;10;0;10;74,63;44,55;25,93;3,36;00:00:07;32,35;00:00:03;00:00:01;00:00:43;00:00:04;00:00:03;00:00:03;00:00:14;00:00:14;
TRAVAGLINI;666;133;12;40;40;179;12,24;18,78;0;8,7;11,54;24,47;10,68;00:05:00;1,73;1,31;6,08;6,08;26,94;1,86;5;1;13;14;0;14;63,51;44,4;21,51;3,67;00:00:02;24,47;00:00:04;00:00:00;00:00:51;00:00:02;00:00:04;00:00:04;00:00:17;00:00:16;
UDHO;627;124;44;48;50;171;11,9;24,08;6,07;17,36;17,14;29,62;19,57;00:05:03;2,73;2,77;7,66;7,91;27,18;6,96;5;2;12;11;0;11;36,66;45,9;25,8;3,61;00:00:07;29,62;00:00:06;00:00:00;00:00:48;00:00:04;00:00:06;00:00:07;00:00:19;00:00:21;
