;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;2582;53;95;173;158;418;4,88;19,92;4,42;65,15;68,02;65,76;89,4;00:49:05;2,64;2,53;6,71;6,14;16,24;3,67;21;17,43;51,29;50;0;50;199,44;31,75;24,28;14,37;00:00:15;65,76;00:00:26;00:00:00;00:01:53;00:00:21;00:00:26;00:00:25;00:01:17;00:01:12;
BIANCU;2538;54;149;177;171;429;5,03;20,98;15,51;64,03;73,95;68,85;111,15;00:47:12;2,91;2,52;6,97;6,72;16,92;5,88;20;18;48;52;0;52;208,64;32,85;25,74;14,26;00:00:24;68,85;00:00:28;00:00:02;00:01:51;00:00:25;00:00:28;00:00:23;00:01:16;00:01:12;
BOCCIA;3060;57;102;180;172;442;5,16;17,44;6,92;66,96;71,46;64,35;89,9;00:53:55;2,34;2,19;5,87;5,64;14,43;3,35;22;19;56;58;0;58;220,32;28,43;24,73;16,69;00:00:17;64,35;00:00:27;00:00:00;00:01:58;00:00:21;00:00:27;00:00:25;00:01:20;00:01:21;
BRIGNANI;2825;55;164;209;173;486;5,24;22,24;9,01;82,23;81,13;64,99;131,86;00:51:02;2,87;2,91;7,39;6,12;17,21;5,81;24;19;59;55;0;55;216,93;33,8;24,79;16,04;00:00:26;64,99;00:00:31;00:00:01;00:02:08;00:00:30;00:00:31;00:00:32;00:01:34;00:01:20;
EMERSON;3080;57;152;207;199;505;5,27;20,21;5,39;75,34;88,83;66,15;110,07;00:54:23;2,88;2,45;6,74;6,46;16,38;4,95;27;19;53;71;0;71;241,05;31,98;25,15;17,19;00:00:25;66,15;00:00:33;00:00:00;00:02:14;00:00:25;00:00:33;00:00:29;00:01:32;00:01:29;
GIANDONATO;2218;48;27;129;113;310;4,25;15,28;0;35,45;35,38;70,83;36,24;00:46:33;1,6;1,6;5,81;5,08;13,98;1,21;12;6;39;31;0;31;146,57;27,03;21,73;11,88;00:00:04;70,83;00:00:15;00:00:00;00:01:29;00:00:09;00:00:15;00:00:16;00:01:06;00:01:00;
LA ROSA ;2448;52;66;143;128;409;4,78;17,74;0;51,13;52,35;67,67;71,18;00:46:41;2,14;2,09;5,85;5,22;16,72;2,69;21;15;44;39;0;39;233,93;31,22;22,62;13,38;00:00:11;67,67;00:00:20;00:00:00;00:01:49;00:00:17;00:00:20;00:00:19;00:01:04;00:01:01;
LELLA ;2336;41;114;186;178;466;3,94;24,48;19,25;79,09;82,85;50,99;114,15;00:57:08;3,55;3,39;7,96;7,6;19,96;4,88;18;21;57;59;0;59;228,41;38,22;25,99;13,5;00:00:18;50,99;00:00:30;00:00:02;00:02:01;00:00:27;00:00:30;00:00:29;00:01:19;00:01:16;
MANCINI;2428;52;74;176;160;415;4,86;21,07;0,42;66,03;68,97;68,41;83,86;00:46:49;2,84;2,72;7,23;6,61;17,08;3,06;21;19;51;48;0;48;173,13;33,42;24,1;13,65;00:00:12;68,41;00:00:25;00:00:00;00:01:55;00:00:20;00:00:25;00:00:25;00:01:17;00:01:11;
PALESI;2521;54;83;160;142;434;5,01;19,86;0,28;64,27;74,29;67,61;82,02;00:46:41;2,95;2,55;6,36;5,64;17,22;3,3;28;20;52;45;0;45;177,36;32,6;24,01;14,03;00:00:13;67,61;00:00:27;00:00:00;00:01:57;00:00:19;00:00:27;00:00:24;00:01:13;00:01:06;
PINNA S.;2536;54;104;180;163;432;5,11;21,56;0;69,02;74,98;66,77;94,36;00:46:41;2,96;2,72;7,1;6,43;17,03;4,09;30;19;54;47;0;47;222,95;33,27;23,63;14,32;00:00:17;66,77;00:00:27;00:00:00;00:01:56;00:00:22;00:00:27;00:00:26;00:01:17;00:01:11;
PISANO;2481;53;73;174;150;383;4,88;18,75;0;61,84;60,76;66,88;85,73;00:46:41;2,45;2,49;7,03;6,03;15,44;2,96;19;14;51;49;0;49;206,89;31,07;23,79;13,68;00:00:12;66,88;00:00:23;00:00:00;00:01:46;00:00:20;00:00:23;00:00:23;00:01:17;00:01:07;
RAGATZU;2439;52;58;160;147;368;4,82;19,18;0;59,72;53,01;66,34;68,37;00:46:41;2,17;2,45;6,58;6,02;15,09;2,38;14;16;56;41;0;41;188,15;30,09;22,09;13,5;00:00:10;66,34;00:00:22;00:00:00;00:01:45;00:00:17;00:00:22;00:00:23;00:01:18;00:01:11;
TRAVAGLINI;2470;54;83;158;145;369;4,97;19,76;1,82;64,31;66,53;66,56;83,23;00:46:02;2,69;2,6;6,41;5,85;14,92;3,34;17;17;45;51;0;51;149,86;29,87;24,51;13,74;00:00:13;66,56;00:00:24;00:00:00;00:01:40;00:00:19;00:00:24;00:00:24;00:01:08;00:01:06;
UDHO;2770;55;80;180;172;399;5,06;19,37;3,28;72,72;67,75;67,6;89,54;00:50:36;2,45;2,62;6,48;6,19;14,4;2,9;21;22;53;54;0;54;177,95;29,66;27,06;15,36;00:00:13;67,6;00:00:26;00:00:00;00:01:48;00:00:22;00:00:26;00:00:28;00:01:21;00:01:20;
