;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;678;51;0;42;38;46;4,62;17,24;0;12,92;10,89;68,31;2,26;00:13:20;1,57;1,87;6,17;5,6;6,68;0;2,08;1,46;15,31;13,85;0;13,85;0,5;16,05;14,92;3,7;00:00:00;68,31;00:00:07;00:00:00;00:00:19;00:00:00;00:00:07;00:00:08;00:00:33;00:00:30;
BIANCU;687;51;0;37;32;35;4,57;14,67;0;10,76;7,1;69,25;0,78;00:13:20;1,03;1,57;5,4;4,72;5,03;0;1;4;16;14;0;14;0;12,75;12,43;3,66;00:00:00;69,25;00:00:05;00:00:00;00:00:16;00:00:00;00:00:05;00:00:07;00:00:29;00:00:26;
BOCCIA;790;59;0;65;61;71;5,69;24,15;0;25,54;20,51;60,78;7,44;00:13:20;2,6;3,23;8,29;7,75;9;0;3;3;24;20;0;20;2,5;22,98;17,22;4,55;00:00:00;60,78;00:00:12;00:00:00;00:00:31;00:00:02;00:00:12;00:00:15;00:00:44;00:00:44;
BRIGNANI;634;47;0;31;27;40;4,17;13,38;0;7,47;5,47;70,94;0,65;00:13:20;0,86;1,18;4,91;4,29;6,28;0;1;0;11;10;0;10;0;13,96;13,75;3,34;00:00:00;70,94;00:00:03;00:00:00;00:00:16;00:00:00;00:00:03;00:00:05;00:00:25;00:00:22;
EMERSON;692;52;0;49;39;57;4,79;19,22;0;15,76;13,86;68,88;1,58;00:13:20;2;2,28;7,06;5,7;8,17;0;3;1;15;13;0;13;0;19,42;15,9;3,83;00:00:00;68,88;00:00:07;00:00:00;00:00:23;00:00:00;00:00:07;00:00:11;00:00:36;00:00:30;
GIANDONATO;636;48;0;28;26;24;4,16;12,63;0;6,56;3,81;71,37;1,25;00:13:20;0,6;1,03;4,38;4,14;3,83;0;0;0;7;8;0;8;0;9,94;12,99;3,33;00:00:00;71,37;00:00:03;00:00:00;00:00:11;00:00:00;00:00:03;00:00:04;00:00:23;00:00:24;
LA ROSA ;549;41;0;26;19;17;3,57;12,12;0;5,12;3,13;75,74;0,22;00:13:20;0,57;0,93;4,69;3,55;3,08;0;0;0;8;5;0;5;0;7,71;12,37;2,86;00:00:00;75,74;00:00:02;00:00:00;00:00:08;00:00:00;00:00:02;00:00:04;00:00:25;00:00:20;
LELLA ;628;47;0;47;42;60;4,46;22,51;0;19,05;16,76;72,3;5,52;00:13:20;2,67;3,03;7,41;6,74;9,63;0;6;2;19;19;0;19;1,77;23;16,3;3,57;00:00:00;72,3;00:00:10;00:00:00;00:00:24;00:00:02;00:00:10;00:00:11;00:00:34;00:00:32;
MANCINI;675;51;0;41;40;44;4,56;16,43;0;11,92;11,06;69,37;1,61;00:13:20;1,64;1,77;6,13;5,89;6,57;0;1;3;15;14;0;14;0;15,28;14,98;3,65;00:00:00;69,37;00:00:07;00:00:00;00:00:18;00:00:00;00:00:07;00:00:07;00:00:32;00:00:32;
PALESI;718;54;0;43;38;55;4,88;17,14;0;12,97;11,39;66,66;0,67;00:13:20;1,59;1,81;5,94;5,29;7,67;0;2;1;16;13;0;13;0,94;17,43;16,35;3,9;00:00:00;66,66;00:00:07;00:00:00;00:00:23;00:00:00;00:00:07;00:00:09;00:00:33;00:00:30;
PINNA S.;704;53;0;52;51;54;4,94;20,9;0;14,99;14,25;64,93;1,72;00:13:20;2,03;2,13;7,43;7,27;7,7;0;3;1;19;24;0;24;0;18,56;14,93;3,95;00:00:00;64,93;00:00:09;00:00:00;00:00:24;00:00:00;00:00:09;00:00:10;00:00:40;00:00:42;
PISANO;633;47;0;36;36;38;4,26;16,06;0;12,09;9,89;69,56;4,14;00:13:20;1,56;1,91;5,67;5,68;5,96;0;5;1;17;15;0;15;0;15,36;15,68;3,41;00:00:00;69,56;00:00:05;00:00:00;00:00:15;00:00:01;00:00:05;00:00:07;00:00:26;00:00:27;
RENAULT ;738;55;0;48;45;55;5,05;18,05;0;13,73;10,78;63,66;2,36;00:13:20;1,46;1,86;6,53;6,1;7,42;0;0;3;15;8;0;8;1,32;17,15;16,43;4,04;00:00:00;63,66;00:00:07;00:00:00;00:00:22;00:00:00;00:00:07;00:00:09;00:00:40;00:00:35;
TRAVAGLINI;735;55;0;47;42;48;4,98;16,86;0;11,99;13,53;64,52;1,45;00:13:20;1,84;1,63;6,43;5,68;6,51;0;2;0;17;17;0;17;0;15,18;14,63;3,99;00:00:00;64,52;00:00:08;00:00:00;00:00:20;00:00:00;00:00:08;00:00:08;00:00:37;00:00:32;
