;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;4947;63;211;263;266;964;5,69;15,73;13,95;74,67;91,85;62,6;110,81;01:17:57;1,83;1,5;5,28;5,35;19,35;4,18;24,62;14;75,46;80,08;0;80,08;357,44;34,02;25,67;26,61;00:00:34;62,6;00:00:34;00:00:01;00:04:21;00:00:25;00:00:34;00:00:30;00:01:47;00:01:48;
ARBOLEDA;5113;66;279;326;357;1126;6,12;20,47;23,18;104,33;135,84;60,76;177,45;01:17:57;2,66;2,04;6,37;6,98;22,02;5,46;38;28;94;111;0;111;402,31;39,07;26,61;28,6;00:00:45;60,76;00:00:50;00:00:03;00:05:00;00:00:40;00:00:50;00:00:40;00:02:05;00:02:21;
BRIGNANI;5229;67;231;264;277;1035;5,98;15,19;19,53;72,66;97,13;59,34;121,18;01:17:57;1,86;1,39;5,05;5,3;19,79;4,42;27;12;74;84;0;84;443,47;34,38;25,09;27,97;00:00:38;59,34;00:00:34;00:00:02;00:04:34;00:00:27;00:00:34;00:00:29;00:01:43;00:01:44;
CHIERICO;5032;65;172;250;260;1044;5,76;15,24;0;66,72;91,44;61,56;88,14;01:17:57;1,82;1,33;4,97;5,17;20,74;3,42;25;10;68;77;0;77;405,52;35,4;23,45;26,93;00:00:29;61,56;00:00:34;00:00:00;00:04:49;00:00:21;00:00:34;00:00:27;00:01:43;00:01:48;
EMERSON;4827;62;148;250;246;883;5,52;15,21;2,4;64,86;83,06;63,46;83,93;01:17:57;1,72;1,34;5,18;5,1;18,3;3,06;22;11;75;78;0;78;309,7;32,49;24,66;25,82;00:00:24;63,46;00:00:31;00:00:00;00:04:03;00:00:19;00:00:31;00:00:28;00:01:46;00:01:45;
GIANDONATO;4194;54;8;173;157;524;4,65;11,66;0;45,61;40,36;67,73;27,15;01:17:57;0,96;1,09;4,12;3,75;12,5;0,2;8;5;49;51;0;51;74,83;24,24;21,2;21,75;00:00:01;67,73;00:00:20;00:00:00;00:02:49;00:00:07;00:00:20;00:00:21;00:01:26;00:01:20;
LADINETTI;4909;63;104;228;226;815;5,54;13,62;10,65;68,17;66,56;62,87;78,81;01:17:57;1,36;1,39;4,65;4,61;16,61;2,11;15;15;79;74;0;74;286,03;30,1;25,68;25,9;00:00:17;62,87;00:00:27;00:00:01;00:03:54;00:00:18;00:00:27;00:00:28;00:01:39;00:01:39;
LELLA ;5486;70;351;370;353;1159;6,55;20,22;23,97;111,53;145,31;60,75;179,53;01:17:57;2,65;2,03;6,75;6,44;21,13;6,39;39;13;104;112;0;112;408,16;38,08;28,83;30,63;00:00:57;60,75;00:00:53;00:00:03;00:05:10;00:00:41;00:00:53;00:00:43;00:02:23;00:02:16;
MANCINI;5019;64;293;229;264;1095;5,71;14,69;27,11;65,82;89,78;62,89;103,82;01:17:57;1,79;1,31;4,56;5,26;21,82;5,84;27;12;60;83;0;83;436,96;36,32;28,78;26,73;00:00:48;62,89;00:00:32;00:00:03;00:04:42;00:00:23;00:00:32;00:00:26;00:01:31;00:01:39;
PINNA S.;5315;68;280;320;334;1195;6,21;17,61;11,44;86,41;120,81;58,39;128,05;01:17:57;2,27;1,63;6,03;6,29;22,49;5,27;41;15;84;94;0;94;521,45;37,87;26,38;29,03;00:00:46;58,39;00:00:46;00:00:01;00:05:15;00:00:29;00:00:46;00:00:33;00:02:09;00:02:16;
PISANO;4809;62;258;241;242;926;5,44;13,85;23,41;56,12;81,13;63,93;108,64;01:17:57;1,69;1,17;5;5,04;19,25;5,36;20;14;73;72;0;72;403,05;33,16;27,05;25,43;00:00:42;63,93;00:00:29;00:00:03;00:03:59;00:00:23;00:00:29;00:00:22;00:01:33;00:01:37;
RAGATZU;4560;58;186;238;238;799;5,22;15,37;12,19;69,86;72,51;64,36;112,31;01:17:57;1,59;1,53;5,23;5,21;17,52;4,07;23;20;66;72;0;72;290,15;31,67;25,9;24,43;00:00:30;64,36;00:00:28;00:00:01;00:03:36;00:00:25;00:00:28;00:00:27;00:01:39;00:01:41;
TRAVAGLINI;4890;63;269;251;246;987;5,57;14,66;27,41;70,14;82,19;63,57;119,19;01:17:57;1,68;1,43;5,13;5,04;20,19;5,51;17;11;75;65;0;65;349,63;34,7;26,29;26,04;00:00:44;63,57;00:00:29;00:00:03;00:04:19;00:00:27;00:00:29;00:00:27;00:01:41;00:01:35;
UDHO;4926;63;162;275;262;947;5,72;16,75;0;88,44;87,9;64,13;112,28;01:17:51;1,78;1,8;5,58;5,32;19,23;3,29;18;16;80;68;0;68;315,47;34,83;23,75;26,71;00:00:27;64,13;00:00:34;00:00:00;00:04:28;00:00:26;00:00:34;00:00:35;00:01:54;00:01:46;
