;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;4287;49;161;181;159;524;4,21;11,67;35,26;56,71;50,57;71,64;80,97;01:28:01;1,17;1,32;4,21;3,7;12,08;3,64;13,14;12,21;58,14;49,5;1;49,5;193,57;22,89;25,74;22,24;00:00:25;71,64;00:00:21;00:00:04;00:02:22;00:00:18;00:00:21;00:00:24;00:01:28;00:01:17;
BIANCU;4938;56;156;187;147;638;4,8;10,45;14,46;56,58;35,98;68,3;67;01:28:01;0,73;1,15;3,78;2,98;12,93;3,16;7;12;54;37;0;37;284,84;23,6;25,53;25,33;00:00:25;68,3;00:00:15;00:00:02;00:02:53;00:00:15;00:00:15;00:00:23;00:01:28;00:01:08;
BOCCIA;3646;41;38;150;132;320;3,58;11,79;0;46,25;39,51;75,49;34,96;01:28:01;1,08;1,27;4,11;3,63;8,76;1,04;13;8;63;51;0;51;82,85;18,57;21,52;18,93;00:00:06;75,49;00:00:19;00:00:00;00:01:45;00:00:09;00:00:19;00:00:21;00:01:25;00:01:15;
BRIGNANI;4207;48;89;187;165;484;4,15;12,17;4,11;56,2;50,45;70,92;73,99;01:28:01;1,2;1,34;4,45;3,91;11,5;2,13;12;15;59;50;0;50;158,68;22,97;24,99;21,91;00:00:14;70,92;00:00:19;00:00:00;00:02:21;00:00:17;00:00:19;00:00:24;00:01:30;00:01:15;
CHIERICO;4299;49;56;156;116;374;4,12;9,12;2,8;46,25;32,25;69,44;46,32;01:28:01;0,75;1,08;3,63;2,71;8,7;1,31;9;10;48;32;0;32;111,1;17,94;24,42;21,78;00:00:09;69,44;00:00:14;00:00:00;00:01:54;00:00:11;00:00:14;00:00:21;00:01:25;00:01:01;
EMERSON;4236;48;58;203;187;431;4,22;13,39;0;59,46;65,07;70,86;65,96;01:28:01;1,54;1,4;4,78;4,41;10,16;1,37;22;9;67;69;0;69;130,21;21,25;22,68;22,31;00:00:09;70,86;00:00:29;00:00:00;00:02:15;00:00:16;00:00:29;00:00:27;00:01:45;00:01:42;
LA ROSA ;3747;43;17;98;72;189;3,51;6,66;0;29,12;19,75;75,65;23,53;01:28:01;0,53;0,78;2,61;1,92;5,04;0,46;6;7;33;21;0;21;69,54;10,8;21,63;18,56;00:00:03;75,65;00:00:11;00:00:00;00:00:58;00:00:05;00:00:11;00:00:13;00:01:04;00:00:51;
LELLA ;4599;52;136;206;169;577;4,55;12,46;23,29;70,17;57,03;70,75;92,88;01:28:01;1,24;1,53;4,47;3,67;12,55;2,96;15;10;70;54;1;54;236,12;24,35;27,97;24,02;00:00:22;70,75;00:00:22;00:00:03;00:02:40;00:00:21;00:00:22;00:00:30;00:01:36;00:01:21;
MANCINI;3970;45;111;161;129;500;3,86;10,56;0;48,04;42,61;74,51;68,55;01:28:01;1,07;1,21;4,05;3,25;12,59;2,8;16;11;51;39;0;39;242,16;23,41;23,43;20,38;00:00:18;74,51;00:00:18;00:00:00;00:02:15;00:00:16;00:00:18;00:00:19;00:01:12;00:00:59;
PALESI;3750;43;210;172;158;588;3,74;13,44;26,36;55,11;59,7;76,44;78,66;01:28:01;1,59;1,47;4,58;4,21;15,67;5,6;21;9;63;56;0;56;225,26;28,08;26,17;19,76;00:00:34;76,44;00:00:24;00:00:03;00:02:35;00:00:18;00:00:24;00:00:24;00:01:21;00:01:13;
PINNA S.;4784;54;381;239;231;776;4,83;14,7;143,18;79,58;90,18;67,02;137,75;01:28:01;1,89;1,66;5,01;4,82;16,22;7,97;25;18;72;64;5;64;205,95;28,97;28,36;25,48;00:00:57;67,02;00:00:34;00:00:19;00:03:12;00:00:29;00:00:34;00:00:32;00:01:48;00:01:42;
RAGATZU;4263;48;187;207;190;598;4,25;13,51;29,25;72,57;55,13;71,17;100,63;01:28:01;1,29;1,7;4,86;4,46;14,02;4,38;9;18;68;60;0;60;222,95;26,38;26,34;22,47;00:00:29;71,17;00:00:22;00:00:04;00:02:38;00:00:22;00:00:22;00:00:30;00:01:38;00:01:30;
RENAULT ;4796;54;395;186;195;690;4,7;11,5;151,18;59,38;62,64;67,98;146,97;01:28:01;1,31;1,24;3,88;4,06;14,38;8,23;13;14;53;67;6;67;212,87;24,99;30,5;24,84;00:00:59;67,98;00:00:22;00:00:19;00:02:41;00:00:28;00:00:22;00:00:23;00:01:21;00:01:19;
TRAVAGLINI;4390;50;245;204;174;601;4,34;12,31;60,75;66,38;48,46;72,06;107,51;01:28:01;1,1;1,51;4,64;3,97;13,69;5,58;7;19;65;48;1;48;246,62;25,67;28,61;22,9;00:00:39;72,06;00:00:21;00:00:08;00:02:36;00:00:23;00:00:21;00:00:27;00:01:34;00:01:23;
UDHO;4397;50;175;178;165;569;4,3;11,28;38,3;48,88;49,26;72,41;88,81;01:28:01;1,12;1,11;4,06;3,75;12,94;3,99;9;11;48;45;1;45;280,9;23,43;28,27;22,72;00:00:27;72,41;00:00:17;00:00:05;00:02:27;00:00:19;00:00:17;00:00:19;00:01:23;00:01:14;
