;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;761;69;40;32;28;142;5,99;11,14;4,93;9,27;8,18;60,19;15,69;00:10:58;1,02;1,17;4,09;3,5;17,82;4,85;2,31;1,69;8,46;7,85;0,08;7,85;60,64;30,35;23,39;3,95;00:00:06;60,19;00:00:03;00:00:00;00:00:36;00:00:03;00:00:03;00:00:03;00:00:13;00:00:11;
ARBOLEDA;908;83;80;50;54;246;7,46;16,41;9,35;15,77;19,67;54,29;28,85;00:10:58;2,17;1,74;5,46;5,9;27,09;8,8;8;3;11;16;0;16;129,57;42,78;25,74;4,91;00:00:13;54,29;00:00:06;00:00:01;00:00:59;00:00:05;00:00:06;00:00:06;00:00:20;00:00:19;
BIANCU;943;86;76;44;31;186;7,41;11,4;1,53;9,28;4,01;51,73;27,11;00:10:58;0,42;0,98;4,62;3,24;19,77;8,02;0;2;11;7;0;7;60,49;33,78;24,21;4,88;00:00:12;51,73;00:00:01;00:00:00;00:00:47;00:00:05;00:00:01;00:00:03;00:00:15;00:00:11;
BOCCIA;665;61;25;25;22;87;5,18;10,37;15,16;5,03;5,99;61,71;10,8;00:10:58;0,9;0,76;3,78;3,31;13,03;3,76;1;1;4;3;1;3;20,42;23,94;27,15;3,41;00:00:03;61,71;00:00:02;00:00:02;00:00:24;00:00:02;00:00:02;00:00:01;00:00:11;00:00:09;
CHIERICO;831;76;12;41;41;151;6,67;13,79;0;12,31;14,43;53,92;15,52;00:10:58;1,74;1,48;4,92;4,95;18,17;1,48;5;4;9;14;0;14;54,92;31,42;22,11;4,39;00:00:02;53,92;00:00:05;00:00:00;00:00:41;00:00:03;00:00:05;00:00:05;00:00:17;00:00:17;
EMERSON;653;59;30;30;23;127;5,15;11,86;0;10,7;5,08;69,88;13,05;00:10:58;0,78;1,64;4,66;3,52;19,52;4,54;2;2;7;8;0;8;86,68;33,4;21,69;3,39;00:00:05;69,88;00:00:01;00:00:00;00:00:32;00:00:03;00:00:01;00:00:04;00:00:13;00:00:09;
LA ROSA ;849;77;17;27;18;154;6,55;9,43;0;8,33;4,84;55,04;5,66;00:10:58;0,57;0,98;3,21;2,08;18,17;2,05;1;0;13;3;0;3;63,07;30,63;21,62;4,32;00:00:03;55,04;00:00:01;00:00:00;00:00:42;00:00:01;00:00:01;00:00:03;00:00:12;00:00:08;
LELLA ;799;73;103;45;39;204;6,49;15,08;7,22;13,99;12,11;61,53;31,13;00:10:58;1,51;1,75;5,6;4,83;25,48;12,91;1;0;8;10;0;10;79,54;41,44;25,74;4,27;00:00:16;61,53;00:00:03;00:00:01;00:00:49;00:00:06;00:00:03;00:00:04;00:00:15;00:00:13;
MANCINI;686;63;0;14;15;76;5,19;7,26;0;4,44;3,69;61,81;2,4;00:10:58;0,54;0,65;2,1;2,23;11,1;0;0;0;2;7;0;7;6,32;20,39;17,68;3,42;00:00:00;61,81;00:00:01;00:00:00;00:00:23;00:00:00;00:00:01;00:00:01;00:00:07;00:00:07;
PINNA S.;931;85;105;53;54;248;7,64;16,3;17,45;15,67;21,47;50,57;32,84;00:10:58;2,31;1,68;5,69;5,78;26,62;11,31;8;6;19;17;0;17;117,72;42,09;25,32;5,03;00:00:16;50,57;00:00:08;00:00:02;00:00:58;00:00:07;00:00:08;00:00:06;00:00:19;00:00:20;
PISANO;472;43;2;9;7;30;3,47;4,17;0;1,65;2,44;73,69;1,36;00:10:58;0,52;0,35;1,97;1,38;6,42;0,35;1;0;3;3;0;3;16,91;12,51;19,38;2,28;00:00:00;73,69;00:00:01;00:00:00;00:00:08;00:00:00;00:00:01;00:00:00;00:00:04;00:00:03;
RAGATZU;715;65;20;35;28;105;5,71;13,27;9,41;13,79;7,74;58,91;17,37;00:10:58;1,08;1,93;4,93;3,88;14,65;2,74;2;4;13;7;0;7;32,05;28,9;26,27;3,76;00:00:02;58,91;00:00:03;00:00:01;00:00:29;00:00:04;00:00:03;00:00:05;00:00:15;00:00:11;
TRAVAGLINI;700;64;37;22;13;127;5,31;7,49;0;5,2;1,83;65,98;7,61;00:10:58;0,26;0,74;3,21;1,87;18,19;5,24;1;0;6;2;0;2;94,21;29,68;22,34;3,5;00:00:06;65,98;00:00:00;00:00:00;00:00:31;00:00:01;00:00:00;00:00:02;00:00:09;00:00:05;
UDHO;745;68;14;23;19;100;5,67;8,02;3,97;4,33;3,03;63,38;10,28;00:10:58;0,41;0,58;3,03;2,52;13,48;1,82;0;0;4;5;0;5;26,48;23,63;24,83;3,74;00:00:02;63,38;00:00:01;00:00:00;00:00:27;00:00:02;00:00:01;00:00:01;00:00:09;00:00:07;
