;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;2254;111;87;134;137;464;10,12;18,28;12,46;41,18;47,21;30,36;55,35;00:20:23;2,09;1,83;5,97;6,07;20,54;3,88;11,25;9,75;40,17;44,75;0,08;44,75;130,25;36,5;25,73;12,38;00:00:14;30,36;00:00:18;00:00:01;00:02:12;00:00:12;00:00:18;00:00:16;00:00:55;00:00:58;
ARBOLEDA;2269;111;109;153;166;546;10,5;21,93;14,59;48,4;65,54;31,94;66,21;00:20:24;2,89;2,13;6,75;7,33;24,05;4,8;19;12;48;58;0;58;123,91;41,21;26,14;12,85;00:00:17;31,94;00:00:25;00:00:02;00:02:36;00:00:15;00:00:25;00:00:20;00:01:06;00:01:11;
BIANCU;2231;106;98;133;117;423;9,66;17,18;11,55;43,27;30,53;34,22;61,7;00:20:57;1,37;1,94;5,97;5,27;18,96;4,39;4;14;40;32;0;32;133,59;35,23;25,21;12,14;00:00:15;34,22;00:00:12;00:00:01;00:01:59;00:00:13;00:00:12;00:00:16;00:00:51;00:00:49;
BOCCIA;2257;110;82;162;153;430;10,27;20,45;17,2;52,9;56,68;30,06;62,5;00:20:29;2,51;2,34;7,18;6,79;19,03;3,65;12;9;62;48;0;48;83,49;35,86;29,87;12,63;00:00:13;30,06;00:00:22;00:00:02;00:02:08;00:00:14;00:00:22;00:00:22;00:01:10;00:01:05;
CHIERICO;2459;123;140;141;146;527;11,09;16,51;21,99;37,36;55,05;22,17;69,91;00:19:59;2,24;1,52;5,71;5,95;21,42;5,71;15;3;36;44;1;44;162,58;36,54;27,62;13,31;00:00:22;22,17;00:00:21;00:00:02;00:02:22;00:00:14;00:00:21;00:00:14;00:00:54;00:00:59;
EMERSON;2152;105;53;104;113;373;9,35;15,42;1,53;31,52;34,67;30,38;32,48;00:20:33;1,61;1,46;4,82;5,24;17,34;2,47;10;6;25;35;0;35;105,34;31,27;24,35;11,53;00:00:08;30,38;00:00:13;00:00:00;00:01:47;00:00:07;00:00:13;00:00:13;00:00:44;00:00:49;
LA ROSA ;2399;117;25;94;93;434;10,2;12,14;0;16,57;18,61;25,04;14,53;00:20:25;0,78;0,69;3,9;3,87;18,11;1,04;3;3;21;31;0;31;76,47;31,12;22,3;12,49;00:00:04;25,04;00:00:09;00:00:00;00:02:14;00:00:03;00:00:09;00:00:07;00:00:43;00:00:45;
LELLA ;2333;117;82;184;183;563;11,18;23,87;9,05;60,2;67,61;27,83;79,29;00:20:00;2,9;2,58;7,9;7,83;24,15;3,5;14;10;62;68;0;68;182,83;43,2;25,67;13,42;00:00:13;27,83;00:00:26;00:00:01;00:02:42;00:00:19;00:00:26;00:00:23;00:01:14;00:01:16;
MANCINI;2207;108;53;133;152;454;10;19,96;5,06;40,08;55,29;31,74;46,93;00:20:29;2,5;1,82;6,04;6,89;20,56;2,41;16;9;37;51;0;51;129,96;36,45;24,71;12,3;00:00:08;31,74;00:00:22;00:00:00;00:02:11;00:00:11;00:00:22;00:00:16;00:00:56;00:01:06;
PISANO;2099;103;126;129;127;456;9,41;18,31;15,15;45,15;46,21;37,19;67,41;00:20:25;2,2;2,15;6,16;6,05;21,74;5,99;15;21;44;46;0;46;183,86;38,03;25,4;11,53;00:00:20;37,19;00:00:17;00:00:02;00:02:03;00:00:15;00:00:17;00:00:18;00:00:52;00:00:52;
RAGATZU;2112;104;107;129;120;431;9,46;17,54;23,96;41,43;40,93;33,63;52,62;00:20:19;1,94;1,96;6,1;5,66;20,39;5,05;8;12;45;43;0;43;127,92;36,5;26,08;11,53;00:00:16;33,63;00:00:16;00:00:03;00:02:00;00:00:12;00:00:16;00:00:17;00:00:54;00:00:51;
TRAVAGLINI;2416;120;102;133;146;500;10,91;17,89;28,92;40,48;47,64;24,39;66,25;00:20:11;1,97;1,68;5,52;6,06;20,7;4,21;7;8;33;38;0;38;120,19;36,87;27,32;13,23;00:00:15;24,39;00:00:18;00:00:03;00:02:21;00:00:14;00:00:18;00:00:15;00:00:51;00:00:56;
UDHO;2111;103;71;119;127;427;9,46;18,23;0,56;36,76;47,73;35,34;44,42;00:20:24;2,26;1,74;5,63;6,02;20,21;3,37;12;10;29;43;0;43;132,83;35,94;24,1;11,59;00:00:12;35,34;00:00:19;00:00:00;00:02:02;00:00:11;00:00:19;00:00:14;00:00:49;00:00:52;
