;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;946;162;126;93;76;450;16,3;29,78;1,06;42,06;36,49;27,32;40,87;00:05:49;3,85;4,44;9,8;8,03;47,51;13,26;17,36;17,36;39,86;33;0;33;369,59;67,78;22,75;5,7;00:00:21;27,32;00:00:15;00:00:00;00:01:47;00:00:10;00:00:15;00:00:17;00:00:35;00:00:29;
BIANCU;919;159;99;90;82;410;15,94;29,74;5,26;37,11;37,67;26,24;40,04;00:05:47;4,1;4,04;9,8;8,96;44,63;10,77;15;14;36;34;0;34;315,76;65,43;27,09;5,54;00:00:16;26,24;00:00:15;00:00:00;00:01:39;00:00:10;00:00:15;00:00:15;00:00:34;00:00:31;
BOCCIA;983;167;169;102;88;468;17,21;32,93;0;57,21;44,33;27,3;59,69;00:05:52;4,51;5,82;10,34;8,99;47,67;17,15;26;32;40;40;0;40;400,25;68,63;21,88;6,07;00:00:29;27,3;00:00:19;00:00:00;00:01:49;00:00:16;00:00:19;00:00:23;00:00:38;00:00:34;
BRIGNANI;990;168;152;91;81;515;17,08;31,42;0;44,91;40,53;27,17;33,68;00:05:53;4,09;4,54;9,23;8,21;52,06;15,3;27;24;46;38;0;38;439,69;70,81;21,79;6,04;00:00:26;27,17;00:00:17;00:00:00;00:02:01;00:00:10;00:00:17;00:00:20;00:00:36;00:00:31;
CHIERICO;970;165;158;95;69;469;16,33;27,57;0,84;42,42;33,41;29,54;38,89;00:05:51;3,45;4,37;9,81;7,08;48,33;16,31;11;20;43;31;0;31;370,56;68,03;24,32;5,75;00:00:27;29,54;00:00:14;00:00:00;00:01:50;00:00:10;00:00:14;00:00:18;00:00:35;00:00:26;
DEMARCUS ;946;161;144;82;59;433;15,05;20,93;0;26,54;23,08;27,16;22,98;00:05:53;2,44;2,81;8,72;6,24;45,78;15,19;6;8;33;23;0;23;372,56;63,88;21,69;5,31;00:00:25;27,16;00:00:10;00:00:00;00:01:41;00:00:06;00:00:10;00:00:11;00:00:32;00:00:24;
EMERSON;937;159;98;87;76;431;16,04;30,2;0;41,79;34,45;29,22;41,84;00:05:53;3,68;4,46;9,26;8,12;46,03;10,45;16;16;40;33;0;33;376,2;67,12;22,48;5,66;00:00:17;29,22;00:00:15;00:00:00;00:01:42;00:00:11;00:00:15;00:00:16;00:00:34;00:00:29;
LA ROSA ;954;163;127;98;91;476;16,91;33,83;0;47,27;44,53;26,93;51,93;00:05:50;4,67;4,96;10,27;9,56;49,95;13,31;24;18;43;40;0;40;415,2;70,39;22,78;5,93;00:00:22;26,93;00:00:17;00:00:00;00:01:52;00:00:14;00:00:17;00:00:19;00:00:37;00:00:33;
LELLA ;975;168;111;95;71;475;16,83;29,13;0;46,25;38,02;26,18;39,58;00:05:47;3,9;4,74;9,79;7,27;48,69;11,4;23;19;43;35;0;35;431,82;68,3;21,77;5,85;00:00:19;26,18;00:00:16;00:00:00;00:01:51;00:00:11;00:00:16;00:00:19;00:00:36;00:00:27;
MANCINI;914;155;48;89;76;415;15,59;29,98;0;37,44;32,92;27,58;39,98;00:05:53;3,6;4,09;9,74;8,26;45,34;5,21;17;17;44;30;0;30;395,73;66,91;22,99;5,52;00:00:08;27,58;00:00:14;00:00:00;00:01:41;00:00:10;00:00:14;00:00:16;00:00:35;00:00:29;
OCCHIONI;949;164;116;94;85;468;16,42;29,46;0;37,35;40,2;25,42;35,53;00:05:47;4,24;3,94;9,91;8,99;49,35;12,21;18;16;40;39;0;39;372,74;68,57;21,74;5,7;00:00:20;25,42;00:00:17;00:00:00;00:01:52;00:00:08;00:00:17;00:00:16;00:00:36;00:00:33;
PALESI;911;157;82;87;64;415;15,55;27,68;0;37,01;30,6;26;31,52;00:05:47;3,36;4,06;9,51;6,99;45,54;9,04;14;13;35;28;0;28;355,77;66,48;21,19;5,4;00:00:14;26;00:00:14;00:00:00;00:01:43;00:00:08;00:00:14;00:00:16;00:00:34;00:00:27;
PINNA S.;925;161;55;101;75;412;16,74;34,48;0;43,44;42,51;25,28;47,09;00:05:45;4,59;4,69;10,93;8,16;44,52;5,91;23;11;36;34;0;34;356,84;67,19;21,71;5,78;00:00:09;25,28;00:00:17;00:00:00;00:01:43;00:00:12;00:00:17;00:00:17;00:00:37;00:00:28;
RENAULT ;951;166;236;99;77;487;16,9;31,61;8,73;48,27;39,67;28,2;48,12;00:05:43;4,17;5,08;10,36;8,11;51,23;24,82;16;21;45;30;0;30;291,51;70,93;24,69;5,81;00:00:39;28,2;00:00:16;00:00:01;00:01:50;00:00:12;00:00:16;00:00:19;00:00:37;00:00:29;
TRAVAGLINI;914;158;171;87;69;421;15,65;28,01;0;41,88;29;30,23;41,27;00:05:47;3,17;4,58;9,5;7,5;46,04;18,7;7;14;34;27;0;27;279,61;66,3;22,31;5,43;00:00:29;30,23;00:00:13;00:00:00;00:01:40;00:00:10;00:00:13;00:00:17;00:00:34;00:00:27;
