;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;591;103;18;35;37;118;9,39;17,99;0,86;10,12;12,96;37,1;12,78;00:05:45;2,15;1,7;5,83;6,18;19,7;2,87;3,6;1,9;10,2;12,6;0;12,6;37,85;34,68;20,63;3,24;00:00:02;37,1;00:00:05;00:00:00;00:00:34;00:00:03;00:00:05;00:00:04;00:00:14;00:00:15;
ARBOLEDA;610;106;49;59;58;180;10,61;29,26;0;20,21;25,94;39,28;34,34;00:05:45;4,25;3,31;9,64;9,46;29,57;8,01;7;5;15;14;0;14;111,23;49,57;22,5;3,66;00:00:08;39,28;00:00:08;00:00:00;00:00:46;00:00:07;00:00:08;00:00:06;00:00:20;00:00:20;
BRIGNANI;547;95;4;25;25;86;8,42;14,44;0;7,62;5,32;39,84;6,02;00:05:45;0,97;1,39;4,54;4,56;15,73;0,67;2;1;10;7;0;7;10,6;29,06;20,53;2,91;00:00:00;39,84;00:00:02;00:00:00;00:00:27;00:00:01;00:00:02;00:00:03;00:00:12;00:00:10;
CHIERICO;675;117;0;26;23;98;10,08;11,03;0;6,02;5,76;24,94;2,9;00:05:45;0,85;0,89;3,81;3,34;14,52;0;1;0;6;7;0;7;4,38;26,03;16,25;3,48;00:00:00;24,94;00:00:03;00:00:00;00:00:32;00:00:00;00:00:03;00:00:02;00:00:12;00:00:12;
EMERSON;594;103;53;44;49;140;9,72;21,63;8,56;8,75;21,1;38,72;28,98;00:05:45;3,55;1,47;7,45;8,18;23,49;8,88;6;1;13;21;0;21;50,36;40,59;25,15;3,36;00:00:08;38,72;00:00:07;00:00:01;00:00:35;00:00:06;00:00:07;00:00:03;00:00:14;00:00:17;
LELLA ;625;109;3;37;36;105;9,99;18,7;0;13,95;14,15;31,99;12,14;00:05:45;2,26;2,23;5,92;5,78;16,85;0,55;3;5;15;16;0;16;11,82;32,7;20,31;3,45;00:00:00;31,99;00:00:06;00:00:00;00:00:34;00:00:03;00:00:06;00:00:06;00:00:17;00:00:17;
MANCINI;466;81;0;17;21;54;7,11;13,51;0;5,43;5,92;48,83;2,54;00:05:45;1,27;1,17;3,67;4,57;11,67;0;2;1;5;10;0;10;6,25;21,1;16,71;2,45;00:00:00;48,83;00:00:03;00:00:00;00:00:18;00:00:00;00:00:03;00:00:02;00:00:11;00:00:12;
PINNA S.;688;120;44;44;63;187;11,27;21,72;0;11,07;21,79;31,02;17,11;00:05:45;3,17;1,61;6,33;9,09;27,1;6,33;10;2;12;19;0;19;84,52;43,19;23,3;3,89;00:00:07;31,02;00:00:07;00:00:00;00:00:48;00:00:03;00:00:07;00:00:05;00:00:17;00:00:22;
PISANO;578;101;7;35;32;123;9,1;16,9;0;8,91;13,11;36,77;8,48;00:05:45;2,27;1,54;6,02;5,49;21,24;1,2;3;1;9;9;0;9;52,79;37,28;19,93;3,14;00:00:01;36,77;00:00:05;00:00:00;00:00:34;00:00:02;00:00:05;00:00:03;00:00:14;00:00:13;
RAGATZU;546;95;0;26;30;97;8,44;14,87;0;4,39;5,95;40,19;1,22;00:05:45;1,09;0,8;4,76;5,58;17,8;0;1;1;6;16;0;16;12,79;31,48;18,06;2,91;00:00:00;40,19;00:00:02;00:00:00;00:00:31;00:00:00;00:00:02;00:00:02;00:00:12;00:00:15;
TRAVAGLINI;578;101;18;36;33;110;9,16;17,8;0;14,85;10,58;39,45;14,02;00:05:45;1,83;2,57;6,15;5,75;19,04;3,03;1;2;11;7;0;7;33,79;35,78;23,52;3,16;00:00:02;39,45;00:00:04;00:00:00;00:00:32;00:00:03;00:00:04;00:00:05;00:00:15;00:00:13;
