;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;1754;70;70;95;87;327;6,26;14,91;2,66;27,21;28,46;56,88;35,36;00:24:55;1,65;1,56;5,42;4,97;18,44;4,04;7,64;4;24,18;26,91;0;26,91;134,16;32,79;23,73;9,36;00:00:11;56,88;00:00:11;00:00:00;00:01:29;00:00:08;00:00:11;00:00:11;00:00:41;00:00:36;
BOCCIA;1344;60;49;90;83;227;5,51;18,37;4,78;31,3;28,13;63,32;29,57;00:22:22;2,09;2,33;6,7;6,14;16,92;3,66;6;2;32;30;0;30;74,06;32;24,64;7,39;00:00:08;63,32;00:00:12;00:00:00;00:01:06;00:00:07;00:00:12;00:00:14;00:00:44;00:00:38;
BRIGNANI;1715;70;86;102;90;312;6,25;15,58;1,95;28,15;26,3;57,19;41,48;00:24:33;1,53;1,64;5,96;5,26;18,19;4,99;3;2;24;24;0;24;131,07;33,37;24,4;9,2;00:00:14;57,19;00:00:09;00:00:00;00:01:25;00:00:09;00:00:09;00:00:11;00:00:42;00:00:36;
CHIERICO;2080;79;27;98;74;356;6,87;11,85;0;26,33;15,51;50,65;22,32;00:26:12;0,75;1,27;4,7;3,55;17,11;1,29;4;4;25;23;0;23;103,18;30,85;21,46;10,8;00:00:04;50,65;00:00:08;00:00:00;00:01:46;00:00:05;00:00:08;00:00:12;00:00:47;00:00:37;
EMERSON;1762;65;71;81;83;291;5,67;13,17;8,66;18,52;23,28;59,35;31,29;00:27:13;1,32;1,05;4,59;4,73;16,52;4,05;7;3;19;26;0;26;116,92;28,86;24,96;9,26;00:00:11;59,35;00:00:09;00:00:01;00:01:18;00:00:06;00:00:09;00:00:08;00:00:36;00:00:36;
LA ROSA ;1987;84;80;90;85;457;7,29;12,32;0;21,04;18,05;50,4;31,09;00:23:42;0,91;1,06;4,55;4,27;22,98;4,01;6;5;22;19;0;19;245,26;37,41;23,96;10,36;00:00:13;50,4;00:00:07;00:00:00;00:01:56;00:00:07;00:00:07;00:00:08;00:00:35;00:00:34;
LELLA ;1941;75;24;119;91;334;6,65;15,29;0;37,28;30,21;54,43;41,25;00:26:02;1,56;1,92;6,14;4,68;17,19;1,23;10;4;28;29;0;29;121,41;33,03;21,85;10,39;00:00:04;54,43;00:00:12;00:00:00;00:01:36;00:00:10;00:00:12;00:00:16;00:00:50;00:00:38;
OCCHIONI;2063;84;102;130;126;476;7,71;18,21;0;43,85;47,29;51,54;51,8;00:24:29;2,29;2,12;6,31;6,1;23,07;4,94;10;14;34;45;0;45;189,59;39,74;23,82;11,33;00:00:17;51,54;00:00:17;00:00:00;00:02:06;00:00:12;00:00:17;00:00:16;00:00:50;00:00:48;
PALESI;1582;61;31;78;69;259;5,27;12,35;0;16,52;24,71;59,34;20,13;00:26:07;1,56;1,04;4,9;4,34;16,34;1,97;7;2;24;22;0;22;117,84;28,8;22,92;8,25;00:00:05;59,34;00:00:09;00:00:00;00:01:12;00:00:04;00:00:09;00:00:07;00:00:35;00:00:30;
PINNA S.;1547;60;99;91;90;305;5,45;18,39;13,88;27,22;37,75;63,25;45,34;00:25:59;2,44;1,76;5,85;5,79;19,68;6,39;10;4;20;25;0;25;95,02;34,92;26,97;8,51;00:00:15;63,25;00:00:14;00:00:01;00:01:23;00:00:09;00:00:14;00:00:11;00:00:40;00:00:39;
RENAULT ;1787;75;117;83;88;343;6,65;14,03;0;22,86;33,54;52,87;32,32;00:23:42;1,88;1,28;4,64;4,92;19,19;6,57;11;2;25;28;0;28;176,17;32,65;22,85;9,47;00:00:20;52,87;00:00:12;00:00:00;00:01:28;00:00:07;00:00:12;00:00:10;00:00:34;00:00:34;
TRAVAGLINI;1490;63;86;81;75;239;5,59;14,96;0;26,24;28,25;63,46;42,39;00:23:42;1,9;1,76;5,45;5,05;16,04;5,8;10;2;13;25;0;25;105,23;29,71;23,17;7,95;00:00:14;63,46;00:00:09;00:00:00;00:01:02;00:00:09;00:00:09;00:00:09;00:00:33;00:00:30;
