;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;967;95;13;57;57;192;8,76;19,02;0,12;16,64;21,16;40,82;16,52;00:10:09;2,16;1,94;6,03;5,94;17,88;1,12;6;2,77;16;18,77;0;18,77;42,33;33,22;20,12;5,33;00:00:02;40,82;00:00:08;00:00:00;00:00:58;00:00:04;00:00:08;00:00:07;00:00:25;00:00:26;
ARBOLEDA;422;42;0;34;31;44;4,07;26,56;0;16,77;12,56;77,89;8,74;00:10:09;2,98;3,97;8,09;7,32;10,39;0;4;7;18;15;0;15;3,07;27,48;17,24;2,48;00:00:00;77,89;00:00:07;00:00:00;00:00:17;00:00:03;00:00:07;00:00:09;00:00:21;00:00:21;
BIANCU;1277;126;23;61;66;296;11,31;16,1;0;11,93;22,22;21,15;22,72;00:10:09;1,74;0,93;4,81;5,15;23,16;1,79;6;0;9;16;0;16;55,78;38,24;22,73;6,89;00:00:03;21,15;00:00:08;00:00:00;00:01:24;00:00:05;00:00:08;00:00:04;00:00:23;00:00:28;
BOCCIA;1429;141;27;97;109;411;13,36;22,59;0;24,44;40,87;18,01;24,07;00:10:09;2,86;1,71;6,77;7,63;28,8;1,88;14;0;26;34;0;34;105,21;47,07;22,53;8,13;00:00:04;18,01;00:00:16;00:00:00;00:01:59;00:00:05;00:00:16;00:00:10;00:00:39;00:00:45;
BRIGNANI;1073;106;8;70;77;238;9,99;22,11;0;20,13;32,73;31,22;19,45;00:10:09;3,05;1,88;6,54;7,2;22,2;0,74;13;3;19;26;0;26;81,34;38,69;20,92;6,09;00:00:01;31,22;00:00:12;00:00:00;00:01:10;00:00:05;00:00:12;00:00:08;00:00:30;00:00:33;
CHIERICO;1251;123;2;67;69;255;11,18;17,11;0;17,89;27,46;21,92;10,99;00:10:09;2,19;1,43;5,33;5,48;20,4;0,14;6;2;12;24;0;24;34,4;36,16;19,17;6,81;00:00:00;21,92;00:00:12;00:00:00;00:01:21;00:00:03;00:00:12;00:00:07;00:00:30;00:00:32;
EMERSON;1087;107;66;74;69;210;10;20,72;1,54;23,54;35,72;29,86;41,74;00:10:09;3,29;2,17;6,77;6,33;19,28;6,07;9;4;21;21;0;21;62,56;35,76;24,52;6,09;00:00:10;29,86;00:00:12;00:00:00;00:00:56;00:00:09;00:00:12;00:00:09;00:00:28;00:00:27;
LA ROSA ;1154;114;5;33;43;177;9,73;10,53;0;5,36;9,08;27,11;3,86;00:10:09;0,79;0,46;2,9;3,7;15,37;0,42;1;2;7;8;0;8;23,13;25,69;20,62;5,92;00:00:00;27,11;00:00:04;00:00:00;00:00:55;00:00:01;00:00:04;00:00:02;00:00:18;00:00:22;
MANCINI;1173;116;4;63;62;231;10,45;16,81;0;15,16;18,11;28,13;16,5;00:10:09;1,54;1,29;5,34;5,24;19,7;0,34;5;1;10;19;0;19;57,48;35,14;19,24;6,36;00:00:00;28,13;00:00:07;00:00:00;00:01:09;00:00:04;00:00:07;00:00:05;00:00:27;00:00:29;
PINNA S.;429;42;0;23;22;37;3,81;16,66;0;9,35;4,29;75,08;5,42;00:10:09;1;2,18;5,34;5,16;8,69;0;1;4;12;6;0;6;0,28;21,07;16,01;2,32;00:00:00;75,08;00:00:02;00:00:00;00:00:13;00:00:01;00:00:02;00:00:04;00:00:14;00:00:14;
PISANO;261;26;0;18;15;19;2,37;18,82;0;7,38;5,44;87,17;0,84;00:10:09;2,08;2,82;6,95;5,64;7,36;0;1;3;10;10;0;10;0;19,24;13,09;1,44;00:00:00;87,17;00:00:03;00:00:00;00:00:08;00:00:00;00:00:03;00:00:05;00:00:13;00:00:10;
RAGATZU;839;83;5;55;51;138;7,66;19,72;0;19,14;18,37;47,61;14,51;00:10:09;2,19;2,28;6,59;6,12;16,41;0,54;5;2;22;16;0;16;31,12;32,63;21,1;4,67;00:00:00;47,61;00:00:07;00:00:00;00:00:43;00:00:03;00:00:07;00:00:08;00:00:26;00:00:24;
TRAVAGLINI;1131;111;20;77;71;256;10,4;20,63;0;25,34;26,95;32,03;26,67;00:10:09;2,38;2,24;6,85;6,32;22,61;1,73;6;3;26;28;0;28;64,02;40,47;22,61;6,34;00:00:03;32,03;00:00:10;00:00:00;00:01:15;00:00:06;00:00:10;00:00:11;00:00:32;00:00:30;
UDHO;1050;103;9;65;63;189;9,52;18,9;0;19,95;21,24;33,5;19,26;00:10:09;2,02;1,9;6,14;5,96;18,01;0,88;7;5;16;21;0;21;31,91;34,16;21,8;5,8;00:00:01;33,5;00:00:09;00:00:00;00:01:00;00:00:04;00:00:09;00:00:08;00:00:28;00:00:29;
