;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;1519;70;93;73;70;264;6,18;13,16;22,55;23,23;24,62;54,64;38,25;00:21:34;1,58;1,48;4,69;4,54;16,72;5,6;7,75;4,75;23,25;21,69;0,56;21,69;98,38;29,79;25,2;8;00:00:14;54,64;00:00:09;00:00:02;00:01:08;00:00:08;00:00:09;00:00:09;00:00:30;00:00:28;
BIANCU;949;44;42;32;25;130;3,68;8,9;3,87;8,43;10,07;75,6;14,16;00:21:44;1,06;0,89;3,37;2,66;13,72;4,37;5;1;7;7;0;7;72,56;23,7;25,4;4,8;00:00:06;75,6;00:00:03;00:00:00;00:00:32;00:00:02;00:00:03;00:00:03;00:00:13;00:00:11;
BOCCIA;1327;61;79;70;71;193;5,45;15,35;0;28,43;25,22;60,09;33,37;00:21:44;1,9;2,14;5,31;5,33;14,54;5,99;7;7;20;25;0;25;64,7;28,1;23,99;7,11;00:00:12;60,09;00:00:09;00:00:00;00:00:51;00:00:08;00:00:09;00:00:12;00:00:34;00:00:33;
BRIGNANI;1874;86;159;93;104;348;7,68;15,15;14,64;36,65;38,31;41,25;60,78;00:21:44;2,04;1,96;4,96;5,53;18,55;8,48;10;10;35;31;0;31;101,81;32,89;24,95;10,02;00:00:25;41,25;00:00:14;00:00:02;00:01:27;00:00:13;00:00:14;00:00:14;00:00:37;00:00:40;
CHIERICO;1894;87;45;72;64;315;7,41;9,93;0;21,35;19,54;40,55;26,67;00:21:44;1,03;1,13;3,81;3,37;16,65;2,36;6;4;21;17;0;17;121,87;28,76;23,47;9,67;00:00:07;40,55;00:00:07;00:00:00;00:01:25;00:00:06;00:00:07;00:00:09;00:00:30;00:00:28;
DEMARCUS ;894;41;35;43;46;146;3,61;13,27;0;11,77;17,76;76,81;8,51;00:21:44;1,99;1,32;4,78;5,09;16,39;3,96;6;2;17;16;0;16;48,47;28,52;21,54;4,7;00:00:06;76,81;00:00:07;00:00:00;00:00:40;00:00:02;00:00:07;00:00:05;00:00:20;00:00:21;
EMERSON;1277;59;44;60;57;185;5,15;13,37;1,39;21,29;21,41;64,32;20,84;00:21:44;1,68;1,67;4,68;4,49;14,5;3,41;7;5;24;17;0;17;68,24;27,28;24,22;6,72;00:00:07;64,32;00:00:08;00:00:00;00:00:51;00:00:05;00:00:08;00:00:10;00:00:29;00:00:26;
LA ROSA ;1865;86;75;86;72;316;7,42;11,74;4,07;28,17;18,99;44,49;35,93;00:21:44;1,02;1,51;4,63;3,87;16,94;4,03;7;7;28;22;0;22;134,32;31,03;24,48;9,68;00:00:12;44,49;00:00:08;00:00:00;00:01:24;00:00:08;00:00:08;00:00:11;00:00:33;00:00:28;
LELLA ;1989;92;146;108;109;397;8,25;16,43;20,74;36,29;40,96;40,68;58,29;00:21:44;2,06;1,82;5,43;5,47;19,97;7,34;13;5;35;28;0;28;175,65;35,22;27,19;10,75;00:00:23;40,68;00:00:15;00:00:02;00:01:41;00:00:13;00:00:15;00:00:15;00:00:44;00:00:43;
MANCINI;966;53;54;52;48;163;4,64;13,47;3,5;10,46;16,51;68,58;16,44;00:18:15;1,71;1,08;5,39;5,02;16,9;5,54;6;2;16;14;0;14;40,69;30,21;24,42;5,09;00:00:08;68,58;00:00:06;00:00:00;00:00:44;00:00:03;00:00:06;00:00:04;00:00:21;00:00:21;
OCCHIONI;1972;91;95;104;99;383;8,03;14,36;3,89;28,72;27,73;40,32;44,59;00:21:44;1,41;1,46;5,27;5,03;19,43;4,8;10;4;33;34;0;34;178,83;34,63;25,42;10,47;00:00:16;40,32;00:00:10;00:00:00;00:01:41;00:00:10;00:00:10;00:00:11;00:00:39;00:00:37;
PALESI;1964;90;232;110;105;431;8,17;16,79;117,37;38,64;44,74;40,22;105,33;00:21:44;2,28;1,97;5,59;5,35;21,96;11,81;11;10;33;31;3;31;148,5;37;32;10,65;00:00:33;40,22;00:00:13;00:00:14;00:01:35;00:00:20;00:00:13;00:00:13;00:00:39;00:00:35;
PINNA S.;1495;69;37;57;50;179;5,83;9,58;0;14,05;11,58;53,59;16,25;00:21:44;0,77;0,94;3,84;3,33;12;2,5;2;2;20;14;0;14;52,87;22,39;22,26;7,61;00:00:06;53,59;00:00:05;00:00:00;00:00:52;00:00:03;00:00:05;00:00:06;00:00:27;00:00:24;
RAGATZU;1081;48;8;44;44;139;4,13;11,52;0;11,71;13,13;69,12;9,79;00:22:34;1,21;1,08;4,06;4,1;12,87;0,7;2;2;14;18;0;18;52,77;24,56;21,84;5,6;00:00:01;69,12;00:00:05;00:00:00;00:00:42;00:00:02;00:00:05;00:00:06;00:00:22;00:00:21;
RENAULT ;1926;89;244;104;109;438;7,96;16;111,41;33,97;47,11;40,8;83,11;00:21:44;2,45;1,76;5,42;5,67;22,74;12,66;18;6;32;38;4;38;116,17;36,96;29,43;10,37;00:00:35;40,8;00:00:16;00:00:14;00:01:39;00:00:16;00:00:16;00:00:14;00:00:39;00:00:40;
TRAVAGLINI;1905;88;161;95;85;358;7,72;13,75;71,38;29,07;30,28;41,28;61,87;00:21:44;1,59;1,53;4,99;4,46;18,77;8,43;11;6;25;24;2;24;149,45;32,56;27,1;10,07;00:00:24;41,28;00:00:11;00:00:09;00:01:27;00:00:13;00:00:11;00:00:11;00:00:36;00:00:33;
UDHO;921;42;31;34;37;109;3,64;11,13;8,56;12,72;10,55;78,13;16,14;00:21:44;1,15;1,38;3,69;4,03;11,82;3,32;3;3;12;11;0;11;47,22;23,13;25,47;4,75;00:00:04;78,13;00:00:04;00:00:01;00:00:30;00:00:03;00:00:04;00:00:05;00:00:16;00:00:15;
