;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;682;58;0;48;43;49;5,33;19,2;0;14,32;11,56;64,06;2,1;00:11:49;1,7;2,08;6,99;6,32;7,03;0;1,81;1,12;16,69;15,19;0;15,19;0,1;16,96;13,97;3,78;00:00:00;64,06;00:00:07;00:00:00;00:00:22;00:00:00;00:00:07;00:00:10;00:00:37;00:00:34;
BIANCU;688;60;0;41;39;46;5,39;16,35;0;8,84;8,38;62,63;0,62;00:11:29;1,22;1,28;5,89;5,67;6,62;0;1;1;8;19;0;19;0;14,87;12,72;3,72;00:00:00;62,63;00:00:05;00:00:00;00:00:20;00:00:00;00:00:05;00:00:06;00:00:31;00:00:29;
BOCCIA;837;70;0;73;68;83;6,61;22,43;0;22,72;14,28;54,12;2,08;00:12:00;1,71;2,71;8,78;8,13;9,9;0;1;5;37;27;0;27;0;23,09;13,66;4,76;00:00:00;54,12;00:00:10;00:00:00;00:00:37;00:00:00;00:00:10;00:00:15;00:00:50;00:00:51;
BRIGNANI;744;62;0;53;46;72;5,75;19,8;0;18,01;12,24;61,11;2,81;00:12:00;1,64;2,42;7,13;6,19;9,62;0;4;2;18;20;0;20;0;22,39;14,79;4,14;00:00:00;61,11;00:00:08;00:00:00;00:00:31;00:00:01;00:00:08;00:00:11;00:00:39;00:00:34;
EMERSON;698;58;0;53;50;63;5,41;20,31;0;13,78;16,29;65,48;1,37;00:12:00;2,33;1,97;7,66;7,11;9,07;0;1;0;16;19;0;19;0,84;19,98;16,22;3,9;00:00:00;65,48;00:00:09;00:00:00;00:00:26;00:00:00;00:00:09;00:00:10;00:00:43;00:00:39;
GIANDONATO;639;53;0;25;20;17;4,58;11,18;0;5,61;3,47;67,78;0,18;00:12:00;0,54;0,88;3,9;3,17;2,6;0;0;0;7;4;0;4;0;6,9;11,49;3,3;00:00:00;67,78;00:00:02;00:00:00;00:00:08;00:00:00;00:00:02;00:00:04;00:00:22;00:00:18;
LA ROSA ;711;59;0;26;23;18;5,08;10,77;0;5,13;3,46;61,44;0,05;00:12:00;0,49;0,72;3,66;3,19;2,46;0;0;0;6;5;0;5;0;6,25;11,85;3,66;00:00:00;61,44;00:00:03;00:00:00;00:00:08;00:00:00;00:00:03;00:00:04;00:00:23;00:00:22;
LELLA ;782;67;0;63;56;68;6,44;23,67;0;24,92;19,33;57,74;6,54;00:11:36;2,47;3,19;8,12;7,17;8,67;0;3;1;23;19;0;19;0;22,21;15,9;4,49;00:00:00;57,74;00:00:12;00:00:00;00:00:31;00:00:02;00:00:12;00:00:16;00:00:46;00:00:41;
MANCINI;614;53;0;37;35;40;4,84;17,23;0;7,56;10;68,85;0,95;00:11:30;1,63;1,23;6;5,68;6,45;0;3;0;11;9;0;9;0;14,38;13,36;3,34;00:00:00;68,85;00:00:06;00:00:00;00:00:17;00:00:00;00:00:06;00:00:05;00:00:30;00:00:29;
OCCHIONI;751;66;0;51;46;50;6,06;19,19;0;16,21;10,77;58,1;2,58;00:11:25;1,43;2,16;6,73;6,09;6,6;0;1;2;25;12;0;12;0;17,07;15,98;4,16;00:00:00;58,1;00:00:07;00:00:00;00:00:24;00:00:00;00:00:07;00:00:11;00:00:38;00:00:37;
PALESI;647;54;0;43;35;32;4,91;17,76;0;14,15;8,62;67,34;1,88;00:12:00;1,33;2,19;6,65;5,4;4,9;0;0;1;12;9;0;9;0;14,36;11,37;3,54;00:00:00;67,34;00:00:07;00:00:00;00:00:16;00:00:00;00:00:07;00:00:10;00:00:36;00:00:31;
PINNA S.;627;54;0;49;47;44;5,12;22,93;0;18,01;15,31;64,51;3,81;00:11:39;2,44;2,87;7,8;7,54;7,01;0;4;1;16;16;0;16;0;18,49;15,24;3,58;00:00:00;64,51;00:00:10;00:00:00;00:00:20;00:00:01;00:00:10;00:00:11;00:00:38;00:00:39;
PISANO;586;49;0;44;40;47;4,56;20,76;0;13,07;12,29;70,45;2,98;00:12:00;2,1;2,23;7,59;6,8;8,06;0;3;2;16;17;0;17;0;19,3;13,99;3,28;00:00:00;70,45;00:00:07;00:00:00;00:00:19;00:00:01;00:00:07;00:00:07;00:00:33;00:00:30;
RAGATZU;589;49;0;44;45;42;4,6;21,19;0;12,31;14,79;68;1,36;00:12:00;2,51;2,09;7,49;7,62;7,07;0;3;1;16;20;0;20;0;16,79;13,22;3,32;00:00:00;68;00:00:09;00:00:00;00:00:18;00:00:00;00:00:09;00:00:08;00:00:35;00:00:34;
