;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;751;114;18;44;47;166;10,44;18,08;0;11,18;15,22;29,66;13,38;00:06:34;2,03;1,5;5,88;6,2;21,8;2,37;3,89;2,11;11,67;14,78;0;14,78;51,39;37,93;21,42;4,12;00:00:03;29,66;00:00:06;00:00:00;00:00:48;00:00:03;00:00:06;00:00:04;00:00:18;00:00:20;
BRIGNANI;745;113;3;49;45;159;10,32;17,77;0;12,95;12,25;28,14;13,75;00:06:34;1,64;1,74;6,59;6,03;21,4;0,43;4;5;14;15;0;15;73,77;38,75;19,38;4,07;00:00:00;28,14;00:00:05;00:00:00;00:00:46;00:00:03;00:00:05;00:00:05;00:00:20;00:00:17;
CHIERICO;808;123;7;41;43;150;11;15,64;0;9,39;10,66;22,45;6,54;00:06:34;1,32;1,16;5,1;5,35;18,52;0,91;2;1;10;15;0;15;10,65;33,41;20,99;4,34;00:00:01;22,45;00:00:05;00:00:00;00:00:48;00:00:01;00:00:05;00:00:04;00:00:19;00:00:21;
EMERSON;677;103;38;37;43;143;9,43;18,29;0;8,93;17,7;36,77;13,99;00:06:34;2,61;1,32;5,47;6,41;21,16;5,56;6;1;13;16;0;16;40,85;36,12;22,59;3,72;00:00:06;36,77;00:00:06;00:00:00;00:00:40;00:00:03;00:00:06;00:00:04;00:00:16;00:00:19;
LELLA ;870;132;21;53;64;229;12,32;20,42;0;10,02;22,38;21,55;16,17;00:06:34;2,57;1,15;6,1;7,32;26,38;2,44;6;1;9;21;0;21;68,5;43;21,59;4,86;00:00:03;21,55;00:00:09;00:00:00;00:01:06;00:00:03;00:00:09;00:00:03;00:00:21;00:00:26;
MANCINI;857;130;44;62;50;246;11,96;18,58;0;14,82;13,37;26,25;18,98;00:06:34;1,56;1,73;7,2;5,84;28,73;5,08;6;1;14;19;0;19;130,05;46,66;21,58;4,72;00:00:07;26,25;00:00:05;00:00:00;00:01:05;00:00:04;00:00:05;00:00:05;00:00:23;00:00:20;
PISANO;726;110;7;32;38;142;9,76;14,17;0;4,67;14,57;28,31;6,91;00:06:34;2,01;0,64;4,44;5,21;19,58;0,95;3;1;10;15;0;15;42,63;33,36;20,85;3,85;00:00:01;28,31;00:00:05;00:00:00;00:00:42;00:00:01;00:00:05;00:00:02;00:00:14;00:00:16;
RAGATZU;654;99;14;43;42;128;9,1;18,26;0;13,02;11,66;37,61;12,72;00:06:34;1,78;1,99;6,53;6,41;19,49;2,15;3;3;11;11;0;11;32,92;36,1;22,67;3,59;00:00:02;37,61;00:00:05;00:00:00;00:00:38;00:00:03;00:00:05;00:00:05;00:00:17;00:00:19;
TRAVAGLINI;750;114;25;49;55;171;10,69;21,17;0;15,25;21,21;30,01;22,06;00:06:34;2,83;2,03;6,47;7,27;22,76;3,36;3;2;12;10;0;10;49,48;40,26;23,3;4,22;00:00:04;30,01;00:00:07;00:00:00;00:00:48;00:00:05;00:00:07;00:00:06;00:00:18;00:00:20;
UDHO;672;102;3;34;40;122;9,37;18,44;0;11,52;13,22;35,85;9,26;00:06:34;1,97;1,71;5,06;5,99;18,2;0,42;2;4;12;11;0;11;13,63;33,67;19,78;3,7;00:00:00;35,85;00:00:05;00:00:00;00:00:38;00:00:02;00:00:05;00:00:05;00:00:15;00:00:18;
