;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;7255;82;249;373;337;1286;7,31;14,51;54,08;113,04;106,23;49,06;132,88;01:27:57;1,46;1,56;5,13;4,63;17,61;3,37;25,79;18;119,71;101,86;1,29;101,86;358,9;31,68;27,35;38,59;00:00:39;49,06;00:00:43;00:00:07;00:06:09;00:00:30;00:00:43;00:00:51;00:02:52;00:02:33;
BIANCU;7470;85;287;371;343;1421;7,51;14,23;22,36;94,62;103,99;49,34;137,61;01:27:57;1,39;1,27;4,96;4,59;19,02;3,84;24;7;91;93;1;93;436,83;33,33;27,59;39,63;00:00:46;49,34;00:00:39;00:00:03;00:06:36;00:00:31;00:00:39;00:00:40;00:02:35;00:02:22;
BOCCIA;7555;86;260;449;408;1396;7,77;16,93;58,06;150,16;129,82;47,09;135,76;01:27:57;1,72;1,99;5,94;5,4;18,48;3,45;29;29;162;141;1;141;289,45;33,76;32,78;41,02;00:00:40;47,09;00:00:58;00:00:07;00:06:57;00:00:31;00:00:58;00:01:11;00:03:40;00:03:22;
BRIGNANI;7844;89;253;392;354;1456;7,89;14,29;14,64;118,74;116,87;43,17;135,84;01:27:57;1,49;1,51;5;4,51;18,56;3,22;28;25;140;116;0;116;399,62;32,76;24,95;41,63;00:00:40;43,17;00:00:47;00:00:02;00:06:57;00:00:33;00:00:47;00:00:54;00:03:01;00:02:38;
CHIERICO;7624;87;137;332;300;1259;7,52;12,09;0;93,93;89,51;45,34;86,31;01:27:57;1,17;1,23;4,35;3,93;16,51;1,79;24;9;96;100;0;100;320,32;29,24;23,47;39,69;00:00:22;45,34;00:00:38;00:00:00;00:06:12;00:00:21;00:00:38;00:00:44;00:02:41;00:02:25;
EMERSON;6606;75;85;277;244;873;6,48;11,39;5,49;84,13;67,13;52,62;59,22;01:27:56;1,02;1,27;4,19;3,7;13,21;1,28;14;13;103;72;0;72;195,17;25;24,8;34,17;00:00:13;52,62;00:00:29;00:00:00;00:04:31;00:00:15;00:00:29;00:00:44;00:02:25;00:02:06;
LA ROSA ;7366;84;82;257;205;1065;7,09;9,38;4,07;72,52;52,25;47,43;60,85;01:27:57;0,71;0,98;3,48;2,78;14,46;1,11;12;11;85;61;0;61;297,37;25,56;24,48;37,42;00:00:13;47,43;00:00:25;00:00:00;00:05:14;00:00:15;00:00:25;00:00:34;00:02:05;00:01:43;
LELLA ;7434;85;294;407;351;1238;7,56;15,58;49,66;144,19;118,26;47,03;167,69;01:27:57;1,59;1,94;5,47;4,72;16,66;3,95;34;25;149;95;0;95;390,85;31,44;27,19;39,9;00:00:47;47,03;00:00:48;00:00:06;00:05:55;00:00:41;00:00:48;00:01:06;00:03:07;00:02:40;
MANCINI;6488;74;141;327;282;1093;6,48;13,5;12,99;79,56;80,44;55,04;89,12;01:27:57;1,24;1,23;5,04;4,34;16,86;2,18;21;17;100;90;0;90;275,65;30,49;26,24;34,19;00:00:23;55,04;00:00:36;00:00:01;00:05:25;00:00:20;00:00:36;00:00:35;00:02:31;00:02:10;
OCCHIONI;7570;86;246;389;366;1404;7,62;14,36;38,45;104,9;102,77;47,15;131,15;01:27:57;1,36;1,39;5,14;4,83;18,55;3,25;24;12;131;115;1;115;437,27;32,89;28,89;40,2;00:00:40;47,15;00:00:44;00:00:05;00:06:46;00:00:29;00:00:44;00:00:45;00:02:53;00:02:44;
PALESI;7280;83;478;413;373;1463;7,47;16,65;198,5;136,45;131,89;50,31;215,63;01:27:57;1,81;1,87;5,67;5,13;20,1;6,56;37;23;141;115;5;115;414,3;35,14;32;39,44;00:01:10;50,31;00:00:50;00:00:25;00:06:30;00:00:45;00:00:50;00:01:00;00:03:08;00:02:43;
RAGATZU;6282;71;226;360;343;1143;6,44;16,52;27,55;106,2;115,34;55,58;132,35;01:27:57;1,84;1,69;5,72;5,47;18,2;3,59;28;20;108;103;1;103;359,64;33,22;27,14;34;00:00:36;55,58;00:00:45;00:00:03;00:05:27;00:00:31;00:00:45;00:00:48;00:02:42;00:02:32;
RENAULT ;8125;92;543;510;496;1860;8,47;18,49;179,57;159,89;176,57;43,8;230,24;01:27:57;2,17;1,97;6,28;6,1;22,89;6,69;53;26;155;155;6;155;543,59;38,91;29,43;44,71;00:01:23;43,8;00:01:08;00:00:23;00:08:19;00:00:50;00:01:08;00:01:10;00:03:41;00:03:28;
TRAVAGLINI;7744;88;318;420;371;1390;7,84;15,01;115,87;125,9;112,53;45,06;168,56;01:27:57;1,45;1,63;5,43;4,79;17,95;4,1;21;19;106;91;3;91;429,56;32,36;27,67;41,36;00:00:49;45,06;00:00:44;00:00:15;00:06:32;00:00:38;00:00:44;00:00:52;00:03:03;00:02:44;
UDHO;6183;70;131;318;284;937;6,24;14,67;29,86;111,43;89,91;57,89;109,96;01:27:57;1,45;1,8;5,14;4,59;15,15;2,12;12;16;109;79;0;79;234,92;29,34;26,29;32,93;00:00:20;57,89;00:00:34;00:00:04;00:04:42;00:00:26;00:00:34;00:00:49;00:02:31;00:02:04;
