;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;1017;59;17;46;42;104;5,13;12,67;0,35;9,23;9,76;61,92;8,06;00:17:16;0,96;0,91;4,53;4,15;10,18;1,71;1,14;0,71;5,14;7,21;0;7,21;40,82;18,68;21,99;5,32;00:00:02;61,92;00:00:06;00:00:00;00:00:31;00:00:01;00:00:06;00:00:05;00:00:34;00:00:32;
BIANCU;1037;60;24;42;38;100;5,18;11,64;0;9,67;7,86;62,76;13,54;00:17:16;0,76;0,93;4,06;3,68;9,64;2,3;1;0;4;5;0;5;41,33;18,72;22,53;5,38;00:00:04;62,76;00:00:02;00:00:00;00:00:30;00:00:02;00:00:02;00:00:03;00:00:22;00:00:23;
BOCCIA;1038;60;29;37;31;96;5,12;10,2;1,41;6,72;8,02;60,1;9,87;00:17:16;0,77;0,65;3,56;3,03;9,24;2,75;1;1;5;8;0;8;51,86;16,36;24,71;5,31;00:00:04;60,1;00:00:04;00:00:00;00:00:26;00:00:02;00:00:04;00:00:03;00:00:27;00:00:25;
BRIGNANI;1073;62;33;51;45;105;5,43;13,04;0;10,38;14,38;59,04;11,28;00:17:16;1,34;0,97;4,77;4,19;9,79;3,11;4;1;5;10;0;10;46,19;17,8;22,98;5,63;00:00:05;59,04;00:00:09;00:00:00;00:00:31;00:00:02;00:00:09;00:00:08;00:00:39;00:00:37;
CHIERICO;1040;60;5;54;45;104;5,28;13,4;0;11,62;8,61;60,54;4,54;00:17:16;0,83;1,12;5,23;4,31;9,97;0,45;0;0;5;7;0;7;31,32;18,8;21,64;5,48;00:00:00;60,54;00:00:07;00:00:00;00:00:34;00:00:01;00:00:07;00:00:08;00:00:44;00:00:41;
DEMARCUS ;1068;62;1;47;41;124;5,34;11,58;0;7,77;9,35;60,96;1,04;00:17:16;0,88;0,73;4,4;3,84;11,59;0,07;0;0;2;6;0;6;37,54;19,61;19,14;5,53;00:00:00;60,96;00:00:08;00:00:00;00:00:39;00:00:00;00:00:08;00:00:08;00:00:38;00:00:34;
EMERSON;968;56;32;65;58;120;5,11;17,75;0;12,96;16,65;65,07;9,44;00:17:16;1,72;1,34;6,7;5,98;12,4;3,31;3;2;8;7;0;7;41,16;21,72;21,96;5,29;00:00:05;65,07;00:00:12;00:00:00;00:00:36;00:00:02;00:00:12;00:00:10;00:00:49;00:00:45;
LA ROSA ;987;57;26;40;42;113;5,01;13,34;3,55;7,87;12,97;63,17;9,55;00:17:16;1,31;0,8;4,08;4,27;11,46;2,58;2;1;8;8;0;8;45,83;20,78;24,89;5,19;00:00:04;63,17;00:00:06;00:00:00;00:00:34;00:00:02;00:00:06;00:00:04;00:00:27;00:00:29;
LELLA ;1038;60;10;46;42;115;5,24;12,65;0;12,78;9,03;61,38;8,58;00:17:16;0,87;1,23;4,45;4,08;11,05;0,98;1;1;10;6;0;6;48,07;20,53;20,19;5,43;00:00:01;61,38;00:00:05;00:00:00;00:00:35;00:00:02;00:00:05;00:00:07;00:00:34;00:00:32;
MANCINI;984;57;4;40;36;92;4,91;11,28;0;6,69;7,41;63,51;5,41;00:17:16;0,75;0,68;4,02;3,67;9,3;0,39;0;0;2;4;0;4;33,04;17,65;22,1;5,09;00:00:00;63,51;00:00:03;00:00:00;00:00:29;00:00:01;00:00:03;00:00:03;00:00:28;00:00:26;
OCCHIONI;1026;59;31;45;42;103;5,18;12,83;0;9,44;8,75;62,8;12,75;00:17:16;0,85;0,92;4,35;4,05;10,02;3,01;2;2;8;11;0;11;25,44;19,18;22,42;5,38;00:00:05;62,8;00:00:04;00:00:00;00:00:31;00:00:02;00:00:04;00:00:04;00:00:30;00:00:28;
PALESI;980;57;10;29;26;80;4,76;8,36;0;2,64;3,89;61,87;5,06;00:17:16;0,4;0,27;2,93;2,66;8,12;1;0;0;1;6;0;6;47,14;14,44;22,2;4,93;00:00:01;61,87;00:00:02;00:00:00;00:00:22;00:00:01;00:00:02;00:00:01;00:00:22;00:00:21;
PINNA S.;1001;58;9;60;61;102;5,25;17,07;0;17,24;16,28;61,07;9,8;00:17:16;1,63;1,72;5,95;6,06;10,24;0,95;0;1;7;8;0;8;41,16;20,05;21,03;5,44;00:00:01;61,07;00:00:13;00:00:00;00:00:34;00:00:02;00:00:13;00:00:13;00:00:45;00:00:46;
RENAULT ;1027;59;21;47;43;105;5,15;11,85;0;6,58;6,47;61,12;5,41;00:17:16;0,63;0,64;4,55;4,2;10,26;2,04;1;0;4;9;0;9;48,17;18,46;20,73;5,34;00:00:03;61,12;00:00:03;00:00:00;00:00:32;00:00:01;00:00:03;00:00:03;00:00:34;00:00:32;
TRAVAGLINI;978;57;9;43;40;92;4,92;12,4;0;6,93;7,05;63,49;6,53;00:17:16;0,72;0,71;4,4;4,11;9,41;0,95;1;1;3;6;0;6;33,28;17,48;21,31;5,1;00:00:01;63,49;00:00:04;00:00:00;00:00:28;00:00:01;00:00:04;00:00:03;00:00:31;00:00:29;
