;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;595;79;0;14;13;30;6,57;7,34;0;2,42;2,09;41,8;0,68;00:07:31;0,34;0,4;2,31;2,13;5,12;0;0,29;0,14;2,71;3,07;0;3,07;0,33;11,01;15,08;2,97;00:00:00;41,8;00:00:01;00:00:00;00:00:11;00:00:00;00:00:01;00:00:01;00:00:07;00:00:07;
ARBOLEDA;587;77;0;12;13;24;6,39;6,77;0;1,57;0,46;42,03;0,54;00:07:35;0,08;0,27;2,08;2,19;4,05;0;0;0;3;3;0;3;0;8,55;14,31;2,91;00:00:00;42,03;00:00:00;00:00:00;00:00:09;00:00:00;00:00:00;00:00:00;00:00:07;00:00:08;
BIANCU;592;78;0;12;11;28;6,42;6,49;0;0;1,91;44,32;0;00:07:35;0,32;0;1,98;1,94;4,79;0;0;0;1;4;0;4;0;9,61;13,77;2,93;00:00:00;44,32;00:00:01;00:00:00;00:00:10;00:00:00;00:00:01;00:00:00;00:00:05;00:00:06;
BOCCIA;598;79;0;11;12;31;6,47;6,18;0;1,47;1,1;40,2;0;00:07:35;0,18;0,25;1,82;2,02;5,18;0;0;0;3;3;0;3;0,47;10,42;16,2;2,95;00:00:00;40,2;00:00:00;00:00:00;00:00:10;00:00:00;00:00:00;00:00:00;00:00:05;00:00:06;
BRIGNANI;525;79;0;10;8;22;6,44;5,27;0;1,08;0,45;39,24;0;00:06:38;0,09;0,21;1,91;1,47;4,19;0;0;0;2;1;0;1;0;8,84;15,41;2,57;00:00:00;39,24;00:00:00;00:00:00;00:00:08;00:00:00;00:00:00;00:00:00;00:00:06;00:00:05;
CHIERICO;639;84;0;25;25;38;7,51;15,18;0;11,88;10,56;36,14;3,75;00:07:35;1,65;1,86;3,97;3,97;5,94;0;3;1;7;10;0;10;0;16,89;13,78;3,42;00:00:00;36,14;00:00:05;00:00:00;00:00:15;00:00:01;00:00:05;00:00:06;00:00:14;00:00:15;
EMERSON;593;78;0;26;25;50;6,87;13,48;0;6;5,92;47,02;1,2;00:07:35;1;1,01;4,45;4,2;8,42;0;1;1;3;4;0;4;0;18,47;15;3,13;00:00:00;47,02;00:00:02;00:00:00;00:00:19;00:00:00;00:00:02;00:00:02;00:00:14;00:00:13;
LA ROSA ;642;85;0;7;6;21;6,84;4,5;0;0,18;0,29;37,1;0;00:07:35;0,04;0,03;1,06;1,01;3,27;0;0;0;1;0;0;0;0;6,48;11,95;3,12;00:00:00;37,1;00:00:00;00:00:00;00:00:08;00:00:00;00:00:00;00:00:00;00:00:05;00:00:04;
LELLA ;626;82;0;13;11;30;6,76;5,91;0;1,14;2,76;39,99;0,24;00:07:35;0,44;0,18;2,09;1,8;4,87;0;0;0;2;4;0;4;0;10,14;15,36;3,08;00:00:00;39,99;00:00:01;00:00:00;00:00:11;00:00:00;00:00:01;00:00:00;00:00:07;00:00:06;
MANCINI;596;78;0;14;12;26;6,51;7,17;0;1,86;0,97;43,15;1,03;00:07:35;0,16;0,31;2,31;1,98;4,35;0;0;0;2;1;0;1;0;9,54;14,36;2,96;00:00:00;43,15;00:00:00;00:00:00;00:00:09;00:00:00;00:00:00;00:00:00;00:00:07;00:00:07;
PINNA S.;578;76;0;19;14;40;6,38;8,29;0;2,38;1,11;45,22;0,36;00:07:35;0,19;0,41;3,34;2,36;6,99;0;0;0;5;2;0;2;0;14,67;15,64;2,91;00:00:00;45,22;00:00:00;00:00:00;00:00:13;00:00:00;00:00:00;00:00:01;00:00:10;00:00:07;
PISANO;590;78;0;15;11;34;6,38;6,11;0;2,18;0,25;40,21;0,78;00:07:35;0,04;0,37;2,48;1,92;5,82;0;0;0;3;2;0;2;1,5;12,4;16,38;2,91;00:00:00;40,21;00:00:00;00:00:00;00:00:11;00:00:00;00:00:00;00:00:00;00:00:06;00:00:06;
RAGATZU;572;75;0;7;5;19;6,06;3,84;0;1,28;0,19;42,73;0;00:07:35;0,03;0,22;1,14;0,86;3,35;0;0;0;2;0;0;0;0;7,02;15,82;2,76;00:00:00;42,73;00:00:00;00:00:00;00:00:06;00:00:00;00:00:00;00:00:00;00:00:03;00:00:03;
TRAVAGLINI;577;76;0;7;9;25;6,2;5,27;0;0,89;1,39;44,08;0;00:07:35;0,24;0,15;1,22;1,62;4,36;0;0;0;1;5;0;5;0;8,45;14,51;2,82;00:00:00;44,08;00:00:00;00:00:00;00:00:09;00:00:00;00:00:00;00:00:00;00:00:04;00:00:05;
UDHO;610;80;0;15;15;37;6,72;8,1;0;1,99;1,85;43,48;1,65;00:07:35;0,3;0,33;2,51;2,42;6;0;0;0;3;4;0;4;2,65;12,42;18,62;3,06;00:00:00;43,48;00:00:00;00:00:00;00:00:12;00:00:00;00:00:00;00:00:00;00:00:07;00:00:07;
