;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);
Team Average;9545;103;1423;502;456;2554;9,59;20,39;126,42;180,71;160,58;0;223,62;01:32:47;1,68;1,9;5,26;4,77;26,5;14,69;50,1;41,3;143,4;150,9;3,1;150,9;949,6;41,44;0;
DORATIOTTO ;7710;116;1050;398;347;2142;10,74;19,83;129,55;137,48;112,54;0;175,22;01:06:34;1,46;1,78;5,16;4,5;27,79;13,61;32;35;105;104;3;104;763,98;43,62;0;
IOTTI;8970;94;891;506;445;2125;8,73;20,39;47,76;171,86;126,16;0;155,81;01:35:42;1,41;1,92;5,64;4,97;23,69;9,93;38;25;127;130;1;130;665,44;38,55;0;
LA ROSA ;9326;97;1050;476;390;2293;8,97;18,88;61,23;182,42;113,92;0;136,83;01:35:42;1,22;1,96;5,11;4,18;24,59;11,25;28;37;137;112;2;112;793,5;39,33;0;
LELLA ;10129;106;1591;567;530;2668;10,01;22,2;113,25;221,47;209;0;285,31;01:35:42;2,06;2,19;5,6;5,23;26,34;15,71;67;62;167;202;3;202;1003,05;41,58;0;
MASTINO;9794;102;2032;574;589;3080;9,85;24,31;320,3;213,31;258,39;0;365,55;01:35:42;2,64;2,18;5,86;6,01;31,44;20,75;87;56;186;213;7;213;1122;47,62;0;
MURONI;10707;112;1774;544;498;3211;10,39;19,98;62,37;189,86;181,77;0;197,01;01:35:42;1,7;1,77;5,08;4,66;29,99;16,57;66;37;169;181;2;181;1331,17;45,25;0;
OGUNSEYE;8602;90;1131;462;379;1965;8,3;19,31;42,76;170,63;118,73;0;188,58;01:35:42;1,38;1,98;5,37;4,41;22,84;13,15;36;39;137;124;1;124;775,95;37,04;0;
PARIGI;9511;99;1279;492;402;2290;9,19;19,52;103,74;167,55;147,62;0;213,16;01:35:42;1,55;1,76;5,17;4,23;24,08;13,45;53;32;121;134;2;134;874,37;38,47;0;
PENNINGTON;11519;120;2379;560;552;3706;11,17;19,89;200,74;182,84;182,69;0;299,58;01:35:42;1,59;1,59;4,86;4,79;32,17;20,65;51;52;159;173;4;173;1541,24;47,34;0;
PITZALIS;9184;96;1056;437;427;2061;8,87;19,45;182,5;169,63;155,01;0;219,16;01:35:42;1,69;1,85;4,76;4,65;22,44;11,5;43;38;126;136;6;136;625,33;36,23;0;
