;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;1757;117;165;94;93;465;10,59;16,72;32,12;26,77;33,33;33,43;59,44;00:15:00;1,89;1,52;5,36;5,26;26,12;9,27;8,7;4,2;23,41;25,91;0,9;25,91;173,37;41,53;28,79;9,53;00:00:26;33,43;00:00:11;00:00:04;00:01:55;00:00:12;00:00:11;00:00:10;00:00:36;00:00:35;
BIANCU;1939;129;200;117;113;556;11,85;18,46;23,38;32,48;40,21;29,47;67,49;00:15:00;2,07;1,68;6,04;5,82;28,67;10,29;9;2;26;25;1;25;227,18;45,68;28,67;10,67;00:00:32;29,47;00:00:13;00:00:03;00:02:19;00:00:14;00:00:13;00:00:11;00:00:42;00:00:40;
BRIGNANI;1711;114;130;83;85;445;10,2;15,59;22,8;24,86;33,84;32,96;47,12;00:15:00;1,98;1,45;4,84;4,97;26,04;7,62;14;3;22;23;0;23;186,66;40,69;26,29;9,18;00:00:20;32,96;00:00:12;00:00:03;00:01:52;00:00:09;00:00:12;00:00:10;00:00:34;00:00:33;
CHIERICO;2012;134;153;103;109;610;12,15;17,03;38,29;26,25;33,78;28,93;61,05;00:15:00;1,68;1,3;5,13;5,41;30,31;7,59;9;6;21;29;1;29;269,17;46,54;29,29;10,93;00:00:24;28,93;00:00:12;00:00:05;00:02:32;00:00:12;00:00:12;00:00:10;00:00:39;00:00:42;
EMERSON;1467;98;56;67;64;275;8,6;13,62;6,88;14,9;20,49;41,29;27,41;00:15:00;1,4;1,02;4,55;4,36;18,73;3,82;5;1;17;21;0;21;98,56;31,68;26,41;7,74;00:00:09;41,29;00:00:09;00:00:00;00:01:15;00:00:05;00:00:09;00:00:07;00:00:32;00:00:31;
LELLA ;1913;127;206;107;112;585;11,78;19,37;24,4;31,12;45,99;29,6;66,26;00:15:00;2,4;1,63;5,59;5,85;30,56;10,79;15;6;25;37;1;37;212,26;46,89;29,84;10,6;00:00:33;29,6;00:00:16;00:00:03;00:02:24;00:00:14;00:00:16;00:00:12;00:00:39;00:00:40;
PALESI;1803;120;291;90;92;549;10,8;16,13;74,6;18,57;34,52;34,27;63,51;00:15:00;1,91;1,03;4,97;5,12;30,45;16,13;12;6;27;26;2;26;190,45;44,88;28,73;9,72;00:00:45;34,27;00:00:11;00:00:10;00:02:04;00:00:12;00:00:11;00:00:07;00:00:31;00:00:33;
PISANO;1561;104;137;69;65;337;9,05;12,41;1,12;15,03;16,93;37,52;31,73;00:15:00;1,08;0,96;4,42;4,18;21,57;8,78;2;0;20;26;0;26;129,9;33,74;24,3;8,15;00:00:22;37,52;00:00:06;00:00:00;00:01:24;00:00:07;00:00:06;00:00:06;00:00:27;00:00:29;
RAGATZU;1904;127;210;111;90;504;11,45;16,62;50,23;36,56;31,5;28,52;86,97;00:15:00;1,65;1,92;5,84;4,72;26,5;11,02;9;6;26;21;2;21;186,17;42,86;28,85;10,31;00:00:33;28,52;00:00:10;00:00:06;00:02:02;00:00:18;00:00:10;00:00:12;00:00:37;00:00:33;
TRAVAGLINI;1611;107;133;100;101;389;9,89;19,07;42,22;30,06;36,38;36,69;63,58;00:15:00;2,26;1,87;6,24;6,29;24,12;8,24;6;6;20;25;1;25;115,02;40,1;32,68;8,91;00:00:20;36,69;00:00:12;00:00:05;00:01:39;00:00:12;00:00:12;00:00:12;00:00:41;00:00:40;
UDHO;1640;110;138;98;96;398;10,09;18,86;37,23;37,81;39,53;35;79,12;00:14:57;2,41;2,31;5,95;5,87;24,24;8,44;6;6;30;26;1;26;117,81;42,21;32,88;9,05;00:00:21;35;00:00:12;00:00:04;00:01:42;00:00:15;00:00:12;00:00:12;00:00:34;00:00:33;
