;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);
Team Average;1539;102;266;81;86;451;9,6;21,87;31,15;28,4;31,4;0;42,52;00:15:08;2,02;1,84;5,24;5,56;28,98;16,93;12,1;6,1;23,4;33;0,8;33;176,66;44,03;0;
CALAMAI;1694;112;401;90;101;561;10,63;22,76;10,95;28,58;37,31;0;41,88;00:15:08;2,2;1,69;5,33;5,97;33,12;23,66;15;7;28;41;0;41;266,01;47,81;0;
COTALI;1432;95;184;77;75;380;8,97;22,42;8,42;29,93;27,54;0;26,43;00:15:08;1,92;2,09;5,35;5,23;26,56;12,85;11;5;33;36;0;36;135,1;41,81;0;
IOTTI;1320;87;157;80;78;302;8,32;23,21;0;26,7;30,44;0;32,46;00:15:08;2,31;2,02;6,05;5,92;22,88;11,92;10;4;24;29;0;29;126,47;38,36;0;
OGUNSEYE;1686;111;368;88;119;578;10,63;23,26;92,3;31,41;40,95;0;62,22;00:15:08;2,43;1,86;5,19;7,07;34,31;21,82;14;8;18;33;3;33;219,13;50,48;0;
PENNINGTON;1622;107;203;66;77;463;9,84;18,62;2,02;18,09;22,43;0;26,57;00:15:08;1,38;1,11;4,08;4,75;28,52;12,5;8;4;20;23;0;23;163,85;42,38;0;
PINNA S.;1477;98;226;70;74;410;8,98;19;9,54;21,52;20,23;0;27,9;00:15:08;1,37;1,46;4,73;5,02;27,75;15,31;10;3;17;34;0;34;153,4;41,55;0;
PISANO;1369;90;163;58;57;331;8,25;17,85;8,78;20,3;18,47;0;19,67;00:15:08;1,35;1,48;4,24;4,2;24,18;11,88;6;5;16;24;0;24;122,72;37,05;0;
RAGATZU;1686;111;337;98;100;530;10,68;23,9;13,35;36,74;41,21;0;52,44;00:15:08;2,44;2,18;5,8;5,9;31,46;19,96;16;10;21;44;0;44;243,69;47,97;0;
SENESI;1617;107;404;102;99;542;10,36;25,33;144,69;38,36;44,87;0;92,15;00:15:08;2,77;2,37;6,3;6,12;33,54;24,99;17;9;28;27;4;27;183,92;49,56;0;
VALLOCCHIA;1489;98;214;80;80;410;9,32;22,35;21,44;32,37;30,51;0;43,45;00:15:08;2,05;2,17;5,35;5,39;27,5;14,37;14;6;29;39;1;39;152,29;43,3;0;
