;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;1622;108;129;75;74;396;9,56;14,27;35,31;21,61;24,03;37,99;42,55;00:15:01;1,47;1,32;4,6;4,51;24,07;7,89;4,5;2,7;17,5;18,8;0,5;18,8;162,7;38,15;26,99;8,61;00:00:20;37,99;00:00:08;00:00:04;00:01:38;00:00:08;00:00:08;00:00:08;00:00:29;00:00:29;
BIANCU;1750;117;89;82;83;446;10,36;14,91;0;22,94;23,99;32,31;31,85;00:15:01;1,37;1,31;4,69;4,74;25,46;5,06;3;1;18;25;0;25;240,76;40,46;22,06;9,34;00:00:15;32,31;00:00:09;00:00:00;00:01:56;00:00:07;00:00:09;00:00:08;00:00:31;00:00:34;
BRIGNANI;1472;98;120;68;67;338;8,65;14,03;52,53;19,49;24,74;42,75;50,16;00:15:01;1,68;1,32;4,63;4,58;22,99;8,13;3;0;11;15;1;15;102;36,74;28,51;7,79;00:00:17;42,75;00:00:07;00:00:07;00:01:22;00:00:09;00:00:07;00:00:07;00:00:27;00:00:24;
CHIERICO;1924;128;128;64;77;523;11,1;11,97;13,18;17,95;28,92;27,4;26,55;00:15:01;1,5;0,93;3,33;3,98;27,16;6,66;9;5;17;24;0;24;196,32;39,93;25,43;10,01;00:00:20;27,4;00:00:11;00:00:01;00:02:10;00:00:06;00:00:11;00:00:07;00:00:26;00:00:31;
EMERSON;1289;86;56;48;41;217;7,37;10,96;17,84;10,04;10,86;47,83;17,38;00:15:01;0,84;0,78;3,72;3,22;16,87;4,34;0;2;15;10;1;10;57,14;28,49;27,98;6,64;00:00:08;47,83;00:00:04;00:00:02;00:00:59;00:00:03;00:00:04;00:00:05;00:00:23;00:00:22;
LELLA ;1756;117;152;91;94;502;10,59;17,05;32,59;24,57;35,72;35,6;57,81;00:15:01;2,03;1,4;5,18;5,36;28,59;8,64;7;2;21;23;0;23;259,64;44,02;26,57;9,55;00:00:24;35,6;00:00:12;00:00:04;00:02:04;00:00:12;00:00:12;00:00:09;00:00:35;00:00:35;
PALESI;1725;115;222;73;69;451;9,99;12,37;102,03;23,05;19,93;35,3;53,36;00:15:01;1,16;1,34;4,25;4,01;26,13;12,89;3;2;18;16;1;16;142,62;39,54;29,97;9;00:00:32;35,3;00:00:06;00:00:13;00:01:42;00:00:10;00:00:06;00:00:08;00:00:27;00:00:26;
PISANO;1313;87;99;50;53;261;7,64;12,94;43,73;14,12;17,76;49,23;19,4;00:15:01;1,35;1,08;3,83;4,03;19,91;7,51;3;2;12;14;1;14;63,15;32,07;26,38;6,89;00:00:15;49,23;00:00:07;00:00:06;00:01:07;00:00:04;00:00:07;00:00:06;00:00:23;00:00:23;
RAGATZU;1648;110;175;93;93;403;10;17,81;26,68;28,22;29,73;35,74;67,02;00:15:01;1,8;1,71;5,63;5,66;24,44;10,64;10;3;28;24;0;24;199,64;40,24;27,35;9,01;00:00:28;35,74;00:00:10;00:00:03;00:01:36;00:00:13;00:00:10;00:00:09;00:00:32;00:00:34;
TRAVAGLINI;1777;118;142;96;87;436;10,58;15,53;46,2;32,19;23,84;31,57;53,72;00:15:01;1,34;1,81;5,42;4,92;24,53;7,99;3;6;20;23;1;23;179,11;40,31;28,16;9,53;00:00:21;31,57;00:00:09;00:00:06;00:01:49;00:00:11;00:00:09;00:00:11;00:00:37;00:00:33;
UDHO;1568;104;110;84;72;386;9,3;15,08;18,36;23,56;24,85;42,16;48,2;00:15:01;1,59;1,5;5,35;4,59;24,61;7,02;4;4;15;14;0;14;186,66;39,71;27,47;8,38;00:00:17;42,16;00:00:08;00:00:02;00:01:35;00:00:10;00:00:08;00:00:09;00:00:31;00:00:27;
